line	position	sign	confidence	alt	why
r01	1	[PLAIN:Baron]	H		agree
r01	2	[PLAIN:de]	H		agree
r01	3	[PLAIN:Mercy]	H		agree
r01	4	[PLAIN:mi]	H		agree
r01	5	[PLAIN:Sumiller]	H		agree
r01	6	[PLAIN:de]	H		agree
r01	7	[PLAIN:Cortina]	H		agree
r01	8	[PLAIN:deseo]	M	B:[PLAIN:desseo]	differ
r01	9	[PLAIN:tener]	H		agree
r01	10	[PLAIN:Resolucion]	H		agree
r01	11	[PLAIN:de]	H		agree
r01	12	[PLAIN:la]	H		agree
r01	13	[PLAIN:nego-]	H		agree
r02	1	[PLAIN:ciacion]	M	B:-	gap
r02	2	[PLAIN:que]	M	B:[PLAIN:ciacionque]	differ
r02	3	[PLAIN:fuisteis]	H		agree
r02	4	[PLAIN:por]	H		agree
r02	5	[PLAIN:lo]	H		agree
r02	6	[PLAIN:que]	H		agree
r02	7	[PLAIN:conviene]	H		agree
r02	8	[PLAIN:saver]	H		agree
r02	9	[PLAIN:lo]	H		agree
r02	10	[PLAIN:que]	H		agree
r02	11	[PLAIN:se]	H		agree
r02	12	[PLAIN:puede]	H		agree
r02	13	[PLAIN:esperar]	H		agree
r02	14	[PLAIN:della]	H		agree
r02	15	[PLAIN:Respeto]	H		agree
r02	16	[PLAIN:de]	H		agree
r02	17	[PLAIN:las]	H		agree
r02	18	[PLAIN:1648.]	M	B:-	gap
r03	1	[PLAIN:operaciones]	M	B:[PLAIN:Operaciones]	differ
r03	2	[PLAIN:que]	H		agree
r03	3	[PLAIN:se]	H		agree
r03	4	[PLAIN:deven]	M	B:[PLAIN:deuen]	differ
r03	5	[PLAIN:saver:]	M	B:[PLAIN:saber:]	differ
r03	6	[PLAIN:24]	M	B:24	differ
r04	1	34	H		agree
r04	2	28	H		agree
r04	3	10	H		agree
r04	4	32	H		agree
r04	5	16	H		agree
r04	6	29	H		agree
r04	7	6	H		agree
r04	8	19	H		agree
r04	9	18	H		agree
r04	10	6	H		agree
r04	11	7	H		agree
r04	12	34	H		agree
r04	13	6	H		agree
r04	14	34	H		agree
r04	15	5	H		agree
r04	16	30	H		agree
r04	17	17	M	B:47	differ
r04	18	6	H		agree
r04	19	19	H		agree
r04	20	32	H		agree
r04	21	14	H		agree
r04	22	34	H		agree
r04	23	30	H		agree
r05	1	3	H		agree
r05	2	17	H		agree
r05	3	22	H		agree
r05	4	32	H		agree
r05	5	10	H		agree
r05	6	[PLAIN:y]	H		agree
r05	7	[PLAIN:asi]	H		agree
r05	8	[PLAIN:Holgare]	M	B:[PLAIN:holgare]	differ
r05	9	[PLAIN:me]	H		agree
r05	10	[PLAIN:digais]	H		agree
r05	11	[PLAIN:lo]	H		agree
r05	12	[PLAIN:que]	H		agree
r05	13	[PLAIN:en]	H		agree
r05	14	[PLAIN:esta]	H		agree
r05	15	[PLAIN:razon]	M	B:[PLAIN:rason]	differ
r05	16	[PLAIN:saueis]	M	B:[PLAIN:saveis]	differ
r05	17	[PLAIN:entendido.]	H		agree
r06	1	16	H		agree
r06	2	18	H		agree
r06	3	28	H		agree
r06	4	17	H		agree
r06	5	16	H		agree
r06	6	8	H		agree
r06	7	9	H		agree
r06	8	27	H		agree
r06	9	18	H		agree
r06	10	6	H		agree
r06	11	34	H		agree
r06	12	16	H		agree
r06	13	18	H		agree
r06	14	19	H		agree
r06	15	24	H		agree
r06	16	18	H		agree
r06	17	8	H		agree
r06	18	5	H		agree
r06	19	19	H		agree
r06	20	27	H		agree
r06	21	6	H		agree
r06	22	19	H		agree
r07	1	13	H		agree
r07	2	16	H		agree
r07	3	19	H		agree
r07	4	28	H		agree
r07	5	[MARK:box]	M		agree-flagged
r07	6	[PLAIN:y]	H		agree
r07	7	[PLAIN:porque]	H		agree
r07	8	[PLAIN:qualquiera]	H		agree
r07	9	[PLAIN:ora]	H		agree
r07	10	[PLAIN:de]	H		agree
r07	11	[PLAIN:tardanca]	M	B:[PLAIN:tardanla]	differ
r07	12	[PLAIN:en]	H		agree
r07	13	[PLAIN:la]	H		agree
r07	14	[PLAIN:coyuntura]	H		agree
r07	15	[PLAIN:presente]	H		agree
r08	1	[PLAIN:es]	H		agree
r08	2	[PLAIN:de]	H		agree
r08	3	[PLAIN:summo]	H		agree
r08	4	[PLAIN:per]	M	B:-	gap
r08	5	[PLAIN:juicio]	M	B:[PLAIN:perjuicio]	differ
r08	6	[PLAIN:procuraveis]	M	B:[PLAIN:procurareis]	differ
r08	7	[PLAIN:sacar]	H		agree
r08	8	[PLAIN:Respuesta]	H		agree
r08	9	[PLAIN:Cathegorica]	H		agree
r08	10	[PLAIN:en]	H		agree
r08	11	[PLAIN:la]	H		agree
r08	12	[PLAIN:materia.]	H		agree
r08	13	13	H		agree
r09	1	4	H		agree
r09	2	8	H		agree
r09	3	19	H		agree
r09	4	33	H		agree
r09	5	28	H		agree
r09	6	[MARK:box]	M		agree-flagged
r09	7	25	H		agree
r09	8	18	H		agree
r09	9	32	H		agree
r09	10	22	H		agree
r09	11	10	H		agree
r09	12	14	H		agree
r09	13	2	H		agree
r09	14	32	H		agree
r09	15	8	H		agree
r09	16	23	H		agree
r09	17	6	H		agree
r09	18	3	H		agree
r09	19	10	H		agree
r09	20	5	H		agree
r09	21	10	H		agree
r09	22	4	H		agree
r09	23	8	H		agree
r10	1	18	H		agree
r10	2	32	H		agree
r10	3	2	H		agree
r10	4	6	H		agree
r10	5	31	H		agree
r10	6	32	H		agree
r10	7	20	H		agree
r10	8	25	H		agree
r10	9	30	H		agree
r10	10	19	H		agree
r10	11	16	H		agree
r10	12	18	H		agree
r10	13	2	H		agree
r10	14	8	H		agree
r10	15	28	H		agree
r10	16	34	H		agree
r10	17	13	H		agree
r10	18	6	H		agree
r10	19	19	H		agree
r11	1	3	H		agree
r11	2	10	H		agree
r11	3	30	H		agree
r11	4	2	H		agree
r11	5	6	H		agree
r11	6	[PLAIN:Con]	H		agree
r11	7	[PLAIN:fundamento]	H		agree
r11	8	[PLAIN:lo]	H		agree
r11	9	[PLAIN:que]	H		agree
r11	10	[PLAIN:nos]	H		agree
r11	11	[PLAIN:podemos]	H		agree
r11	12	[PLAIN:prometer]	H		agree
r11	13	[PLAIN:y]	H		agree
r11	14	[PLAIN:Caso]	H		agree
r11	15	[PLAIN:de]	H		agree
r11	16	[PLAIN:no]	H		agree
r11	17	[PLAIN:estar]	H		agree
r12	1	[PLAIN:en]	H		agree
r12	2	[PLAIN:estado]	H		agree
r12	3	[PLAIN:y]	H		agree
r12	4	[PLAIN:que]	H		agree
r12	5	[PLAIN:es]	H		agree
r12	6	[PLAIN:necesario]	M	B:[PLAIN:necessario]	differ
r12	7	[PLAIN:esperar]	H		agree
r12	8	[PLAIN:algun]	H		agree
r12	9	[PLAIN:tiempo]	H		agree
r12	10	[PLAIN:para]	H		agree
r12	11	[PLAIN:poder]	H		agree
r12	12	[PLAIN:dezir]	H		agree
r12	13	[PLAIN:determinada]	H		agree
r13	1	[PLAIN:mente]	H		agree
r13	2	[PLAIN:el]	H		agree
r13	3	[PLAIN:que]	H		agree
r13	4	[PLAIN:tiene]	H		agree
r13	5	[PLAIN:esta]	H		agree
r13	6	[PLAIN:negociacion]	H		agree
r13	7	[PLAIN:y]	H		agree
r13	8	[PLAIN:lo]	H		agree
r13	9	[PLAIN:que]	H		agree
r13	10	[PLAIN:se]	H		agree
r13	11	[PLAIN:puede]	H		agree
r13	12	[PLAIN:confiar]	H		agree
r13	13	[PLAIN:della.]	H		agree
r13	14	3	H		agree
r13	15	17	H		agree
