line	pos	sign	conf	value	grade
r04	1	34	H	a	S
r04	2	28	H	l	S
r04	3	10	H	a	S
r04	4	32	H	n	S
r04	5	16	H	d	S
r04	6	29	H	o	S
r04	7	6	H	s	S
r04	8	19	H	e	S
r04	9	18	H	e	S
r04	10	6	H	s	S
r04	11	7	H	t	S
r04	12	34	H	a	S
r04	13	6	H	s	S
r04	14	34	H	a	S
r04	15	5	H	r	S
r04	16	30	H	m	S
r04	17	17	M	a	M
r04	18	6	H	s	S
r04	19	19	H	e	S
r04	20	32	H	n	S
r04	21	14	H	c	S
r04	22	34	H	a	S
r04	23	30	H	m	S
r05	1	3	H	p	S
r05	2	17	H	a	S
r05	3	22	H	g	S
r05	4	32	H	n	S
r05	5	10	H	a	S
r06	1	16	H	d	S
r06	2	18	H	e	S
r06	3	28	H	l	S
r06	4	17	H	a	S
r06	5	16	H	d	S
r06	6	8	H	u	S
r06	7	9	H	q	M
r06	8	27	H	u	S
r06	9	18	H	e	S
r06	10	6	H	s	S
r06	11	34	H	a	S
r06	12	16	H	d	S
r06	13	18	H	e	S
r06	14	19	H	c	M
r06	15	24	H	h	S
r06	16	18	H	e	S
r06	17	8	H	u	S
r06	18	5	H	r	S
r06	19	19	H	e	S
r06	20	27	H	u	S
r06	21	6	H	s	S
r06	22	19	H	e	S
r07	1	13	H	y	S
r07	2	16	H	d	S
r07	3	19	H	e	S
r07	4	28	H	l	S
r07	5	[MARK:box]	M	_	M
r08	13	13	H	y	S
r09	1	4	H	q	S
r09	2	8	H	u	S
r09	3	19	H	e	S
r09	4	33	H	e	S
r09	5	28	H	l	S
r09	6	[MARK:box]	M	_	M
r09	7	25	H	u	M
r09	8	18	H	e	S
r09	9	32	H	n	S
r09	10	22	H	g	S
r09	11	10	H	a	S
r09	12	14	H	c	S
r09	13	2	H	o	S
r09	14	32	H	n	S
r09	15	8	H	u	S
r09	16	23	H	o	S
r09	17	6	H	s	S
r09	18	3	H	p	S
r09	19	10	H	a	S
r09	20	5	H	r	S
r09	21	10	H	a	S
r09	22	4	H	q	S
r09	23	8	H	u	S
r10	1	18	H	e	S
r10	2	32	H	n	S
r10	3	2	H	o	S
r10	4	6	H	s	S
r10	5	31	H	i	S
r10	6	32	H	n	S
r10	7	20	H	f	S
r10	8	25	H	u	M
r10	9	30	H	m	S
r10	10	19	H	e	S
r10	11	16	H	d	S
r10	12	18	H	e	S
r10	13	2	H	o	S
r10	14	8	H	u	S
r10	15	28	H	l	S
r10	16	34	H	a	S
r10	17	13	H	y	S
r10	18	6	H	s	S
r10	19	19	H	e	S
r11	1	3	H	p	S
r11	2	10	H	a	S
r11	3	30	H	m	S
r11	4	2	H	o	S
r11	5	6	H	s	S
r13	14	3	H	p	S
r13	15	17	H	a	S
r13	16	6	H	s	S
r14	1	10	H	a	S
r14	2	5	H	r	S
r14	3	19	H	e	S
r14	4	21	H	i	S
r14	5	6	H	s	S
r14	6	34	H	a	S
r14	7	19	H	e	S
r14	8	28	H	l	S
r14	9	33	H	e	S
r14	10	27	H	u	S
r14	11	19	H	e	S
r14	12	6	H	s	S
r14	13	10	H	a	S
r14	14	8	H	u	S
r14	15	18	H	e	S
r14	16	5	H	r	S
r14	17	2	H	o	S
r14	18	6	H	s	S
r14	19	14	H	c	S
r14	20	2	H	o	S
r14	21	32	H	n	S
r14	22	19	H	e	S
r15	1	28	H	l	S
r15	2	18	H	e	S
r15	3	28	H	l	S
r15	4	19	H	e	S
r15	5	14	H	c	S
r15	6	7	H	t	S
r15	7	23	H	o	S
r15	8	5	H	r	S
r15	9	16	H	d	S
r15	10	18	H	e	S
r15	11	12	H	b	S
r15	12	5	H	r	S
r15	13	17	H	a	S
r15	14	32	H	n	S
r15	15	16	H	d	S
r15	16	18	H	e	S
r15	17	32	H	n	S
r15	18	12	H	b	S
r15	19	27	H	u	S
r15	20	5	H	r	S
r16	1	22	H	g	S
r16	2	13	H	y	S
r16	3	19	H	e	S
r16	4	2	H	o	S
r16	5	32	H	n	S
r16	6	19	H	e	S
r16	7	2	H	o	S
r16	8	3	H	p	S
r16	9	25	H	u	M
r16	10	5	H	r	S
r16	11	10	H	a	S
r16	12	16	H	d	S
r16	13	28	H	l	S
r16	14	2	H	o	S
r16	15	32	H	n	S
r16	16	12	H	b	S
r16	17	8	H	u	S
r16	18	5	H	r	S
r16	19	22	H	g	S
r16	20	6	H	s	S
r16	21	72	H	z	M
r17	1	5	H	r	S
r17	2	20	H	f	S
r17	3	6	H	s	S
r17	4	25	H	u	M
r17	5	19	H	c	M
r17	6	30	H	m	S
r17	7	10	H	a	S
r17	8	5	H	r	S
r17	9	18	H	e	S
r17	10	52	H	y	M
r17	11	30	H	m	S
r17	12	10	H	a	S
r17	13	13	H	y	S
r17	14	23	H	o	S
r17	15	5	H	r	S
r17	16	3	H	p	S
r17	17	17	H	a	S
r17	18	5	H	r	S
r17	19	10	H	a	S
r17	20	48	H	d	M
r17	21	31	H	i	S
r18	1	18	H	e	S
r18	2	32	H	n	S
r18	3	6	H	s	S
r18	4	18	H	e	S
r18	5	26	H	i	S
r18	6	19	H	e	S
r18	7	30	H	m	S
r18	8	12	H	b	S
r18	9	31	H	i	S
r18	10	10	H	a	S
r18	11	32	H	n	S
r18	12	14	H	c	S
r18	13	10	H	a	S
r18	14	5	H	r	S
r18	15	7	H	t	S
r18	16	17	H	a	S
r18	17	6	H	s	S
r18	18	16	H	d	S
r18	19	18	H	e	S
r18	20	14	H	c	S
r18	21	5	H	r	S
r19	1	18	H	e	S
r19	2	19	H	e	S
r19	3	32	H	n	S
r19	4	14	H	c	S
r19	5	31	H	i	S
r19	6	34	H	a	S
r19	7	4	H	q	S
r19	8	8	H	u	S
r19	9	19	H	e	S
r19	10	25	H	u	M
r19	11	10	H	a	S
r19	12	32	H	n	S
r19	13	14	H	c	S
r19	14	2	H	o	S
r19	15	32	H	n	S
r19	16	19	H	e	S
r19	17	6	H	s	S
r19	18	7	H	t	S
r19	19	10	H	a	S
r19	20	13	H	y	S
r20	1	28	H	l	S
r20	2	18	H	e	S
r20	3	6	H	s	S
r20	4	3	H	p	S
r20	5	5	H	r	S
r20	6	2	M	o	M
r20	7	3	M	p	M
r20	8	29	H	o	S
r20	9	32	H	n	S
r20	10	16	H	d	S
r20	11	5	H	r	S
r20	12	18	H	e	S
r20	13	26	H	i	S
r20	14	6	H	s	S
r20	15	48	H	d	M
r20	16	19	H	e	S
r20	17	6	H	s	S
r20	18	26	H	i	S
r20	19	6	H	s	S
r20	20	18	H	e	S
r20	21	3	H	p	S
r21	1	33	H	e	S
r21	2	5	H	r	S
r21	3	30	H	m	S
r21	4	26	H	i	S
r21	5	7	H	t	S
r21	6	21	H	i	S
r21	7	5	H	r	S
r21	8	10	H	a	S
r21	9	6	H	s	S
r21	10	18	H	e	S
r21	11	28	H	l	S
r21	12	18	H	e	S
r21	13	8	H	u	S
r21	14	10	H	a	S
r21	15	32	H	n	S
r21	16	7	H	t	S
r21	17	19	H	e	S
r21	18	32	H	n	S
r21	19	19	H	e	S
r21	20	32	H	n	S
r22	1	10	H	a	S
r22	2	4	M	q	M
r22	3	8	H	u	S
r22	4	18	H	e	S
r22	5	28	H	l	S
r22	6	3	H	p	S
r22	7	10	H	a	S
r22	8	26	H	i	S
r22	9	6	H	s	S
r22	10	7	H	t	S
r22	11	5	H	r	S
r22	12	18	H	e	S
r22	13	6	H	s	S
r22	14	30	H	m	S
r22	15	31	H	i	S
r22	16	28	H	l	S
r22	17	24	H	h	S
r22	18	2	H	o	S
r22	19	30	H	m	S
r22	20	12	H	b	S
r22	21	5	H	r	S
r23	1	18	M	e	M
r23	2	6	M	s	M
r23	3	16	H	d	S
r23	4	18	H	e	S
r23	5	21	H	i	S
r23	6	32	H	n	S
r23	7	20	H	f	S
r23	8	10	H	a	S
r23	9	32	H	n	S
r23	10	7	H	t	S
r23	11	18	H	e	S
r23	12	5	H	r	S
r23	13	31	H	i	S
r23	14	17	H	a	S
r23	15	18	H	e	S
r23	16	32	H	n	S
r23	17	16	H	d	S
r23	18	23	H	o	S
r23	19	6	H	s	S
r23	20	23	H	o	S
r24	1	7	H	t	S
r24	2	5	H	r	S
r24	3	18	H	e	S
r24	4	65	H	s	M
r24	5	18	H	e	S
r24	6	22	H	g	S
r24	7	21	H	i	S
r24	8	30	H	m	S
r24	9	31	H	i	S
r24	10	18	H	e	S
r24	11	32	H	n	S
r24	12	7	H	t	S
r24	13	26	H	i	S
r24	14	13	H	y	S
r24	15	14	H	c	S
r24	16	29	H	o	S
r24	17	32	H	n	S
r24	18	4	H	q	S
r24	19	8	H	u	S
r24	20	18	H	e	S
v01	1	14	H	c	S
v01	2	2	H	o	S
v01	3	32	H	n	S
v01	4	16	H	d	S
v01	5	31	H	i	S
v01	6	[MARK:frac]	M	c	M
v01	7	21	H	i	S
v01	8	2	H	o	S
v01	9	32	H	n	S
v01	10	18	H	e	S
v01	11	6	H	s	S
v01	12	13	H	y	S
v01	13	10	H	a	S
v01	14	28	H	l	S
v01	15	19	H	e	S
v01	16	10	H	a	S
v01	17	30	H	m	S
v01	18	17	H	a	S
v01	19	5	H	r	S
v01	20	18	H	e	S
v02	1	30	H	m	S
v02	2	34	H	a	S
v02	3	13	H	y	S
v02	4	29	H	o	S
v02	5	5	H	r	S
v02	6	6	H	s	S
v02	7	21	H	i	S
v02	8	4	H	q	S
v02	9	8	H	u	S
v02	10	18	H	e	S
v02	11	5	H	r	S
v02	12	5	H	r	S
v02	13	10	H	a	S
v02	14	18	H	e	S
v02	15	32	H	n	S
v02	16	14	H	c	S
v02	17	10	H	a	S
