line	position	sign	confidence	alt	why
BLA179_p6_L01	1	737	M	B:-	gap
BLA179_p6_L01	2	278	M	B:-	gap
BLA179_p6_L01	3	947	M	B:-	gap
BLA179_p6_L01	4	826	M	B:-	gap
BLA179_p6_L01	5	272	M	B:-	gap
BLA179_p6_L01	6	68	M	B:-	gap
BLA179_p6_L02	1	210	M	B:-	gap
BLA179_p6_L02	2	18	M	B:-	gap
BLA179_p6_L02	3	766	M	B:-	gap
BLA179_p6_L02	4	101	M	B:-	gap
BLA179_p6_L02	5	816	M	B:-	gap
BLA179_p6_L02	6	383	M	B:-	gap
BLA179_p6_L02	7	888	M	B:-	gap
BLA179_p6_L02	8	1042	M	B:-	gap
BLA179_p6_L02	9	278	M	B:-	gap
BLA179_p6_L02	10	660	M	B:-	gap
BLA179_p6_L02	11	1007	M	B:-	gap
BLA179_p6_L03	1	1016	M	B:-	gap
BLA179_p6_L03	2	926	M	B:-	gap
BLA179_p6_L03	3	661	M	B:-	gap
BLA179_p6_L03	4	1006	M	B:-	gap
BLA179_p6_L03	5	659	M	B:-	gap
BLA179_p6_L03	6	26	M	B:-	gap
BLA179_p6_L03	7	1099	M	B:-	gap
BLA179_p6_L03	8	1039	M	B:-	gap
BLA179_p6_L03	9	926	M	B:-	gap
BLA179_p6_L03	10	661	M	B:-	gap
BLA179_p6_L03	11	1213	M	B:-	gap
BLA179_p6_L04	1	278	M	B:-	gap
BLA179_p6_L04	2	691	M	B:-	gap
BLA179_p6_L04	3	941	M	B:-	gap
BLA179_p6_L04	4	1013	M	B:-	gap
BLA184_p1_L01	1	1150	M	B:-	gap
BLA184_p1_L01	2	1259	M	B:-	gap
BLA184_p1_L02	1	1240	M	B:-	gap
BLA184_p1_L02	2	1243	M	B:-	gap
BLA184_p1_L03	1	1243	M	B:-	gap
BLA184_p1_L03	2	1240	M	B:-	gap
BLA184_p1_L04	1	1250	M	B:-	gap
BLA185_p5_L01	1	580	M	B:-	gap
BLA185_p5_L01	2	754	M	B:-	gap
BLA185_p5_L01	3	26	M	B:-	gap
BLA185_p5_L01	4	841	M	B:-	gap
BLA185_p5_L01	5	1137	M	B:-	gap
BLA185_p5_L01	6	941	M	B:-	gap
BLA185_p5_L01	7	100	M	B:-	gap
BLA185_p5_L01	8	1041	M	B:-	gap
BLA185_p5_L01	9	275	M	B:-	gap
BLA185_p5_L01	10	737	M	B:-	gap
BLA185_p5_L02	1	647	M	B:-	gap
BLA185_p5_L02	2	756	M	B:-	gap
BLA185_p5_L02	3	937	M	B:-	gap
BLA185_p5_L02	4	661	M	B:-	gap
BLA185_p5_L02	5	1129	M	B:-	gap
BLA185_p5_L02	6	271	M	B:-	gap
BLA185_p5_L02	7	67	M	B:-	gap
BLA185_p5_L02	8	136	M	B:-	gap
BLA185_p5_L02	9	282	M	B:-	gap
BLA185_p5_L02	10	111	M	B:-	gap
BLA185_p5_L03	1	1013	M	B:-	gap
BLA185_p5_L03	2	756	M	B:-	gap
BLA185_p5_L03	3	1022	M	B:-	gap
BLA185_p5_L03	4	595	M	B:-	gap
BLA185_p5_L03	5	824	M	B:-	gap
BLA185_p5_L03	6	857	M	B:-	gap
BLA185_p5_L03	7	835	M	B:-	gap
BLA185_p5_L03	8	666	M	B:-	gap
BLA185_p5_L03	9	576	M	B:-	gap
BLA185_p5_L04	1	106	M	B:-	gap
BLA185_p5_L04	2	278	M	B:-	gap
BLA185_p5_L04	3	737	M	B:-	gap
BLA185_p5_L04	4	822	M	B:-	gap
BLA185_p5_L04	5	1109	M	B:-	gap
BLA185_p5_L04	6	506	M	B:-	gap
BLA185_p5_L04	7	758	M	B:-	gap
BLA185_p5_L05	1	743	M	B:-	gap
BLA185_p5_L05	2	1024	M	B:-	gap
BLA185_p5_L05	3	54	M	B:-	gap
BLA185_p5_L05	4	835	M	B:-	gap
BLA185_p5_L05	5	702	M	B:-	gap
BLA185_p5_L06	1	1016	M	B:-	gap
BLA185_p5_L06	2	662	M	B:-	gap
BLA185_p5_L06	3	521	M	B:-	gap
BLA185_p5_L06	4	1013	M	B:-	gap
BLA185_p5_L06	5	698	M	B:-	gap
BLA185_p5_L06	6	381	M	B:-	gap
BLA185_p5_L06	7	189	M	B:-	gap
BLA185_p5_L06	8	823	M	B:-	gap
BLA185_p5_L06	9	97	M	B:-	gap
BLA185_p5_L06	10	191	M	B:-	gap
BLA185_p5_L07	1	591	M	B:-	gap
BLA185_p5_L07	2	1185	M	B:-	gap
BLA185_p5_L07	3	271	M	B:-	gap
BLA185_p5_L07	4	433	M	B:-	gap
BLA185_p5_L07	5	941	M	B:-	gap
BLA185_p5_L07	6	278	M	B:-	gap
BLA185_p5_L07	7	998	M	B:-	gap
BLA185_p5_L07	8	473	M	B:-	gap
BLA185_p5_L07	9	278	M	B:-	gap
BLA185_p5_L07	10	219	M	B:-	gap
BLA185_p5_L08	1	30	M	B:-	gap
BLA185_p5_L08	2	1099	M	B:-	gap
BLA185_p5_L08	3	387	M	B:-	gap
BLA185_p5_L08	4	932	M	B:-	gap
BLA185_p5_L08	5	1129	M	B:-	gap
BLA185_p5_L08	6	84	M	B:-	gap
BLA185_p5_L08	7	926	M	B:-	gap
BLA185_p5_L08	8	188	M	B:-	gap
BLA185_p5_L08	9	18	M	B:-	gap
BLA185_p5_L08	10	1017	M	B:-	gap
BLA185_p5_L09	1	942	M	B:-	gap
BLA185_p5_L09	2	461	M	B:-	gap
BLA185_p5_L09	3	796	M	B:-	gap
BLA185_p5_L09	4	958	M	B:-	gap
BLA185_p5_L09	5	942	M	B:-	gap
BLA185_p5_L09	6	1033	M	B:-	gap
BLA185_p5_L09	7	163	M	B:-	gap
BLA185_p5_L09	8	930	M	B:-	gap
BLA185_p5_L09	9	40	M	B:-	gap
BLA185_p5_L10	1	754	M	B:-	gap
BLA185_p5_L10	2	1099	M	B:-	gap
BLA185_p5_L10	3	823	M	B:-	gap
