line	position	sign	confidence	alt	why
f60v_L03	1	unk1	M	B:-	gap
f60v_L03	2	unk2	M	B:-	gap
f60v_L03	3	plus	M		agree-flagged
f60v_L03	4	hash	M	B:tbar	differ
f60v_L03	5	Qtail	M		agree-flagged
f60v_L03	6	hash	M		agree-flagged
f60v_L03	7	pipe	M		agree-flagged
f60v_L03	8	unk2	M	B:-	gap
f60v_L04	1	circleO	M		agree-flagged
f60v_L04	2	wmark	M		agree-flagged
f60v_L04	3	tbar	M		agree-flagged
f60v_L04	4	unk4	M	B:tri	differ
f60v_L04	5	Qtail	M		agree-flagged
f60v_L04	6	hookC	M	B:starX	differ
f60v_L04	7	pipe	H		agree
f60v_L04	8	hookC	M	B:unk1	differ
f60v_L04	9	tbar	M		agree-flagged
f60v_L04	10	loop6	M	A:-	gap
f60v_L04	11	Qtail	M	B:circleO	differ
f60v_L04	12	Qtail	M	B:circleO	differ
f60v_L04	13	hash	M		agree-flagged
f60v_L04	14	tri	M		agree-flagged
f60v_L04	15	Qtail	M	B:circleO	differ
f60v_L04	16	hookC	M		agree-flagged
f60v_L04	17	tbar	M		agree-flagged
f60v_L04	18	hash	M		agree-flagged
f60v_L04	19	2	H		agree
f60v_L04	20	hookC	M	B:unk2	differ
f60v_L04	21	hookC	M		agree-flagged
f60v_L04	22	tbar	M		agree-flagged
f60v_L04	23	1	M	A:-	gap
f60v_L04	24	hash	M	A:-	gap
f60v_L04	25	dotmark	M	A:-	gap
f60v_L04	26	hookC	M	A:-	gap
f60v_L04	27	hash	M		agree-flagged
f60v_L05	1	hookC	M	A:-	gap
f60v_L05	2	20	M	A:-	gap
f60v_L05	3	13	M	A:-	gap
f60v_L05	4	tbar	M	A:-	gap
f60v_L05	5	unk1	M	A:-	gap
f60v_L05	6	loop6	M	A:-	gap
f60v_L05	7	loop6	M	A:-	gap
f60v_L05	8	hash	M	A:-	gap
f60v_L05	9	7	M	A:-	gap
f60v_L05	10	tri	M	A:-	gap
f60v_L05	11	20	M		agree-flagged
f60v_L05	12	13	H		agree
f60v_L05	13	wmark	M	B:tbar	differ
f60v_L05	14	unk3	M	B:unk1	differ
