path	label	split
ciphers/fr2980-gramont/images/f30_item22.jpg	cipher	train
ciphers/fr2980-gramont/images/f29_item21.jpg	cipher	train
ciphers/fr20140-danzay-1557/images/native_f70.jpg	cipher	holdout
ciphers/fr20140-danzay-1557/images/f69_cipher.jpg	cipher	train
ciphers/fr20140-danzay-1557/images/f71_cipher.jpg	cipher	train
ciphers/fr2933-salviati-1525/images/f54v_ref1600.jpg	cipher	holdout
ciphers/fr2933-salviati-1525/images/f55r_ref1600.jpg	cipher	train
ciphers/fr2933-salviati-1525/images/f55v_ref1600.jpg	cipher	train
ciphers/fr2933-salviati-1525/images/f56r_ref1600.jpg	cipher	holdout
ciphers/fr2933-salviati-1525/images/f56v_ref1600.jpg	cipher	train
ciphers/fr2933-salviati-1525/images/f57r_ref1600.jpg	cipher	train
ciphers/fr2933-salviati-1525/images/f57v_ref1600.jpg	cipher	holdout
ciphers/fr3151-seure-1558/images/src_ark_12148_btv1b9059865k_f75_100_100_3800_5450.jpg	cipher	train
ciphers/lodewijk-van-nassau-1573-74/images/04610_p1.png	cipher	train
ciphers/lodewijk-van-nassau-1573-74/images/04610_p2.png	cipher	holdout
ciphers/lodewijk-van-nassau-1573-74/images/04611_p1.png	cipher	train
ciphers/lodewijk-van-nassau-1573-74/images/04611_p2.png	cipher	train
ciphers/lodewijk-van-nassau-1573-74/images/04612_p1.png	cipher	holdout
ciphers/lodewijk-van-nassau-1573-74/images/04612_p2.png	cipher	train
ciphers/lodewijk-van-nassau-1573-74/images/04613_p1.png	cipher	train
ciphers/lodewijk-van-nassau-1573-74/images/04615_p1.png	cipher	holdout
ciphers/lodewijk-van-nassau-1573-74/images/04616_p1.png	cipher	train
ciphers/lodewijk-van-nassau-1573-74/images/04616_p2.png	cipher	train
ciphers/august-van-saksen-1561-64/images/00053_p2.png	cipher	holdout
ciphers/huntington-blathwayt-madrid-1728/images/BLA191_p5.jpg	cipher	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA188_p3.jpg	cipher	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA188_p4.jpg	cipher	holdout
ciphers/huntington-blathwayt-madrid-1728/images/BLA187_p3.jpg	cipher	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA190_p7.jpg	cipher	train
ciphers/eckert-1864/images/mssEC19_p8941.jpg	cipher	holdout
ciphers/eckert-1864/images/mssEC25_p5621.jpg	cipher	train
ciphers/eckert-1862/images/mssEC15_p4964.jpg	cipher	train
ciphers/eckert-1862/images/mssEC15_p4970.jpg	cipher	holdout
ciphers/eckert-1862/images/mssEC15_p4971.jpg	cipher	train
ciphers/eckert-1862/images/mssEC15_p4974.jpg	cipher	train
ciphers/eckert-1862/images/mssEC15_p4976.jpg	cipher	holdout
ciphers/fr5160-letellier-1653/images/native/f173.jpg	cipher	train
ciphers/fr5160-letellier-1653/images/native/f8.jpg	cipher	train
ciphers/fr5160-letellier-1653/images/native/f9.jpg	cipher	holdout
ciphers/dupuy452-carpi-1520/images/btv1b10036146c_canvas23_folio20_carpi_cipher.jpg	cipher	train
ciphers/dupuy452-carpi-1520/images/img/btv1b10036146c_f24_folio20r_full.jpg	cipher	train
ciphers/dupuy452-carpi-1520/images/btv1b10036146c_canvas16_folio16_carpi_plain.jpg	plain	train
ciphers/dupuy452-carpi-1520/images/btv1b10036146c_canvas21_folio19_adrianvi_plain.jpg	plain	train
ciphers/fr5160-letellier-1653/images/native/f168.jpg	plain	holdout
ciphers/fr5160-letellier-1653/images/native/f169.jpg	plain	train
ciphers/fr5160-letellier-1653/images/native/f170.jpg	plain	train
ciphers/fr5160-letellier-1653/images/f20.jpg	plain	holdout
ciphers/fr5160-letellier-1653/images/f100.jpg	plain	train
ciphers/fr5160-letellier-1653/images/f150.jpg	plain	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA184_p2.jpg	plain	holdout
ciphers/huntington-blathwayt-madrid-1728/images/BLA184_p3.jpg	plain	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA184_p4.jpg	plain	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA186_p2.jpg	plain	holdout
ciphers/huntington-blathwayt-madrid-1728/images/BLA186_p4.jpg	plain	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA191_p1.jpg	plain	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA191_p2.jpg	plain	holdout
ciphers/huntington-blathwayt-madrid-1728/images/BLA191_p3.jpg	plain	train
ciphers/huntington-blathwayt-madrid-1728/images/BLA191_p4.jpg	plain	train
ciphers/lodewijk-van-nassau-1573-74/images/04613_p2.png	plain	holdout
ciphers/lodewijk-van-nassau-1573-74/images/04613_p3.png	plain	train
ciphers/lodewijk-van-nassau-1573-74/images/04615_p2.png	plain	train
ciphers/lodewijk-van-nassau-1573-74/images/04615_p3.png	plain	holdout
ciphers/lodewijk-van-nassau-1573-74/images/04610_p3.png	plain	train
ciphers/lodewijk-van-nassau-1573-74/images/04610_p4.png	plain	train
ciphers/lodewijk-van-nassau-1573-74/images/04611_p3.png	plain	holdout
ciphers/lodewijk-van-nassau-1573-74/images/04611_p4.png	plain	train
ciphers/lodewijk-van-nassau-1573-74/images/04612_p3.png	plain	train
ciphers/august-van-saksen-1561-64/images/00126_p2.png	plain	holdout
ciphers/august-van-saksen-1561-64/images/00098_p1.png	plain	train
ciphers/august-van-saksen-1561-64/images/00074_p1.png	plain	train
ciphers/august-van-saksen-1561-64/images/00057_p1.png	plain	holdout
ciphers/fr2980-gramont/images/fr3019_check/f86_1600.jpg	plain	train
ciphers/fr20140-danzay-1557/images/preview_f69.jpg	plain	train
ciphers/fr20140-danzay-1557/images/preview_f72.jpg	plain	holdout
ciphers/fr2980-gramont/images/print_check/camusat_sample_f150.jpg	plain	train
ciphers/fr2980-gramont/images/print_check/camusat_f155.jpg	plain	train
ciphers/fr2980-gramont/images/print_check/camusat_f5.jpg	plain	holdout
ciphers/fr2980-gramont/images/print_check/camusat_f8.jpg	plain	train
ciphers/fr2980-gramont/images/print_check/camusat_f153.jpg	plain	train
ciphers/fr20140-danzay-1557/images/print_check/delavaud_p80.jpg	plain	holdout
ciphers/fr20140-danzay-1557/images/print_check/delavaud_p27.jpg	plain	train
ciphers/fr20140-danzay-1557/images/print_check/delavaud_p51.jpg	plain	train
ciphers/fr20140-danzay-1557/images/print_check/delavaud_p53.jpg	plain	holdout
ciphers/fr20140-danzay-1557/images/print_check/delavaud_p74.jpg	plain	train
