line	position	sign	confidence	alt	why
05799_p1_L04	1	=y	H		agree
05799_p1_L04	2	=a	H		agree
05799_p1_L04	3	=apparence	H		agree
05799_p1_L04	4	41	H		agree
05799_p1_L04	5	22	H		agree
05799_p1_L04	6	98	H		agree
05799_p1_L04	7	125	H		agree
05799_p1_L04	8	116	H		agree
05799_p1_L04	9	21	H		agree
05799_p1_L04	10	107	H		agree
05799_p1_L04	11	25	M	B:28	differ
05799_p1_L04	12	60	M		agree-flagged
05799_p1_L04	13	130	H		agree
05799_p1_L04	14	140	M		agree-flagged
05799_p1_L04	15	137	M		agree-flagged
05799_p1_L04	16	117	H		agree
05799_p1_L04	17	98	H		agree
05799_p1_L04	18	49	H		agree
05799_p1_L04	19	52	H		agree
05799_p1_L04	20	77	H		agree
05799_p1_L04	21	69	M		agree-flagged
05799_p1_L04	22	28	H		agree
05799_p1_L04	23	99	H		agree
05799_p1_L04	24	69	M		agree-flagged
05799_p1_L04	25	99	H		agree
05799_p1_L04	26	59	M	B:5?9	differ
05799_p1_L05	1	127	H		agree
05799_p1_L05	2	35	H		agree
05799_p1_L05	3	100	H		agree
05799_p1_L05	4	132	H		agree
05799_p1_L05	5	48	H		agree
05799_p1_L05	6	54	M	B:59	differ
05799_p1_L05	7	67	H		agree
05799_p1_L05	8	37	H		agree
05799_p1_L05	9	119	H		agree
05799_p1_L05	10	129	H		agree
05799_p1_L05	11	95	H		agree
05799_p1_L05	12	117	H		agree
05799_p1_L05	13	78	H		agree
05799_p1_L05	14	39	H		agree
05799_p1_L05	15	99	H		agree
05799_p1_L05	16	135	H		agree
05799_p1_L05	17	52	H		agree
05799_p1_L05	18	22	H		agree
05799_p1_L05	19	125	H		agree
05799_p1_L05	20	56	M		agree-flagged
05799_p1_L05	21	52	H		agree
05799_p1_L05	22	58	H		agree
05799_p1_L05	23	132	H		agree
05799_p1_L05	24	126	H		agree
05799_p1_L05	25	=D'aultant	M	B:=D'autant	differ
05799_p1_L05	26	=q'	M	B:=que	differ
05799_p1_L06	1	=j'entens	H		agree
05799_p1_L06	2	=q'	M	B:=que	differ
05799_p1_L06	3	139	M		agree-flagged
05799_p1_L06	4	66	H		agree
05799_p1_L06	5	96	H		agree
05799_p1_L06	6	61	H		agree
05799_p1_L06	7	97	H		agree
05799_p1_L06	8	98	H		agree
05799_p1_L06	9	39	H		agree
05799_p1_L06	10	100	H		agree
05799_p1_L06	11	23	M		agree-flagged
05799_p1_L06	12	38	H		agree
05799_p1_L06	13	123	H		agree
05799_p1_L06	14	128	H		agree
05799_p1_L06	15	117	H		agree
05799_p1_L06	16	22	H		agree
05799_p1_L06	17	37	H		agree
05799_p1_L06	18	52	H		agree
05799_p1_L06	19	77	H		agree
05799_p1_L06	20	27	H		agree
05799_p1_L06	21	135	H		agree
05799_p1_L06	22	126	H		agree
05799_p1_L06	23	97	H		agree
05799_p1_L06	24	32	H		agree
05799_p1_L07	1	107	H		agree
05799_p1_L07	2	37	H		agree
05799_p1_L07	3	77	H		agree
05799_p1_L07	4	26	H		agree
05799_p1_L07	5	118	H		agree
05799_p1_L07	6	24	H		agree
05799_p1_L07	7	125	H		agree
05799_p1_L07	8	105	M	B:108	differ
05799_p1_L07	9	53	H		agree
05799_p1_L07	10	57	H		agree
