line	col	A	B	flagged	crop
04614_p1_L01_a	1	-	w:Pour		
04614_p1_L01_a	2	-	w:luy		
04614_p1_L01_a	3	-	w:dire		
04614_p1_L01_a	4	w:Monsieur	w:que	A	
04614_p1_L01_a	5	w:Vous	w:vous		
04614_p1_L01_a	8	w:croire	w:trop		
04614_p1_L01_a	15	w:compagnie	w:compaignie	A	
04614_p1_L01_b	6	w:particularites	w:particularitez	A	
04614_p1_L01_c	2	98	96	B	
04614_p1_L01_c	4	1	6	AB	
04614_p1_L01_c	8	w:et	w:ce	AB	
04614_p1_L01_c	11	w:qui	w:que		
04614_p1_L01_c	15	w:certaines	w:certains	B	
04614_p1_L01_c	17	w:prouffit	w:bruit	AB	
04614_p1_L01_d	1	w:que	w:qui		
04614_p1_L01_d	3	w:faisoit	w:disoit	A	
04614_p1_L01_d	6	8	84	B	
04614_p1_L01_d	9	118	116	A	
04614_p1_L01_d	16	192	102	AB	
04614_p1_L01_d	18	91	81		
04614_p1_L03_a	6	w:le	w:ce	B	
04614_p1_L03_a	17	w:supplioit	w:soubzploit	AB	
04614_p1_L03_b	1	w:De	w:Le	AB	
04614_p1_L03_b	2	w:poinct	w:point	AB	
04614_p1_L04_a	1	90	-		
04614_p1_L04_a	2	87	-		
04614_p1_L04_a	3	61	-		
04614_p1_L04_a	4	21	57	B	
04614_p1_L04_a	6	-	138		
04614_p1_L04_a	7	29	64		
04614_p1_L04_a	8	126	2		
04614_p1_L04_a	9	132	32	A	
04614_p1_L04_a	10	75	65		
04614_p1_L04_a	11	82	92		
04614_p1_L04_a	12	20	85		
04614_p1_L04_a	13	36	76	B	
04614_p1_L04_a	15	114	-		
04614_p1_L04_a	16	37	-		
04614_p1_L04_a	17	102	-		
04614_p1_L04_a	18	62	-		
04614_p1_L04_a	19	39	-		
04614_p1_L04_a	20	8	40		
04614_p1_L04_a	21	2	6		
04614_p1_L04_a	22	27	36		
04614_p1_L04_a	23	65	26		
04614_p1_L04_a	24	77	64	A	
04614_p1_L04_b	1	-	90		
04614_p1_L04_b	2	-	87		
04614_p1_L04_b	3	-	61	B	
04614_p1_L04_b	4	72	21		
04614_p1_L04_b	5	6	82		
04614_p1_L04_b	6	24	29		
04614_p1_L04_b	7	79	126		
04614_p1_L04_b	8	85	132	B	
04614_p1_L04_b	9	31	75		
04614_p1_L04_b	10	10	82		
04614_p1_L04_b	11	40	20		
04614_p1_L04_b	12	32	36		
04614_p1_L04_b	14	87	-		
04614_p1_L04_b	15	6	114		
04614_p1_L04_b	16	103	37		
04614_p1_L04_b	17	28	102		
04614_p1_L04_b	20	84	-		
04614_p1_L04_b	21	73	8		
04614_p1_L04_b	22	35	2		
04614_p1_L04_b	23	23	27		
04614_p1_L04_b	24	84	65		
04614_p1_L04_b	25	28	77		
04614_p1_L04_c	1	91	72		
04614_p1_L04_c	2	21	6		
04614_p1_L04_c	3	61	24		
04614_p1_L04_c	4	2	79		
04614_p1_L04_c	5	76	85		
04614_p1_L04_c	6	82	31		
04614_p1_L04_c	7	77	10		
04614_p1_L04_c	8	103	40		
04614_p1_L04_c	9	88	32		
04614_p1_L04_c	10	86	81		
04614_p1_L04_c	11	105	87		
04614_p1_L04_c	12	71	6		
04614_p1_L04_c	13	74	103		
04614_p1_L04_c	14	37	28		
04614_p1_L04_c	15	113	62		
04614_p1_L04_c	16	33	39		
04614_p1_L04_c	17	81	84		
04614_p1_L04_c	18	74	73	B	
04614_p1_L04_c	19	6	35		
04614_p1_L04_c	20	118	23		
04614_p1_L04_c	21	120	84		
04614_p1_L04_c	22	85	28		
04614_p1_L04_d	1	-	91	B	
04614_p1_L04_d	2	-	21		
04614_p1_L04_d	3	-	61	B	
04614_p1_L04_d	4	-	2		
04614_p1_L04_d	5	-	76	B	
04614_p1_L04_d	6	-	82		
04614_p1_L04_d	7	-	77		
04614_p1_L04_d	8	-	103		
04614_p1_L04_d	9	-	88		
04614_p1_L04_d	10	-	86		
04614_p1_L04_d	11	85	105		
04614_p1_L04_d	12	4	71	B	
04614_p1_L04_d	13	65	74		
04614_p1_L04_d	15	-	113		
04614_p1_L04_d	16	-	33		
04614_p1_L04_d	17	-	81		
04614_p1_L04_d	18	-	74		
04614_p1_L04_d	19	8	6		
04614_p1_L04_d	20	2	118		
04614_p1_L04_d	21	37	120		
04614_p1_L04_d	22	87	85		
04614_p1_L05_a	18	90	40		
04614_p1_L05_d	1	77	-		
04614_p1_L05_d	2	85	-		
04614_p1_L05_d	3	107	-	A	
04614_p1_L05_d	4	6	-		
04614_p1_L05_d	5	23	-		
04614_p1_L05_d	6	81	-		
04614_p1_L05_d	7	21	-		
04614_p1_L05_d	8	26	-		
04614_p1_L05_d	9	101	-		
04614_p1_L05_d	10	112	-		
04614_p1_L05_d	11	7	-	A	
04614_p1_L06_a	1	w:cnuoys	w:entendu	AB	
04614_p1_L06_a	8	7	-	A	
04614_p1_L06_b	14	w:de	-	A	
04614_p1_L06_b	15	w:facon	-	A	
04614_p1_L06_b	16	w:que	-		
04614_p1_L06_b	17	w:je	-		
04614_p1_L06_b	18	w:pere	-	A	
04614_p1_L06_b	19	w:que	-		
04614_p1_L06_c	17	-	w:de		
04614_p1_L06_c	18	-	w:facon		
04614_p1_L06_c	19	118	w:que		
04614_p1_L06_c	20	81	w:je		
04614_p1_L06_c	21	38	w:espere	B	
04614_p1_L06_c	22	24	w:que		
04614_p1_L06_c	23	38	2		
04614_p1_L06_d	12	-	64	B	
04614_p1_L07_d	16	-	24	B	
04614_p1_L08_a	22	-	5		
04614_p1_L08_d	17	-	13	B	
04614_p1_L09_c	6	40	70	B	
04614_p1_L10_a	19	64	61	B	
04614_p1_L10_b	18	w:il	-		
04614_p1_L10_b	19	w:faisoit	w:scavoit	AB	
04614_p1_L10_c	7	w:jen	w:j'en	AB	
04614_p1_L10_c	8	w:trouue	w:trouve	AB	
04614_p1_L10_c	12	w:puis	w:peust	B	
04614_p1_L11_b	3	81	82		
04614_p1_L11_b	7	w:Vous	w:veult	B	
04614_p1_L11_b	8	w:priez	w:que	A	
04614_p1_L11_b	9	w:quon	w:on	A	
04614_p1_L11_b	11	w:feist	w:peult	AB	
04614_p1_L11_b	12	w:tenir	w:tirer	AB	
04614_p1_L04_e	1	-	85		
04614_p1_L04_e	2	-	4		
04614_p1_L04_e	3	-	65		
04614_p1_L04_e	4	-	37		
04614_p1_L04_e	5	-	8		
04614_p1_L04_e	6	-	2		
04614_p1_L04_e	7	-	27		
04614_p1_L04_e	8	-	87		
