line	position	group	confidence
f9r_L01	clear	Monsieur	medium
f9r_L02	clear	Je croy que vous vous souviendrez bien de ce	high
f9r_L03	clear	diverses ordres que vous avez receu	medium
f9r_L03	1	36	high
f9r_L03	clear	bo	low
f9r_L04	1	33	high
f9r_L04	2	ff	medium
f9r_L04	3	39	high
f9r_L04	4	X	high
f9r_L04	5	_21	high
f9r_L04	6	_b	medium
f9r_L04	7	_28	high
f9r_L04	8	n	medium
f9r_L04	9	tt	medium
f9r_L04	10	m	medium
f9r_L04	11	n	low
f9r_L05	1	_12	high
f9r_L05	2	d	medium
f9r_L05	3	g	low
f9r_L05	4	m	medium
f9r_L05	5	_21	high
f9r_L05	6	72	high
f9r_L05	7	I	medium
f9r_L05	8	d	medium
f9r_L05	9	ff	medium
f9r_L05	10	_26	high
f9r_L06	1	I	medium
f9r_L06	2	tt	medium
f9r_L06	3	123	high
f9r_L06	4	11	medium
f9r_L06	5	115	high
f9r_L06	6	36	high
f9r_L06	7	¨34	medium
f9r_L06	clear	Sy contre l'atte	medium
f9r_L07	clear	des gens de bien	medium
f9r_L07	1	61	high
f9r_L07	2	94	high
f9r_L07	3	_18	high
f9r_L07	4	n	low
f9r_L07	5	q	low
f9r_L07	6	62	high
f9r_L07	7	9	medium
f9r_L08	1	X	high
f9r_L08	2	mm	medium
f9r_L08	3	36	high
f9r_L08	4	31	high
f9r_L08	5	_T	medium
f9r_L08	6	_3	medium
f9r_L08	7	n	low
f9r_L08	8	_13	high
f9r_L08	9	X	high
f9r_L08	10	mm	medium
f9r_L09	1	36	high
f9r_L09	2	_53	high
f9r_L09	3	m	medium
f9r_L09	4	_15	high
f9r_L09	5	#121	low
f9r_L09	6	X	high
f9r_L09	7	m=	medium
f9r_L09	8	d	medium
f9r_L09	9	17	high
f9r_L09	10	9	medium
f9r_L10	1	_10	high
f9r_L10	2	tt	medium
f9r_L10	3	_18	high
f9r_L10	4	X	high
f9r_L10	5	mm	medium
f9r_L10	6	36	high
f9r_L10	7	tt	medium
f9r_L10	8	_94	high
f9r_L10	9	tt	medium
f9r_L11	1	_7	high
f9r_L11	2	62	high
f9r_L11	3	_25	high
f9r_L11	4	tt	medium
f9r_L11	5	_16	high
f9r_L11	6	ff	medium
f9r_L11	7	mm	medium
f9r_L11	8	60	high
f9r_L11	9	n	low
f9r_L11	10	_23	high
f9r_L11	11	_12	high
f9r_L12	1	_21	high
f9r_L12	2	9	medium
f9r_L12	3	n	low
f9r_L12	4	60	high
f9r_L12	5	_0	medium
f9r_L12	6	_11	medium
f9r_L12	7	ff	low
f9r_L12	8	31	high
f9r_L12	9	36	high
f9r_L12	10	63	high
f9r_L12	11	_23	high
f9r_L12	12	_12	high
f9r_L13	1	_21	high
