# tools/print_check.py, 24 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
pour le ruiner dans l'esprit de monsieur son fils	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
une action si noire que seroit celle la	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
de sa justice ou de sa hayne	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
de sa justice ou de sa haine	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
accompagner madame sa soeur jusques a parme	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
pourroit prendre resolution de s'y marier	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
l'alliance est si disproportionnee	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
qui luy en a fait naistre la fantaisie	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
qui lui en a fait naitre la fantaisie	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
c'est une chose qu'il faut veiller de prez	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
se gardant pourtant bien de donner a connoistre	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
monsieur d'ambrun se soit tant oublie	ia:lettresducardina09maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina09maza
pour le ruiner dans l'esprit de monsieur son fils	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
une action si noire que seroit celle la	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
de sa justice ou de sa hayne	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
de sa justice ou de sa haine	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
accompagner madame sa soeur jusques a parme	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
pourroit prendre resolution de s'y marier	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
l'alliance est si disproportionnee	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
qui luy en a fait naistre la fantaisie	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
qui lui en a fait naitre la fantaisie	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
c'est une chose qu'il faut veiller de prez	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
se gardant pourtant bien de donner a connoistre	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
monsieur d'ambrun se soit tant oublie	ia:recueildesinstr00diplgoog	no hits	downloaded djvu text; 	https://archive.org/details/recueildesinstr00diplgoog
pour le ruiner dans l'esprit de monsieur son fils	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
une action si noire que seroit celle la	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
de sa justice ou de sa hayne	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
de sa justice ou de sa haine	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
accompagner madame sa soeur jusques a parme	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
pourroit prendre resolution de s'y marier	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
l'alliance est si disproportionnee	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
qui luy en a fait naistre la fantaisie	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
qui lui en a fait naitre la fantaisie	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
c'est une chose qu'il faut veiller de prez	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
se gardant pourtant bien de donner a connoistre	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
monsieur d'ambrun se soit tant oublie	ia:memoiresdelouish02brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish02brie
pour le ruiner dans l'esprit de monsieur son fils	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
une action si noire que seroit celle la	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
de sa justice ou de sa hayne	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
de sa justice ou de sa haine	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
accompagner madame sa soeur jusques a parme	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
pourroit prendre resolution de s'y marier	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
l'alliance est si disproportionnee	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
qui luy en a fait naistre la fantaisie	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
qui lui en a fait naitre la fantaisie	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
c'est une chose qu'il faut veiller de prez	ia:memoiresdelouish03brie	no hits	downloaded djvu text; 	https://archive.org/details/memoiresdelouish03brie
