L01	? * * * * * 47 570 230 1254 1 * * *
L02	58 620 1307 451 576 17 680 38 36 1658
L03	460 365 * * * * 17 561 470 1360
L04	170 83 570 74 85 14 740 * * * *
L05	* * * * * * 67 780 1364
L06	* * 1170 1841 1 1161 674 701 3 61 1580 18
L07	170 1767 1870 5 * * * * * * *
L08	160 240 876 1351 1107 1764 * * * * *
L09	* * 1472 21 76 11 180 38 1641 15 1354 17
L10	170 658 49 967 1861 16 576 1564 12 1310
L11	1461 74? 11 187 641 176 437 83 1451 1170 1807
L12	110 416 38 16 1208 141 * * * * * *
L13	* * * * * * * * * * * * *
L14	130 164 180 1767 162 38 161 15 580 1716 10?
L15	27 614 641 110 1345 170 687 860 310 ?
