L01	54 1631 12 78 350 1470 764 18 1801 *
L02	* * * * * * * * * * * * * * *
L03	* * * * 78 1364 1751 101 421 * * * * *
L04	17 86 316 582 1017 18 * * * * * * 1248 1?
L05	1176 1164 1801 1747 672 564 481 1267 1?
L06	* 45 147 1158 * * * * * * * * * * *
L07	* * 48 1240 547 864 1762 11 1264 15?
L08	45 38 18 1741 180 150 1161 1240 143?
L09	1776 1830 3 1451 28 1540 1537 17 18?
L10	* * * * * * * * 13 230 481 * * * * *
L11	1110 1267 84 19 41 364 17 * 1480 1762 1?
L12	1 1471 1480 22 561 17 1708 11 380 460 1?
L13	17 1640 19 47 76 230 1540 * * * * *
L14	1161 14 74 1461 1870 12 57 1899 3 47 17?
L15	2 471 29 390 1164 87 576 176 18 1480
L16	?
