L01
L02	*
L03	*
L04	The 453 240 760 1480 * 35 681 1752 1843 1314
L05	* * * * * 384 18 681 1340 1628 1267 1180
L06	* * * * * * 388 1320 1254 64 1780
L07	38 48 56 * 200 38 * 1141 1848 1541 1638
L08	27 121 356 454 17 1640 1276 14 1760 1267
L09	43 * * * * * * * * * * * * * * * * * 31?
L10	* * * * * * * * * * 48 1360 18 1141
L11	436 489 17 946 496 18 36 1900 17 1 28 14
L12	* * * * * * * * * * * * * * * *
L13	* * * * * * * * * * * * * * * * * * * *
L14	176 564 387 840 671 41 431 18 640 1780
L15	73 65 381 246 384 14 1 38 1120 1350 14
L16	48 370 751 18 1540 1320 12 1 1170 1842
L17	* * * * * * * * 41 1250 17 * * * 1210
