line	col	A	B	flagged	crop
p1_L01	2	=Je	=je	A	
p1_L01	3	=seray	=croy	A	
p1_L01	6	-	=escript		
p1_L01	8	=xxij	22		
p1_L01	13	=a	=ce	A	
p1_L01	15	=mandez	=mande	A	
p1_L01	20	-	=Bruxelles		
p1_L01	21	=Angleterre	=Suy	AB	
p1_L02	1	=avec	-	A	
p1_L02	2	=ce	=Puis	A	
p1_L02	3	=que	=a	A	
p1_L02	4	=soy	=foy	A	
p1_L02	5	=dictes	=Dieu	A	
p1_L02	6	=le	=se	A	
p1_L02	8	-	=tant		
p1_L02	9	-	=que		
p1_L02	10	-	=Dieu		
p1_L02	11	=tres	=vous	A	
p1_L02	12	=humblement	=face	A	
p1_L02	13	=de	=bonne	A	
p1_L02	14	=Coua	=poursuite	A	
p1_L02	15	=boursois	=continuee	A	
p1_L02	16	=autrement	=fistes	A	
p1_L02	17	=filz	=de	A	
p1_L02	18	=sieur	=S	AB	
p1_L02	19	=Bourdictions	=benedictions	A	
p1_L02	21	=Quant	=quant		
p1_L03	5	-	=qui	B	
p1_L03	6	=que	=c'est	AB	
p1_L03	7	=scay	=passé	AB	
p1_L03	9	=xxij	27	B	
p1_L03	17	68	62		
p1_L04	19	41	47		
p1_L05	4	=si	=Ce	AB	
p1_L05	5	=fort	=sort	AB	
p1_L05	7	=disposicion	=disposition	AB	
p1_L05	24	21	27	A	
p1_L06	1	83	85		
p1_L06	6	81	84		
p1_L06	8	128	138		
p1_L06	12	118	113		
p1_L07	1	-	26		
p1_L07	5	45	48		
p1_L07	6	53	33		
p1_L07	7	47	77		
p1_L07	15	38	78		
p1_L07	20	102	-		
p1_L07	21	22	37		
p1_L07	22	28	26		
p1_L07	23	140	12		
p1_L08	1	-	33		
p1_L08	2	75	40		
p1_L08	3	51	28		
p1_L08	4	12	73		
p1_L08	5	48	27		
p1_L08	6	29	25		
p1_L08	7	62	56		
p1_L08	8	42	24		
p1_L08	9	27	43		
p1_L08	10	19	82		
p1_L08	11	25	23		
p1_L08	12	7	27		
p1_L08	13	28	81		
p1_L08	14	62	2		
p1_L08	15	54	77		
p1_L08	16	10	69		
p1_L08	17	29	104		
p1_L08	18	62	74		
p1_L08	19	83	31		
p1_L08	20	9	60		
p1_L08	21	2	59		
p1_L08	22	28	40		
p1_L08	23	16	25		
p1_L09	1	33	-		
p1_L09	2	46	192		
p1_L09	4	73	-		
p1_L09	5	27	9		
p1_L09	6	25	4		
p1_L09	7	56	12		
p1_L09	8	24	41		
p1_L09	9	43	13		
p1_L09	10	82	77		
p1_L09	11	23	84		
p1_L09	12	27	4		
p1_L09	13	81	34		
p1_L09	14	2	67		
p1_L09	15	77	13		
p1_L09	16	69	68		
p1_L09	17	104	72		
p1_L09	18	74	83		
p1_L09	20	-	26		
p1_L09	21	-	72		
p1_L09	22	60	4		
p1_L09	23	59	34		
p1_L09	24	40	87		
p1_L09	25	25	88		
p1_L10	1	-	13		
p1_L10	2	-	2		
p1_L10	3	-	84		
p1_L10	4	-	82		
p1_L10	5	-	22		
p1_L10	6	192	61	A	
p1_L10	7	28	39		
p1_L10	8	9	67		
p1_L10	11	41	-		
p1_L10	12	13	-		
p1_L10	13	77	60		
p1_L10	15	4	-		
p1_L10	16	34	-		
p1_L10	17	67	39		
p1_L10	18	13	26		
p1_L10	19	68	130		
p1_L10	20	72	128		
p1_L10	21	83	136		
p1_L10	22	31	46		
p1_L10	23	26	52		
p1_L10	24	72	28		
p1_L10	25	4	84		
p1_L10	26	34	112		
p1_L10	27	81	42		
p1_L10	28	88	27		
p1_L11	1	-	4		
p1_L11	2	13	40		
p1_L11	3	2	27		
p1_L11	4	68	9		
p1_L11	5	82	4		
p1_L11	6	22	85		
p1_L11	7	61	16		
p1_L11	8	39	101		
p1_L11	9	67	114		
p1_L11	10	4	43		
p1_L11	12	60	-		
p1_L11	13	84	-		
p1_L11	14	39	79		
p1_L11	15	26	40		
p1_L11	16	150	29		
p1_L11	17	128	9		
p1_L11	18	136	28		
p1_L11	19	46	77		
p1_L11	20	52	59		
p1_L11	21	28	11		
p1_L11	22	84	202		
p1_L11	23	112	12		
p1_L11	24	42	201		
p1_L11	25	27	12		
p1_L12	1	54	-		
p1_L12	2	46	279		
p1_L12	3	27	=mesme	B	
p1_L12	4	9	=chose	B	
p1_L12	5	4	=quelle	B	
p1_L12	6	83	=est	B	
p1_L12	7	16	=pu	B	
p1_L12	8	101	=bien	B	
p1_L12	9	114	=bonjour	B	
p1_L12	10	43	=convertir	B	
p1_L12	11	12	=bon	B	
p1_L12	12	79	=frans	B	
p1_L12	13	40	59		
p1_L12	14	29	37		
p1_L12	15	9	25		
p1_L12	16	28	76		
p1_L12	17	77	2		
p1_L12	18	59	31		
p1_L12	19	11	142		
p1_L12	20	202	51		
p1_L12	21	12	52		
p1_L12	22	201	61		
p1_L12	23	12	2		
p1_L13	1	-	33		
p1_L13	2	-	62		
p1_L13	3	-	42		
p1_L13	4	-	88		
p1_L13	5	279	62		
p1_L13	6	=mesme	13	A	
p1_L13	7	=chose	82	A	
p1_L13	8	=qu'il	40	A	
p1_L13	9	=fut	62	A	
p1_L13	10	=buy	7	A	
p1_L13	11	=boiseur	41	A	
p1_L13	12	=comme	54	A	
p1_L13	13	59	39		
p1_L13	14	37	29		
p1_L13	15	25	62		
p1_L13	16	76	38		
p1_L13	17	2	26		
p1_L13	18	31	73		
p1_L13	19	142	27		
p1_L13	20	51	33		
p1_L13	21	52	142		
p1_L13	22	61	121		
p1_L13	23	2	135		
p1_L14	1	33	62		
p1_L14	2	42	54		
p1_L14	3	88	4		
p1_L14	4	62	27		
p1_L14	5	13	48		
p1_L14	6	82	26		
p1_L14	7	40	57		
p1_L14	8	62	101		
p1_L14	9	7	52		
p1_L14	10	41	12		
p1_L14	12	-	40		
p1_L14	13	-	27		
p1_L14	14	-	67		
p1_L14	15	39	2		
p1_L14	16	29	78		
p1_L14	17	62	67		
p1_L14	18	38	4		
p1_L14	19	26	6		
p1_L14	20	73	105		
p1_L14	22	-	31		
p1_L14	23	33	67		
