page	block	line	pos	token
0030	dup10	5	1	66
0030	dup10	5	2	Ↄ
0030	dup10	5	3	24
0030	dup10	5	4	88
0030	dup10	5	5	zz
0030	dup10	5	6	90
0030	dup10	5	7	37
0030	dup10	5	8	70
0030	dup10	5	9	30
0030	dup10	5	10	98
0030	dup10	5	11	35
0030	dup10	5	12	zi
0030	dup10	5	13	99
0030	dup10	5	14	74
0030	dup10	5	15	93
0030	dup10	5	16	6
0030	dup10	5	17	55
0030	dup10	5	18	15
0030	dup10	5	19	60
0030	dup10	5	20	4z
0030	dup10	5	21	ii
0030	dup10	5	22	ft
0030	dup10	5	23	#
0030	dup10	5	24	z6
0030	dup10	5	25	30
0030	dup10	5	26	Ↄ
0030	dup10	5	27	zi
0030	dup10	5	28	58
0030	dup10	5	29	35
0030	dup10	5	30	84
0030	dup10	5	31	z
0030	dup10	5	32	z6
0030	dup10	5	33	ib
0030	dup10	5	34	z6
0030	dup10	5	35	ILLEGIBLE
0030	dup10	5	36	18
0030	dup10	5	37	73
0030	dup10	5	38	78
0030	dup10	5	39	4i
0030	dup10	5	40	79
0030	dup10	5	41	56
0030	dup10	6	1	60
0030	dup10	6	2	98
0030	dup10	6	3	V
0030	dup10	6	4	Hf
0030	dup10	6	5	z7
0030	dup10	6	6	7i
0030	dup10	6	7	z5
0030	dup10	6	8	79
0030	dup10	6	9	30
0030	dup10	6	10	38
0030	dup10	6	11	5i
0030	dup10	6	12	84
0030	dup10	6	13	z5
0030	dup10	6	14	7i
0030	dup10	6	15	73
0030	dup10	6	16	30
0030	dup10	6	17	48
0030	dup10	6	18	60
0030	dup10	6	19	15
0030	dup10	6	20	36
0030	dup10	6	21	Y
0030	dup10	6	22	60
0030	dup10	6	23	70
0030	dup10	6	24	73
0030	dup10	6	25	84
0030	dup10	6	26	44
0030	dup10	6	27	z3
0030	dup10	6	28	46
0030	dup10	6	29	84
0030	dup10	6	30	zz
0030	dup10	6	31	37
0030	dup10	6	32	70
0030	dup10	6	33	ILLEGIBLE
0030	dup10	7	1	63
0030	dup10	7	2	67
0030	dup10	7	3	88
0030	dup10	7	4	30
0030	dup10	7	5	N
0030	dup10	7	6	z35
0030	dup10	7	7	z8
0030	dup10	7	8	3i
0030	dup10	7	9	10
0030	dup10	7	10	48
0030	dup10	7	11	F
0030	dup10	7	12	36
0030	dup10	7	13	58
0030	dup10	7	14	z6
0030	dup10	7	15	16
0030	dup10	7	16	3i
0030	dup10	7	17	73
0030	dup10	7	18	30
0030	dup10	7	19	z6
0030	dup10	7	20	56
0030	dup10	7	21	ii
0030	dup10	7	22	4i
0030	dup10	7	23	4
0030	dup10	7	24	73
0030	dup10	7	25	A
0030	dup10	7	26	76
0030	dup10	7	27	77
0030	dup10	7	28	7z
0030	dup10	7	29	71
0030	dup10	7	30	99
0030	dup10	7	31	B
0030	dup10	7	32	48
0030	dup10	7	33	55
0030	dup10	7	34	14
0030	dup10	7	35	i5
0030	dup10	7	36	70
0030	dup10	7	37	zz
0030	dup10	7	38	43
0030	dup10	7	39	78
0030	dup10	7	40	z
0030	dup10	7	41	84
0030	dup10	8	1	193
0030	dup10	8	2	ziz
0030	dup10	8	3	O
0030	dup10	8	4	88
0030	dup10	8	5	38
0030	dup10	8	6	51
0030	dup10	8	7	ILLEGIBLE
0030	dup10	8	8	197
0030	dup10	8	9	7zz
0030	dup10	8	10	36
0030	dup10	8	11	L
0030	dup10	8	12	76
0030	dup10	8	13	30
0030	dup10	8	14	ii
0030	dup10	8	15	zz
0030	dup10	8	16	i5
0030	dup10	8	17	31
0030	dup10	8	18	i5
0030	dup10	8	19	73
0030	dup10	8	20	K
0030	dup10	8	21	77
0030	dup10	8	22	i6
0030	dup10	8	23	25
0030	dup10	8	24	8i
0030	dup10	8	25	G
0030	dup10	8	26	60
0030	dup10	8	27	55
0030	dup10	8	28	i0
0030	dup10	8	29	i6
0030	dup10	8	30	97
0030	dup10	8	31	i37
0030	dup10	8	32	i6
0030	dup10	8	33	99
0030	dup10	8	34	N
0030	dup10	8	35	bi
0030	dup10	8	36	30
0030	dup10	8	37	zi
0030	dup10	8	38	z
0030	dup10	8	39	z
0030	dup10	8	40	9
0030	dup10	8	41	zzz
0030	dup10	8	42	78
0030	dup10	8	43	36
0030	dup10	8	44	N
0030	dup10	8	45	70
0030	dup10	8	46	i0
0030	dup10	8	47	i6
0030	dup10	8	48	30
0030	dup10	9	1	ILLEGIBLE
0030	dup10	9	2	65
0030	dup10	9	3	7i
0030	dup10	9	4	7z
0030	dup10	9	5	30
0030	dup10	9	6	89
0030	dup10	9	7	44
0030	dup10	9	8	3z
0030	dup10	9	9	ii
0030	dup10	9	10	84
0030	dup10	9	11	b
0030	dup10	9	12	z73
0030	dup10	9	13	193
0030	dup10	9	14	e
0030	dup10	9	15	n
0030	dup10	9	16	z73
0030	dup10	9	17	200
0030	dup10	9	18	ILLEGIBLE
0030	dup10	9	19	z73
0030	dup10	9	20	94
0030	dup10	9	21	z5
0030	dup10	9	22	70
0030	dup10	9	23	54
0030	dup10	9	24	53
0030	dup10	9	25	zz
0030	dup10	9	26	77
0030	dup10	9	27	99
0030	dup10	9	28	ii
0030	dup10	9	29	37
0030	dup10	9	30	79
0030	dup10	9	31	83
0030	dup10	9	32	7z
0030	dup10	9	33	55
0030	dup10	9	34	A
0030	dup10	9	35	5
0030	dup10	9	36	6
0030	dup10	9	37	3
0030	dup10	9	38	z74
0030	dup10	9	39	X
0030	dup10	9	40	6i
0030	dup10	9	41	z4
0030	dup10	9	42	i48
0030	dup10	10	1	99
0030	dup10	10	2	73
0030	dup10	10	3	jt
0030	dup10	10	4	36
0030	dup10	10	5	ii
0030	dup10	10	6	zz
0030	dup10	10	7	54
0030	dup10	10	8	i6
0030	dup10	10	9	zz
0030	dup10	10	10	79
0030	dup10	10	11	60
0030	dup10	10	12	37
0030	dup10	10	13	76
0030	dup10	10	14	itt
0030	dup10	10	15	44
0030	dup10	10	16	8i
0030	dup10	10	17	zz
0030	dup10	10	18	379
0030	dup10	10	19	30
0030	dup10	10	20	60
0030	dup10	10	21	O
0030	dup10	10	22	55
0030	dup10	10	23	30
0030	dup10	10	24	38
0030	dup10	10	25	5i
0030	dup10	10	26	b7
0030	dup10	10	27	55
0030	dup10	10	28	90
0030	dup10	10	29	7i
0030	dup10	10	30	5i
0030	dup10	10	31	73
0030	dup10	10	32	R
0030	dup10	10	33	bi
0030	dup10	10	34	44
0030	dup10	10	35	j
0030	dup10	10	36	36
0030	dup10	10	37	5z
0030	dup10	10	38	75
0030	dup10	10	39	40
0030	dup10	10	40	7i
0030	dup10	10	41	77
0030	dup10	10	42	55
0030	dup10	10	43	E
0030	dup10	10	44	i6
0030	dup10	10	45	44
0030	dup10	10	46	z3
0030	dup10	10	47	ii
0030	dup10	10	48	ILLEGIBLE
0030	dup10	11	1	ILLEGIBLE
0030	dup10	11	2	40
0030	dup10	11	3	88
0030	dup10	11	4	90
0030	dup10	11	5	i5
0030	dup10	11	6	15
0030	dup10	11	7	60
0030	dup10	11	8	37
0030	dup10	11	9	36
0030	dup10	11	10	99
0030	dup10	11	11	77
0030	dup10	11	12	73
0030	dup10	11	13	63
0030	dup10	11	14	O
0030	dup10	11	15	47
0030	dup10	11	16	76
0030	dup10	11	17	84
0030	dup10	11	18	55
0030	dup10	11	19	15
0030	dup10	11	20	55
0030	dup10	11	21	44
0030	dup10	11	22	60
0030	dup10	11	23	40
0030	dup10	11	24	53
0030	dup10	11	25	z9
0030	dup10	11	26	6i
0030	dup10	11	27	7z
0030	dup10	11	28	i6
0030	dup10	11	29	83
0030	dup10	11	30	3i
0030	dup10	11	31	ii
0030	dup10	11	32	L
0030	dup10	11	33	04
0030	dup10	11	34	58
0030	dup10	11	35	3i
0030	dup10	11	36	i5
0030	dup10	11	37	63
0030	dup10	11	38	N
0030	dup10	11	39	40
0030	dup10	11	40	88
0030	dup10	11	41	37
0030	dup10	11	42	55
0030	dup10	11	43	W
0030	dup10	11	44	48
0030	dup10	11	45	30
0030	dup10	11	46	55
0030	dup10	11	47	i9
0030	dup10	11	48	6i
0030	dup10	11	49	30
0030	dup10	12	1	78
0030	dup10	12	2	39
0030	dup10	12	3	3i
0030	dup10	12	4	z9
0030	dup10	12	5	37
0030	dup10	12	6	Y
0030	dup10	12	7	99
0030	dup10	12	8	ii
0030	dup10	12	9	73
0030	dup10	12	10	2
0030	dup10	12	11	63
0030	dup10	12	12	9zz
0030	dup10	12	13	39
0030	dup10	12	14	zz
0030	dup10	12	15	73
0030	dup10	12	16	73
0030	dup10	12	17	j
0030	dup10	12	18	78
0030	dup10	12	19	5
0030	dup10	12	20	44
0030	dup10	12	21	ii
0030	dup10	12	22	43
0030	dup10	12	23	83
0030	dup10	12	24	ii
0030	dup10	12	25	ft
0030	dup10	12	26	70
0030	dup10	12	27	88
0030	dup10	12	28	37
0030	dup10	12	29	i6
0030	dup10	12	30	36
0030	dup10	12	31	38
0030	dup10	12	32	5i
0030	dup10	12	33	43
0030	dup10	12	34	i6
0030	dup10	12	35	30
0030	dup10	12	36	ii
0030	dup10	12	37	3
0030	dup10	12	38	60
0030	dup10	12	39	i6
0030	dup10	12	40	zz
0030	dup10	12	41	37
0030	dup10	12	42	61
0030	dup10	12	43	30
0030	dup10	12	44	zz
0030	dup10	12	45	98
0030	dup10	12	46	83
0030	dup10	12	47	67
0030	dup10	12	48	70
0030	dup10	12	49	zz
0030	dup10	13	1	84
0030	dup10	13	2	i3
0030	dup10	13	3	79
0030	dup10	13	4	97
0030	dup10	13	5	z3
0030	dup10	13	6	35
0030	dup10	13	7	z5
0030	dup10	13	8	3z
0030	dup10	13	9	79
0030	dup10	13	10	30
0030	dup10	13	11	4i
0030	dup10	13	12	i7i
0030	dup10	13	13	ii
0030	dup10	13	14	6i
0030	dup10	13	15	H
0030	dup10	13	16	90
0030	dup10	13	17	V
0030	dup10	13	18	60
