line	pos	sign
hstam_4_h_1411_0003_L24_s1	1	79
hstam_4_h_1411_0003_L24_s1	2	74
hstam_4_h_1411_0003_L24_s1	3	36
hstam_4_h_1411_0003_L24_s1	4	7
hstam_4_h_1411_0003_L24_s1	5	22
hstam_4_h_1411_0003_L24_s1	6	73
hstam_4_h_1411_0003_L24_s1	7	N
hstam_4_h_1411_0003_L24_s1	8	52
hstam_4_h_1411_0003_L24_s1	9	Y
hstam_4_h_1411_0003_L24_s1	10	94
hstam_4_h_1411_0003_L24_s1	11	27
hstam_4_h_1411_0003_L24_s1	12	39
hstam_4_h_1411_0003_L24_s1	13	13
hstam_4_h_1411_0003_L24_s1	14	57
hstam_4_h_1411_0003_L24_s1	15	55
hstam_4_h_1411_0003_L24_s1	16	83
hstam_4_h_1411_0003_L24_s1	17	77
hstam_4_h_1411_0003_L25_s1	1	95
hstam_4_h_1411_0003_L25_s1	2	D
hstam_4_h_1411_0003_L25_s1	3	10
hstam_4_h_1411_0003_L25_s1	4	Y
hstam_4_h_1411_0003_L25_s1	5	42
hstam_4_h_1411_0003_L25_s1	6	92
hstam_4_h_1411_0003_L25_s1	7	35
hstam_4_h_1411_0003_L25_s1	8	44
hstam_4_h_1411_0003_L25_s1	9	11
hstam_4_h_1411_0003_L25_s1	10	43
hstam_4_h_1411_0003_L25_s1	11	58
hstam_4_h_1411_0003_L25_s1	12	93
hstam_4_h_1411_0003_L25_s1	13	63
hstam_4_h_1411_0003_L25_s1	14	88
hstam_4_h_1411_0003_L25_s1	15	63
hstam_4_h_1411_0003_L25_s1	16	43
hstam_4_h_1411_0003_L25_s1	17	49
hstam_4_h_1411_0003_L25_s1	18	65
hstam_4_h_1411_0003_L25_s1	19	63
hstam_4_h_1411_0003_L26_s1	1	55
hstam_4_h_1411_0003_L26_s1	2	83
hstam_4_h_1411_0003_L26_s1	3	29
hstam_4_h_1411_0003_L26_s1	4	84
hstam_4_h_1411_0003_L26_s1	5	91
hstam_4_h_1411_0003_L26_s1	6	61
hstam_4_h_1411_0003_L26_s1	7	18
hstam_4_h_1411_0003_L26_s1	8	48
hstam_4_h_1411_0003_L26_s1	9	27
hstam_4_h_1411_0003_L26_s1	10	16
hstam_4_h_1411_0003_L26_s1	11	22
hstam_4_h_1411_0003_L26_s1	12	27
hstam_4_h_1411_0003_L26_s1	13	84
hstam_4_h_1411_0003_L26_s1	14	97
hstam_4_h_1411_0003_L26_s1	15	50
hstam_4_h_1411_0003_L26_s1	16	97
hstam_4_h_1411_0003_L26_s1	17	95
hstam_4_h_1411_0003_L26_s1	18	27
hstam_4_h_1411_0003_L26_s1	19	79
hstam_4_h_1411_0003_L26_s1	20	11
hstam_4_h_1411_0003_L26_s1	21	58
hstam_4_h_1411_0003_L26_s1	22	21
hstam_4_h_1411_0003_L26_s1	23	30
hstam_4_h_1411_0003_L26_s1	24	70
hstam_4_h_1411_0003_L26_s1	25	19
hstam_4_h_1411_0003_L26_s1	26	60
hstam_4_h_1411_0003_L26_s1	27	87
hstam_4_h_1411_0003_L26_s1	28	94
hstam_4_h_1411_0003_L26_s1	29	16
hstam_4_h_1411_0003_L26_s1	30	31
hstam_4_h_1411_0003_L27_s1	1	77
hstam_4_h_1411_0003_L27_s1	2	39
hstam_4_h_1411_0003_L27_s1	3	99
hstam_4_h_1411_0003_L27_s1	4	58
hstam_4_h_1411_0003_L27_s1	5	71
hstam_4_h_1411_0003_L27_s1	6	42
hstam_4_h_1411_0003_L27_s1	7	80
hstam_4_h_1411_0003_L27_s1	8	35
hstam_4_h_1411_0003_L27_s1	9	44
hstam_4_h_1411_0003_L27_s1	10	32
hstam_4_h_1411_0003_L27_s1	11	71
hstam_4_h_1411_0003_L27_s1	12	19
hstam_4_h_1411_0003_L27_s1	13	94
hstam_4_h_1411_0003_L27_s1	14	58
hstam_4_h_1411_0003_L27_s1	15	56
hstam_4_h_1411_0003_L27_s1	16	24
hstam_4_h_1411_0003_L27_s1	17	35
hstam_4_h_1411_0003_L27_s1	18	65
hstam_4_h_1411_0003_L27_s1	19	H
hstam_4_h_1411_0003_L27_s1	20	29
hstam_4_h_1411_0003_L27_s1	21	16
hstam_4_h_1411_0003_L27_s1	22	74
hstam_4_h_1411_0003_L27_s1	23	39
