line	pos	sign
hstam_4_h_1411_0016_L06	1	[PLAIN:als nichts sein theil ist in Schwedische protection genommen wird, so]
hstam_4_h_1411_0016_L06	2	0
hstam_4_h_1411_0016_L06	3	98
hstam_4_h_1411_0016_L06	4	36
hstam_4_h_1411_0016_L06	5	H
hstam_4_h_1411_0016_L06	6	83
hstam_4_h_1411_0016_L06	7	35
hstam_4_h_1411_0016_L06	8	N
hstam_4_h_1411_0016_L06	9	58
hstam_4_h_1411_0016_L06	10	75
hstam_4_h_1411_0016_L07	1	97
hstam_4_h_1411_0016_L07	2	y?
hstam_4_h_1411_0016_L07	3	44
hstam_4_h_1411_0016_L07	4	84
hstam_4_h_1411_0016_L07	5	42
hstam_4_h_1411_0016_L07	6	20z
hstam_4_h_1411_0016_L07	7	98
hstam_4_h_1411_0016_L07	8	95
hstam_4_h_1411_0016_L07	9	W
hstam_4_h_1411_0016_L07	10	84
hstam_4_h_1411_0016_L07	11	63
hstam_4_h_1411_0016_L07	12	13
hstam_4_h_1411_0016_L07	13	7054
hstam_4_h_1411_0016_L07	14	z6
hstam_4_h_1411_0016_L07	15	79
hstam_4_h_1411_0016_L07	16	97
hstam_4_h_1411_0016_L07	17	84
hstam_4_h_1411_0016_L07	18	97
hstam_4_h_1411_0016_L07	19	37
hstam_4_h_1411_0016_L07	20	55
hstam_4_h_1411_0016_L07	21	97
hstam_4_h_1411_0016_L07	22	4
hstam_4_h_1411_0016_L07	23	84
hstam_4_h_1411_0016_L07	24	91
hstam_4_h_1411_0016_L07	25	70
hstam_4_h_1411_0016_L07	26	S
hstam_4_h_1411_0016_L07	27	30
hstam_4_h_1411_0016_L07	28	16
hstam_4_h_1411_0016_L07	29	43
hstam_4_h_1411_0016_L07	30	79
hstam_4_h_1411_0016_L07	31	z5
hstam_4_h_1411_0016_L07	32	06
hstam_4_h_1411_0016_L08	1	39
hstam_4_h_1411_0016_L08	2	ILLEGIBLE
hstam_4_h_1411_0016_L08	3	ILLEGIBLE
hstam_4_h_1411_0016_L08	4	98
hstam_4_h_1411_0016_L08	5	11
hstam_4_h_1411_0016_L08	6	40
hstam_4_h_1411_0016_L08	7	16
hstam_4_h_1411_0016_L08	8	97
hstam_4_h_1411_0016_L08	9	[PLAIN:Rud]
hstam_4_h_1411_0016_L08	10	z235?
hstam_4_h_1411_0016_L08	11	B
hstam_4_h_1411_0016_L08	12	97
hstam_4_h_1411_0016_L08	13	ji?
hstam_4_h_1411_0016_L08	14	91
hstam_4_h_1411_0016_L08	15	49
hstam_4_h_1411_0016_L08	16	90
hstam_4_h_1411_0016_L08	17	63
hstam_4_h_1411_0016_L08	18	73
hstam_4_h_1411_0016_L08	19	N5
hstam_4_h_1411_0016_L08	20	91
hstam_4_h_1411_0016_L08	21	z5
hstam_4_h_1411_0016_L08	22	60
hstam_4_h_1411_0016_L08	23	90
hstam_4_h_1411_0016_L08	24	15
hstam_4_h_1411_0016_L08	25	36
hstam_4_h_1411_0016_L08	26	z?
hstam_4_h_1411_0016_L09	1	78
hstam_4_h_1411_0016_L09	2	84
hstam_4_h_1411_0016_L09	3	120
hstam_4_h_1411_0016_L09	4	39
hstam_4_h_1411_0016_L09	5	zz
hstam_4_h_1411_0016_L09	6	27
hstam_4_h_1411_0016_L09	7	9
hstam_4_h_1411_0016_L09	8	4
hstam_4_h_1411_0016_L09	9	84
hstam_4_h_1411_0016_L09	10	31
hstam_4_h_1411_0016_L09	11	99
hstam_4_h_1411_0016_L09	12	39
hstam_4_h_1411_0016_L09	13	D
hstam_4_h_1411_0016_L09	14	48
hstam_4_h_1411_0016_L09	15	63
hstam_4_h_1411_0016_L09	16	z6?
hstam_4_h_1411_0016_L09	17	87
hstam_4_h_1411_0016_L09	18	68
hstam_4_h_1411_0016_L09	19	129
hstam_4_h_1411_0016_L09	20	83
hstam_4_h_1411_0016_L09	21	70
hstam_4_h_1411_0016_L09	22	D
hstam_4_h_1411_0016_L09	23	55
hstam_4_h_1411_0016_L09	24	31
hstam_4_h_1411_0016_L09	25	z5
hstam_4_h_1411_0016_L09	26	39
hstam_4_h_1411_0016_L09	27	83
hstam_4_h_1411_0016_L09	28	54
hstam_4_h_1411_0016_L09	29	z6?
hstam_4_h_1411_0016_L09	30	16
hstam_4_h_1411_0016_L10	1	7
hstam_4_h_1411_0016_L10	2	36
hstam_4_h_1411_0016_L10	3	78
hstam_4_h_1411_0016_L10	4	O
hstam_4_h_1411_0016_L10	5	70
hstam_4_h_1411_0016_L10	6	z6
hstam_4_h_1411_0016_L10	7	60
hstam_4_h_1411_0016_L10	8	74
hstam_4_h_1411_0016_L10	9	39
hstam_4_h_1411_0016_L10	10	83
hstam_4_h_1411_0016_L10	11	46
hstam_4_h_1411_0016_L10	12	9
hstam_4_h_1411_0016_L10	13	ILLEGIBLE
hstam_4_h_1411_0016_L10	14	3
hstam_4_h_1411_0016_L10	15	z3
hstam_4_h_1411_0016_L10	16	92
hstam_4_h_1411_0016_L10	17	z7
hstam_4_h_1411_0016_L10	18	83
hstam_4_h_1411_0016_L10	19	67
hstam_4_h_1411_0016_L10	20	36
hstam_4_h_1411_0016_L10	21	54
hstam_4_h_1411_0016_L10	22	83
hstam_4_h_1411_0016_L10	23	44
hstam_4_h_1411_0016_L10	24	57
hstam_4_h_1411_0016_L10	25	46
hstam_4_h_1411_0016_L10	26	61
hstam_4_h_1411_0016_L10	27	13
hstam_4_h_1411_0016_L11	1	z73
hstam_4_h_1411_0016_L11	2	94
hstam_4_h_1411_0016_L11	3	z5
hstam_4_h_1411_0016_L11	4	70
hstam_4_h_1411_0016_L11	5	z0
hstam_4_h_1411_0016_L11	6	35
hstam_4_h_1411_0016_L11	7	9
hstam_4_h_1411_0016_L11	8	z73
hstam_4_h_1411_0016_L11	9	193
hstam_4_h_1411_0016_L11	10	q?
hstam_4_h_1411_0016_L11	11	q?
hstam_4_h_1411_0016_L11	12	z73
hstam_4_h_1411_0016_L11	13	ziz
hstam_4_h_1411_0016_L11	14	18
hstam_4_h_1411_0016_L11	15	36
hstam_4_h_1411_0016_L11	16	16
hstam_4_h_1411_0016_L11	17	S
hstam_4_h_1411_0016_L11	18	N
hstam_4_h_1411_0016_L12	1	98
hstam_4_h_1411_0016_L12	2	61
hstam_4_h_1411_0016_L12	3	30
hstam_4_h_1411_0016_L12	4	28
hstam_4_h_1411_0016_L12	5	y
hstam_4_h_1411_0016_L12	6	99
hstam_4_h_1411_0016_L12	7	z9
hstam_4_h_1411_0016_L12	8	79
hstam_4_h_1411_0016_L12	9	37
hstam_4_h_1411_0016_L12	10	73
hstam_4_h_1411_0016_L12	11	z59
hstam_4_h_1411_0016_L12	12	84
hstam_4_h_1411_0016_L12	13	2
hstam_4_h_1411_0016_L12	14	94
hstam_4_h_1411_0016_L12	15	z99
hstam_4_h_1411_0016_L12	16	13
hstam_4_h_1411_0016_L12	17	40
hstam_4_h_1411_0016_L12	18	24
hstam_4_h_1411_0016_L13	1	16
hstam_4_h_1411_0016_L13	2	44
hstam_4_h_1411_0016_L13	3	13
hstam_4_h_1411_0016_L13	4	73
hstam_4_h_1411_0016_L13	5	78
hstam_4_h_1411_0016_L13	6	z6
hstam_4_h_1411_0016_L13	7	84
hstam_4_h_1411_0016_L13	8	83
hstam_4_h_1411_0016_L13	9	74
hstam_4_h_1411_0016_L13	10	36
hstam_4_h_1411_0016_L13	11	79
hstam_4_h_1411_0016_L13	12	44
hstam_4_h_1411_0016_L13	13	58
hstam_4_h_1411_0016_L13	14	63
hstam_4_h_1411_0016_L13	15	05
hstam_4_h_1411_0016_L13	16	63
hstam_4_h_1411_0016_L13	17	ii?
hstam_4_h_1411_0016_L13	18	30
hstam_4_h_1411_0016_L14	1	43
hstam_4_h_1411_0016_L14	2	z9
hstam_4_h_1411_0016_L14	3	84
hstam_4_h_1411_0016_L14	4	z8
hstam_4_h_1411_0016_L14	5	69
hstam_4_h_1411_0016_L14	6	83
hstam_4_h_1411_0016_L14	7	z7
hstam_4_h_1411_0016_L14	8	84
hstam_4_h_1411_0016_L14	9	50
hstam_4_h_1411_0016_L14	10	2
hstam_4_h_1411_0016_L14	11	98
hstam_4_h_1411_0016_L14	12	48
hstam_4_h_1411_0016_L14	13	97
hstam_4_h_1411_0016_L14	14	z7
hstam_4_h_1411_0016_L14	15	61
hstam_4_h_1411_0016_L14	16	63
hstam_4_h_1411_0016_L14	17	77
hstam_4_h_1411_0016_L14	18	05
hstam_4_h_1411_0016_L14	19	18
hstam_4_h_1411_0016_L14	20	58
hstam_4_h_1411_0016_L14	21	97
hstam_4_h_1411_0016_L14	22	46
hstam_4_h_1411_0016_L14	23	61
hstam_4_h_1411_0016_L14	24	63
hstam_4_h_1411_0016_L14	25	77
hstam_4_h_1411_0016_L15	1	45?
hstam_4_h_1411_0016_L15	2	79
hstam_4_h_1411_0016_L15	3	90
hstam_4_h_1411_0016_L15	4	60
hstam_4_h_1411_0016_L15	5	83
hstam_4_h_1411_0016_L15	6	z6
hstam_4_h_1411_0016_L15	7	84
hstam_4_h_1411_0016_L15	8	63
hstam_4_h_1411_0016_L15	9	z6
hstam_4_h_1411_0016_L15	10	36
hstam_4_h_1411_0016_L15	11	35
hstam_4_h_1411_0016_L15	12	63
hstam_4_h_1411_0016_L15	13	ILLEGIBLE
hstam_4_h_1411_0016_L15	14	70
hstam_4_h_1411_0016_L15	15	80
hstam_4_h_1411_0016_L15	16	z6
hstam_4_h_1411_0016_L15	17	11
hstam_4_h_1411_0016_L15	18	03
hstam_4_h_1411_0016_L15	19	ILLEGIBLE
hstam_4_h_1411_0016_L15	20	z1
hstam_4_h_1411_0016_L15	21	z9
hstam_4_h_1411_0016_L15	22	11
hstam_4_h_1411_0016_L15	23	z1
hstam_4_h_1411_0016_L15	24	79
hstam_4_h_1411_0016_L15	25	R
hstam_4_h_1411_0016_L15	26	ILLEGIBLE
hstam_4_h_1411_0016_L15	27	ILLEGIBLE
hstam_4_h_1411_0016_L16	1	N
hstam_4_h_1411_0016_L16	2	84
hstam_4_h_1411_0016_L16	3	z3
hstam_4_h_1411_0016_L16	4	70
hstam_4_h_1411_0016_L16	5	70
hstam_4_h_1411_0016_L16	6	44
hstam_4_h_1411_0016_L16	7	z5
hstam_4_h_1411_0016_L16	8	84
hstam_4_h_1411_0016_L16	9	4
hstam_4_h_1411_0016_L16	10	z9
hstam_4_h_1411_0016_L16	11	z73
hstam_4_h_1411_0016_L16	12	83
hstam_4_h_1411_0016_L16	13	11
hstam_4_h_1411_0016_L16	14	z9
hstam_4_h_1411_0016_L16	15	ILLEGIBLE
hstam_4_h_1411_0016_L16	16	23
hstam_4_h_1411_0016_L16	17	79
hstam_4_h_1411_0016_L16	18	56
hstam_4_h_1411_0016_L16	19	V
hstam_4_h_1411_0016_L16	20	83
hstam_4_h_1411_0016_L16	21	84
hstam_4_h_1411_0016_L16	22	63
hstam_4_h_1411_0016_L16	23	ILLEGIBLE
hstam_4_h_1411_0016_L17	1	z1
hstam_4_h_1411_0016_L17	2	9
hstam_4_h_1411_0016_L17	3	39
hstam_4_h_1411_0016_L17	4	99
hstam_4_h_1411_0016_L17	5	74
hstam_4_h_1411_0016_L17	6	188?
hstam_4_h_1411_0016_L17	7	11
hstam_4_h_1411_0016_L17	8	z
hstam_4_h_1411_0016_L17	9	z
hstam_4_h_1411_0016_L17	10	z55
hstam_4_h_1411_0016_L17	11	30
hstam_4_h_1411_0016_L17	12	60
hstam_4_h_1411_0016_L17	13	36
hstam_4_h_1411_0016_L17	14	38
hstam_4_h_1411_0016_L17	15	47
hstam_4_h_1411_0016_L17	16	99
hstam_4_h_1411_0016_L17	17	95
hstam_4_h_1411_0016_L17	18	65
hstam_4_h_1411_0016_L17	19	ILLEGIBLE
hstam_4_h_1411_0016_L17	20	62
hstam_4_h_1411_0016_L17	21	4
