line	pos	sign
hstam_4_h_1411_0016_L33	1	[PLAIN: Wagts grosfuhrbrs aber nicht pflichtigs vollnzu die eyfyliss nimermehr]?
hstam_4_h_1411_0016_L33	2	58
hstam_4_h_1411_0016_L33	3	73
hstam_4_h_1411_0016_L33	4	83
hstam_4_h_1411_0016_L33	5	77
hstam_4_h_1411_0016_L33	6	ILLEGIBLE
hstam_4_h_1411_0016_L34	1	[PLAIN: männig lbergschreiben Römnis, kund dünklheit mihrn wersche Chge migst abfaulg]?
hstam_4_h_1411_0016_L35	1	[PLAIN: arifss,]?
hstam_4_h_1411_0016_L35	2	79
hstam_4_h_1411_0016_L35	3	25
hstam_4_h_1411_0016_L35	4	30
hstam_4_h_1411_0016_L35	5	20
hstam_4_h_1411_0016_L35	6	27
hstam_4_h_1411_0016_L35	7	21
hstam_4_h_1411_0016_L35	8	26
hstam_4_h_1411_0016_L35	9	39
hstam_4_h_1411_0016_L35	10	20
hstam_4_h_1411_0016_L35	11	20
hstam_4_h_1411_0016_L35	12	97
hstam_4_h_1411_0016_L35	13	24
hstam_4_h_1411_0016_L35	14	30
hstam_4_h_1411_0016_L35	15	97
hstam_4_h_1411_0016_L35	16	43
hstam_4_h_1411_0016_L35	17	84
hstam_4_h_1411_0016_L35	18	63
hstam_4_h_1411_0016_L35	19	60
hstam_4_h_1411_0016_L35	20	58
hstam_4_h_1411_0016_L35	21	35
hstam_4_h_1411_0016_L35	22	44
hstam_4_h_1411_0016_L35	23	85
hstam_4_h_1411_0016_L35	24	97
hstam_4_h_1411_0016_L35	25	95
hstam_4_h_1411_0016_L35	26	94
hstam_4_h_1411_0016_L35	27	94
hstam_4_h_1411_0016_L35	28	55
hstam_4_h_1411_0016_L35	29	N
hstam_4_h_1411_0016_L36	1	49
hstam_4_h_1411_0016_L36	2	63
hstam_4_h_1411_0016_L36	3	74
hstam_4_h_1411_0016_L36	4	39
hstam_4_h_1411_0016_L36	5	43
hstam_4_h_1411_0016_L36	6	94
hstam_4_h_1411_0016_L36	7	87
hstam_4_h_1411_0016_L36	8	65
hstam_4_h_1411_0016_L36	9	28
hstam_4_h_1411_0016_L36	10	93
