line	pos	sign
5	1	8
5	2	73
5	3	79
5	4	71
5	5	79
5	6	56
5	7	88
5	8	D
5	9	44
5	10	88
5	11	zz
5	12	90
5	13	57
5	14	70
5	15	30
5	16	98
5	17	35
5	18	zi
5	19	99
5	20	74
5	21	93
5	22	70
5	23	55
5	24	15
5	25	60
5	26	4z
5	27	ii
5	28	Ot
5	29	#
5	30	z6
5	31	30
5	32	Q
5	33	5i
5	34	58
5	35	35
5	36	85
5	37	8z
5	38	66
5	39	i6
5	40	z5
5	41	S
5	42	86
5	43	4z
5	44	39
5	45	N
5	46	8i
5	47	65
5	48	z
5	49	40
5	50	zz
5	51	09
5	52	5z
6	1	zz
6	2	60
6	3	98
6	4	V
6	5	Hf
6	6	zz7i
6	7	zz5i
6	8	79
6	9	30
6	10	38
6	11	5i
6	12	84
6	13	25
6	14	7i
6	15	73
6	16	30
6	17	48
6	18	60
6	19	15
6	20	36
6	21	N
6	22	60
6	23	70
6	24	43
6	25	84
6	26	44
6	27	F
6	28	zz
6	29	40
6	30	z9
6	31	zz
6	32	37
6	33	70
6	34	L
6	35	6i
6	36	4z
6	37	39
6	38	M
6	39	35
6	40	D
6	41	43
6	42	i6
6	43	99
6	44	8i
6	45	z9
6	46	84
6	47	8z
6	48	87
6	49	98
6	50	30
7	1	N
7	2	z35
7	3	z9
7	4	5i
7	5	18
7	6	48
7	7	73
7	8	36
7	9	56
7	10	z6
7	11	i8
7	12	3673
7	13	30
7	14	z6
7	15	53
7	16	ii
7	17	4i
7	18	54
7	19	73
7	20	Ki6
7	21	77
7	22	7z7i
7	23	99
7	24	B
7	25	z9
7	26	55
7	27	44
7	28	i5
7	29	70
7	30	zz
7	31	43
7	32	79
7	33	53
7	34	98
7	35	78
7	36	36
7	37	N
7	38	70
7	39	i0
7	40	i8
7	41	30
7	42	i93
7	43	ziz
7	44	O
7	45	88
8	1	38
8	2	51
8	3	Xu3
8	4	107
8	5	4z
8	6	36
8	7	L
8	8	z6
8	9	30
8	10	ii
8	11	i6
8	12	3i
8	13	i3
8	14	73
8	15	Uzz
8	16	i6
8	17	z5
8	18	83
8	19	G
8	20	60
8	21	55
8	22	i0
8	23	i6
8	24	97
8	25	i37
8	26	i6
8	27	99
8	28	N
8	29	6i
8	30	30
8	31	3i
8	32	73
8	33	O
8	34	5z
8	35	37
8	36	ii
8	37	X
8	38	6i
8	39	44
8	40	i49
8	41	Xu3
8	42	65
8	43	7i
8	44	z
8	45	30
8	46	39
8	47	44
8	48	3z
8	49	ii
9	1	44
9	2	6
9	3	z73
9	4	i03
9	5	Enz73
9	6	z00
9	7	Xu3
9	8	z73
9	9	94
9	10	z5
9	11	70
9	12	54
9	13	73
9	14	zz
9	15	77
9	16	99
9	17	T
9	18	54
9	19	79
9	20	487
9	21	zz
9	22	55
9	23	A
9	24	S
9	25	D
9	26	8i
9	27	73
9	28	N
9	29	K
9	30	z53
9	31	ziz
9	32	F
9	33	W
9	34	99
9	35	75
9	36	A
9	37	30
9	38	ii
9	39	zz
9	40	54
9	41	i0
9	42	zz
9	43	7z60
9	44	3770
9	45	iTT
9	46	44
10	1	ii
10	2	z55
10	3	30
10	4	30
10	5	66
10	6	O
10	7	55
10	8	30
10	9	38
10	10	5i
10	11	87
10	12	55
10	13	90
10	14	7i
10	15	5i
10	16	73
10	17	R
10	18	6i
10	19	4z
10	20	36
10	21	5z
10	22	73
10	23	70
10	24	7i
10	25	7755
10	26	T
10	27	i6
10	28	74
10	29	83
10	30	i87
10	31	i6
10	32	At
10	33	Xu5
10	34	40
10	35	88
10	36	86
10	37	i6
10	38	i5
10	39	60
10	40	37
10	41	36
10	42	99
10	43	7773
10	44	66
10	45	O
10	46	77
10	47	76
10	48	87
10	49	65
11	1	iz55
11	2	9i
11	3	6z
11	4	90
11	5	58
11	6	z9
11	7	3i
11	8	7z
11	9	i0
11	10	83
11	11	3i
11	12	ii
11	13	L
11	14	94
11	15	58
11	16	3i
11	17	i5
11	18	66
11	19	N
11	20	70
11	21	88
11	22	37
11	23	55
11	24	W
11	25	48
11	26	30
11	27	55
11	28	i0
11	29	9i
11	30	30
11	31	78
11	32	39
11	33	3i
11	34	z9
11	35	37
11	36	V
11	37	99
11	38	ii
11	39	43
11	40	Xu3
11	41	8z
11	42	39
11	43	zz
11	44	73
11	45	i
11	46	78
11	47	G
