line	pos	sign
hstam_4_h_1411_0023_L14	1	ILLEGIBLE
hstam_4_h_1411_0023_L14	2	ILLEGIBLE
hstam_4_h_1411_0023_L14	3	ILLEGIBLE
hstam_4_h_1411_0023_L14	4	98
hstam_4_h_1411_0023_L14	5	79
hstam_4_h_1411_0023_L14	6	78
hstam_4_h_1411_0023_L14	7	N
hstam_4_h_1411_0023_L14	8	16
hstam_4_h_1411_0023_L14	9	84
hstam_4_h_1411_0023_L14	10	75
hstam_4_h_1411_0023_L14	11	39
hstam_4_h_1411_0023_L14	12	19
hstam_4_h_1411_0023_L14	13	48
hstam_4_h_1411_0023_L14	14	30
hstam_4_h_1411_0023_L14	15	31
hstam_4_h_1411_0023_L14	16	58
hstam_4_h_1411_0023_L14	17	4z
hstam_4_h_1411_0023_L14	18	z56
hstam_4_h_1411_0023_L14	19	11
hstam_4_h_1411_0023_L14	20	97
hstam_4_h_1411_0023_L14	21	S
hstam_4_h_1411_0023_L14	22	13
hstam_4_h_1411_0023_L14	23	z7
hstam_4_h_1411_0023_L14	24	49
hstam_4_h_1411_0023_L14	25	4z
hstam_4_h_1411_0023_L14	26	z3
hstam_4_h_1411_0023_L14	27	58
hstam_4_h_1411_0023_L14	28	83
hstam_4_h_1411_0023_L14	29	z7
hstam_4_h_1411_0023_L14	30	70
hstam_4_h_1411_0023_L14	31	57
hstam_4_h_1411_0023_L14	32	16
hstam_4_h_1411_0023_L14	33	44
hstam_4_h_1411_0023_L14	34	80
hstam_4_h_1411_0023_L14	35	z7
hstam_4_h_1411_0023_L14	36	55
hstam_4_h_1411_0023_L14	37	77
hstam_4_h_1411_0023_L15	1	72
hstam_4_h_1411_0023_L15	2	84
hstam_4_h_1411_0023_L15	3	97
hstam_4_h_1411_0023_L15	4	4z
hstam_4_h_1411_0023_L15	5	z8
hstam_4_h_1411_0023_L15	6	83
hstam_4_h_1411_0023_L15	7	O
hstam_4_h_1411_0023_L15	8	Y
hstam_4_h_1411_0023_L15	9	31
hstam_4_h_1411_0023_L15	10	83
hstam_4_h_1411_0023_L15	11	11
hstam_4_h_1411_0023_L15	12	94
hstam_4_h_1411_0023_L15	13	96
hstam_4_h_1411_0023_L15	14	B
hstam_4_h_1411_0023_L15	15	49
hstam_4_h_1411_0023_L15	16	80
hstam_4_h_1411_0023_L15	17	9z
hstam_4_h_1411_0023_L15	18	95
hstam_4_h_1411_0023_L15	19	Y
hstam_4_h_1411_0023_L15	20	84
hstam_4_h_1411_0023_L15	21	4z
hstam_4_h_1411_0023_L15	22	61
hstam_4_h_1411_0023_L15	23	63
hstam_4_h_1411_0023_L15	24	41
hstam_4_h_1411_0023_L15	25	81
hstam_4_h_1411_0023_L15	26	30
hstam_4_h_1411_0023_L15	27	35
hstam_4_h_1411_0023_L15	28	88
hstam_4_h_1411_0023_L15	29	11
hstam_4_h_1411_0023_L15	30	70
hstam_4_h_1411_0023_L15	31	zz
hstam_4_h_1411_0023_L15	32	46
hstam_4_h_1411_0023_L15	33	66
hstam_4_h_1411_0023_L15	34	97
hstam_4_h_1411_0023_L15	35	16
hstam_4_h_1411_0023_L15	36	94
hstam_4_h_1411_0023_L15	37	13
hstam_4_h_1411_0023_L15	38	Y
hstam_4_h_1411_0023_L15	39	z7
hstam_4_h_1411_0023_L15	40	66
hstam_4_h_1411_0023_L15	41	74
hstam_4_h_1411_0023_L15	42	81
hstam_4_h_1411_0023_L15	43	64
hstam_4_h_1411_0023_L15	44	96
hstam_4_h_1411_0023_L15	45	11
hstam_4_h_1411_0023_L16	1	30
hstam_4_h_1411_0023_L16	2	61
hstam_4_h_1411_0023_L16	3	60
hstam_4_h_1411_0023_L16	4	4z
hstam_4_h_1411_0023_L16	5	46
hstam_4_h_1411_0023_L16	6	36
hstam_4_h_1411_0023_L16	7	D
hstam_4_h_1411_0023_L16	8	z6
hstam_4_h_1411_0023_L16	9	13
hstam_4_h_1411_0023_L16	10	z9
hstam_4_h_1411_0023_L16	11	48
hstam_4_h_1411_0023_L16	12	O
hstam_4_h_1411_0023_L16	13	61
hstam_4_h_1411_0023_L16	14	z1
hstam_4_h_1411_0023_L16	15	49
hstam_4_h_1411_0023_L16	16	63
hstam_4_h_1411_0023_L16	17	18
hstam_4_h_1411_0023_L16	18	95
hstam_4_h_1411_0023_L16	19	99
hstam_4_h_1411_0023_L16	20	98
hstam_4_h_1411_0023_L16	21	11
hstam_4_h_1411_0023_L16	22	z5
hstam_4_h_1411_0023_L16	23	55
hstam_4_h_1411_0023_L16	24	60
hstam_4_h_1411_0023_L16	25	61
hstam_4_h_1411_0023_L16	26	30
hstam_4_h_1411_0023_L16	27	47
hstam_4_h_1411_0023_L16	28	84
hstam_4_h_1411_0023_L16	29	97
hstam_4_h_1411_0023_L16	30	4z
hstam_4_h_1411_0023_L16	31	Y
hstam_4_h_1411_0023_L16	32	44
hstam_4_h_1411_0023_L16	33	49
hstam_4_h_1411_0023_L16	34	zz
hstam_4_h_1411_0023_L16	35	z7
hstam_4_h_1411_0023_L16	36	55
hstam_4_h_1411_0023_L16	37	W
hstam_4_h_1411_0023_L16	38	46
hstam_4_h_1411_0023_L16	39	70
hstam_4_h_1411_0023_L16	40	77
hstam_4_h_1411_0023_L16	41	18
hstam_4_h_1411_0023_L16	42	73
hstam_4_h_1411_0023_L17	1	97
hstam_4_h_1411_0023_L17	2	1
hstam_4_h_1411_0023_L17	3	79
hstam_4_h_1411_0023_L17	4	T
hstam_4_h_1411_0023_L17	5	16
hstam_4_h_1411_0023_L17	6	19
hstam_4_h_1411_0023_L17	7	96
hstam_4_h_1411_0023_L17	8	66
hstam_4_h_1411_0023_L17	9	71
hstam_4_h_1411_0023_L17	10	84
hstam_4_h_1411_0023_L17	11	4z
