line	position	sign	confidence	alt	why
ad3	1	W.	H		agree
ad3	2	Str	H		agree
ad3	3	53.	H		agree
ad3	4	Catokwacopa.	H		agree
ad3	5	Olcabrokorlested.	H		agree
ad3	6	Coomemega.	H		agree
ad3	7	Sesipyyocashostikr.	H		agree
ad3	8	Rep.–Itedconlec	H		agree
ad3	9	mistrl.	H		agree
ad3	10	–Hrsclam	H		agree
ad3	11	54.	H		agree
ad3	12	3	H		agree
ad3	13	caselcluchozamet?.	M	B:caselcluchozamot.	differ
ad3	14	1.	H		agree
ad3	15	6.	H		agree
ad3	16	9.	H		agree
ad3	17	Mopredisco.	H		agree
ad3	18	Contoladsemot.	H		agree
ad3	19	Iadfilisat.	H		agree
ad3	20	Qft.	H		agree
ad3	21	Cagap.	H		agree
ad3	22	Balmnopsemsov.	H		agree
ad3	23	Ap.	H		agree
ad3	24	138.–Hodsam	H		agree
ad3	25	55,	H		agree
ad3	26	6.	H		agree
ad3	27	Iopotonrogfimsecharsenr.	H		agree
ad3	28	Tolshr.	H		agree
ad3	29	Itedjolec.	H		agree
ad3	30	mistrl.–Ding	H		agree
ad3	31	Declon.–Ereflodbr.	H		agree
ad4	1	W.	H		agree
ad4	2	–Umem	H		agree
ad4	3	18.	H		agree
ad4	4	Poayatlgerty.	H		agree
ad4	5	Dpeatcnrftin.	H		agree
ad4	6	Nvtinrdn.	H		agree
ad4	7	Dmlurpinrtrcamnr.	H		agree
ad4	8	Etd.	H		agree
ad4	9	–	H		agree
ad4	10	Atndngtnsurs.	H		agree
ad4	11	Otenpu.–Etfdorshpxn.	H		agree
ad4	12	18.	H		agree
ad4	13	Ndtsfindseseo.	H		agree
ad4	14	Cotegr	H		agree
ad4	15	Tsvlysdinlge.	H		agree
ad4	16	Ngtndusdendo.	M	B:Ngtndusdcndo.	differ
ad4	17	Edrstneirs.	H		agree
ad4	18	Ui.	H		agree
ad4	19	Ndted.	H		agree
ad4	20	Iolapstedttoc.	H		agree
ad4	21	A.P.	H		agree
ad4	22	138.–	H		agree
ad4	23	Yxn.	H		agree
ad4	24	18.	H		agree
ad4	25	18.	H		agree
ad4	26	Wtubtrfftrstendinhofsvmnr.	H		agree
ad4	27	Dily.–Atdwtsurs.	H		agree
ad4	28	Oatvpu.–	H		agree
ad4	29	Y	H		agree
ad4	30	Arati.	H		agree
ad4	31	Rileohmae.–This	H		agree
ad4	32	will	H		agree
ad4	33	be	H		agree
ad4	34	intelligible	H		agree
ad4	35	if	H		agree
ad4	36	read	H		agree
ad4	37	in	H		agree
ad4	38	connection	H		agree
ad4	39	with	H		agree
ad4	40	my	H		agree
ad4	41	communication	H		agree
ad4	42	published	H		agree
ad4	43	in	H		agree
ad4	44	this	H		agree
ad4	45	column	H		agree
ad4	46	on	H		agree
ad4	47	the	H		agree
ad4	48	8th	H		agree
ad4	49	inst.	H		agree
