line	pos	sign	conf	left	right
p2L22	1	15		Quant aux
p2L22	2	16
p2L22	3	22
p2L22	4	23
p2L22	5	1
p2L22	6	10
p2L22	7	3
p2L22	8	14
p2L22	9	5
p2L22	10	16
p2L22	11	11
p2L22	12	11^
p2L22	13	13
p2L22	14	14^
p2L22	15	[mark]3	M
p2L22	16	15^
p2L22	17	17
p2L22	18	12
p2L22	19	15
p2L22	20	6
p2L22	21	19
p2L22	22	14
p2L24	1	10		et
p2L24	2	16^
p2L24	3	14
p2L24	4	7
p2L24	5	17
p2L24	6	22
p2L24	7	10	M
p2L24	8	2	M
p2L24	9	1
p2L24	10	12
p2L24	11	19^
p2L24	12	29^
p2L24	13	14
p2L24	14	20	M
p2L24	15	2^	M
p2L24	16	6
p2L24	17	17
p2L24	18	20^
p2L24	19	11
p2L24	20	8
p2L24	21	11
p2L24	22	6
p2L24	23	1
p2L24	24	2
p2L24	25	20
p2L25	1	9^
p2L25	2	9
p2L25	3	14^
p2L25	4	3
p2L25	5	20
p2L25	6	14
p2L25	7	5
p2L25	8	15
p2L25	9	10			Et quoy
p2L26	1	24		quelle
p2L26	2	1
p2L26	3	2
p2L26	4	11
p2L26	5	21
p2L26	6	10
p2L26	7	3
p2L26	8	4	M
p2L27	1	29^
p2L27	2	12
p2L27	3	24
p2L27	4	21
p2L27	5	6
p2L27	6	10
p2L27	7	20
p2L27	8	[mark]16	M
p2L27	9	4
p2L27	10	7^
p2L27	11	11
p2L27	12	17
p2L27	13	10
p2L27	14	16
p2L27	15	[mark]12	M
p2L27	16	15
p2L27	17	7^
p2L27	18	10
p2L27	19	23^
p2L27	20	16
p2L27	21	3
p2L27	22	11^
p2L27	23	19
p2L27	24	3
p2L27	25	5
p2L27	26	1
p2L27	27	10
p2L27	28	1
p2L28	1	16
p2L28	2	10^
p2L28	3	7
p2L28	4	23^
p2L28	5	17
p2L28	6	24
p2L28	7	29^
p2L28	8	12^
p2L28	9	16
p2L28	10	10^
p2L28	11	8
p2L28	12	8^
p2L28	13	10
p2L28	14	8
p2L28	15	16
p2L28	16	4
p2L28	17	6
p2L28	18	8
p2L28	19	22
p2L28	20	24
p2L28	21	4^		Il ne
