line	position	sign	confidence	alt	why
04614_p3_L01_a	1	21	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	2	101	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	3	82	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	4	86	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	5	62	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	6	102	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	7	21	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	8	82	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	9	112	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	10	83	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	11	13	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	12	21	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	13	84	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	14	14	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	15	61	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	16	22	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	17	62	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	18	31	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	19	107	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_a	20	87	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_b	1	26	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_b	2	40	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
04614_p3_L01_b	3	25	M		pass A taken for crop L01 (pass B line numbering offset); 217/270 checked on image (AX-COMP)
