line	position	sign	confidence
07205_p2_L01_a	1	209	M
07205_p2_L01_a	2	w:ce	M
07205_p2_L01_a	3	w:quolz	L
07205_p2_L01_a	4	w:sont	L
07205_p2_L01_a	5	w:rauictz	L
07205_p2_L01_a	6	w:ne	L
07205_p2_L01_a	7	w:quartuzo	L
07205_p2_L01_a	8	127	M
07205_p2_L01_a	9	105	M
07205_p2_L01_a	10	114	M
07205_p2_L01_a	11	98	M
07205_p2_L01_a	12	102	M
07205_p2_L01_a	13	10	M
07205_p2_L01_a	14	30	M
07205_p2_L01_a	15	62	M
07205_p2_L01_a	16	29	M
07205_p2_L01_a	17	20	M
07205_p2_L01_a	18	8	L
07205_p2_L01_b	1	31	M
07205_p2_L01_b	2	77	M
07205_p2_L01_b	3	82	M
07205_p2_L01_b	4	33	M
07205_p2_L01_b	5	6	M
07205_p2_L01_b	6	36	M
07205_p2_L01_b	7	31	M
07205_p2_L01_b	8	111	M
07205_p2_L01_b	9	82	M
07205_p2_L01_b	10	12	M
07205_p2_L01_b	11	112	M
07205_p2_L01_b	12	81	M
07205_p2_L01_b	13	32	M
07205_p2_L01_b	14	13	M
07205_p2_L01_b	15	81	M
07205_p2_L01_b	16	82	M
07205_p2_L01_b	17	27	M
07205_p2_L01_b	18	89	M
07205_p2_L01_b	19	31	M
07205_p2_L01_b	20	4	M
07205_p2_L01_b	21	9	M
07205_p2_L01_b	22	37	M
07205_p2_L01_b	23	29	M
07205_p2_L01_b	24	30	M
07205_p2_L01_b	25	82	M
07205_p2_L01_c	1	114	M
07205_p2_L01_c	2	113	M
07205_p2_L01_c	3	81	M
07205_p2_L01_c	4	118	M
07205_p2_L01_c	5	84	M
07205_p2_L01_c	6	1	M
07205_p2_L01_c	7	33	M
07205_p2_L01_c	8	80	M
07205_p2_L01_c	9	81	M
07205_p2_L01_c	10	26	M
07205_p2_L01_c	11	37	M
07205_p2_L01_c	12	103	M
07205_p2_L01_c	13	112	M
07205_p2_L01_c	14	113	M
07205_p2_L01_c	15	84	M
07205_p2_L01_c	16	26	M
07205_p2_L01_c	17	122	M
07205_p2_L01_c	18	w:de	M
07205_p2_L01_c	19	w:pour	M
07205_p2_L01_c	20	w:plus	M
07205_p2_L01_c	21	w:clair	L
07205_p2_L01_d	1	w:cognoistre	L
07205_p2_L01_d	2	w:des	L
07205_p2_L01_d	3	w:quolz	L
07205_p2_L01_d	4	w:quartuzo	L
07205_p2_L01_d	5	w:toutrous	L
