line	position	sign	confidence
07205_p4_L01_a	1	132	M
07205_p4_L01_a	2	129	M
07205_p4_L01_a	3	82	M
07205_p4_L01_a	4	35	M
07205_p4_L01_a	5	102	M
07205_p4_L01_a	6	32	M
07205_p4_L01_a	7	83	M
07205_p4_L01_a	8	31	M
07205_p4_L01_a	9	113	M
07205_p4_L01_a	10	84	M
07205_p4_L01_a	11	20	M
07205_p4_L01_a	12	80	M
07205_p4_L01_a	13	9	M
07205_p4_L01_a	14	118	M
07205_p4_L01_a	15	117	M
07205_p4_L01_a	16	84	M
07205_p4_L01_a	17	104	M
07205_p4_L01_a	18	92	M
07205_p4_L01_a	19	83	M
07205_p4_L01_a	20	29	M
07205_p4_L01_a	21	81	M
07205_p4_L01_a	22	31	M
07205_p4_L01_a	23	77	M
07205_p4_L01_a	24	84	L
07205_p4_L01_b	1	93	M
07205_p4_L01_b	2	104	M
07205_p4_L01_b	3	84	M
07205_p4_L01_b	4	82	M
07205_p4_L01_b	5	1	M
07205_p4_L01_b	6	30	M
07205_p4_L01_b	7	19	M
07205_p4_L01_b	8	39	M
07205_p4_L01_b	9	101	L
07205_p4_L01_b	10	118	M
07205_p4_L01_b	11	81	M
07205_p4_L01_b	12	1	M
07205_p4_L01_b	13	13	M
07205_p4_L01_b	14	6	M
07205_p4_L01_b	15	37	M
07205_p4_L01_b	16	21	M
07205_p4_L01_b	17	22	M
07205_p4_L01_b	18	9	M
07205_p4_L01_b	19	82	M
07205_p4_L01_b	20	84	M
07205_p4_L01_b	21	2	M
07205_p4_L01_b	22	31	M
07205_p4_L01_b	23	39	M
07205_p4_L01_b	24	82	M
07205_p4_L01_b	25	9	M
07205_p4_L01_b	26	104	M
07205_p4_L01_b	27	21	M
07205_p4_L01_c	1	w:et	M
07205_p4_L01_c	2	w:a	M
07205_p4_L01_c	3	w:toute	M
07205_p4_L01_c	4	w:la	M
07205_p4_L01_c	5	w:cause	L
07205_p4_L01_c	6	w:publicque	L
07205_p4_L01_c	7	w:et	M
07205_p4_L01_c	8	w:au	L
07205_p4_L01_c	9	127	M
07205_p4_L01_c	10	120	M
07205_p4_L01_c	11	8	M
07205_p4_L01_c	12	84	M
07205_p4_L01_c	13	9	M
07205_p4_L01_c	14	103	M
07205_p4_L01_c	15	81	M
07205_p4_L01_c	16	28	M
07205_p4_L01_c	17	12	M
07205_p4_L01_c	18	9	M
07205_p4_L01_c	19	104	M
07205_p4_L01_d	1	41	M
07205_p4_L01_d	2	82	M
07205_p4_L01_d	3	23	M
07205_p4_L01_d	4	90	M
07205_p4_L01_d	5	82	M
07205_p4_L01_d	6	112	M
07205_p4_L01_d	7	82	M
07205_p4_L01_d	8	139	M
07205_p4_L01_d	9	129	M
07205_p4_L01_d	10	35	M
07205_p4_L01_d	11	9	M
07205_p4_L01_d	12	37	M
07205_p4_L01_d	13	28	M
07205_p4_L01_d	14	13	M
07205_p4_L01_d	15	113	M
07205_p4_L01_d	16	84	M
07205_p4_L01_d	17	9	M
07205_p4_L01_d	18	39	M
07205_p4_L01_d	19	27	M
07205_p4_L01_d	20	99	M
07205_p4_L01_d	21	84	M
07205_p4_L01_d	22	27	M
07205_p4_L01_d	23	33	M
07205_p4_L01_d	24	8	M
07205_p4_L02_a	1	8	M
07205_p4_L02_a	2	114	M
07205_p4_L02_a	3	82	M
07205_p4_L02_a	4	13	M
07205_p4_L02_a	5	115	M
07205_p4_L02_a	6	38	M
07205_p4_L02_a	7	27	M
07205_p4_L02_a	8	15	L
07205_p4_L02_a	9	40	M
07205_p4_L02_a	10	82	M
07205_p4_L02_a	11	130	M
07205_p4_L02_a	12	115	M
07205_p4_L02_a	13	38	M
07205_p4_L02_a	14	21	M
07205_p4_L02_a	15	23	M
07205_p4_L02_a	16	81	M
07205_p4_L02_a	17	9	M
07205_p4_L02_a	18	83	M
07205_p4_L02_a	19	1	M
07205_p4_L02_a	20	8	M
07205_p4_L02_a	21	35	M
07205_p4_L02_a	22	20	M
07205_p4_L02_a	23	12	M
07205_p4_L02_a	24	22	M
07205_p4_L02_b	1	27	M
07205_p4_L02_b	2	33	M
07205_p4_L02_b	3	84	M
07205_p4_L02_b	4	21	M
07205_p4_L02_b	5	123	M
07205_p4_L02_b	6	28	M
07205_p4_L02_b	7	81	M
07205_p4_L02_b	8	2	M
07205_p4_L02_b	9	10	M
07205_p4_L02_b	10	40	M
07205_p4_L02_b	11	25	M
07205_p4_L02_b	12	30	M
07205_p4_L02_b	13	13	M
07205_p4_L02_b	14	85	M
07205_p4_L02_b	15	24	M
07205_p4_L02_b	16	18	M
07205_p4_L02_b	17	37	M
07205_p4_L02_b	18	82	M
07205_p4_L02_b	19	113	M
07205_p4_L02_b	20	15	L
07205_p4_L02_b	21	39	M
07205_p4_L02_b	22	81	M
07205_p4_L02_b	23	40	M
07205_p4_L02_b	24	9	M
07205_p4_L02_c	1	82	M
07205_p4_L02_c	2	20	M
07205_p4_L02_c	3	40	M
07205_p4_L02_c	4	85	M
07205_p4_L02_c	5	91	L
07205_p4_L02_c	6	85	M
07205_p4_L02_c	7	30	M
07205_p4_L02_c	8	9	M
07205_p4_L02_c	9	109	M
07205_p4_L02_c	10	34	M
07205_p4_L02_c	11	127	M
07205_p4_L02_c	12	w:et	M
07205_p4_L02_c	13	w:cela	M
07205_p4_L02_c	14	w:aucun	L
07205_p4_L02_c	15	w:tout	M
07205_p4_L02_c	16	w:proffit	M
07205_p4_L02_c	17	w:possible	M
07205_p4_L02_d	1	133	M
07205_p4_L02_d	2	129	M
07205_p4_L02_d	3	9	M
07205_p4_L02_d	4	7	M
07205_p4_L02_d	5	2	M
07205_p4_L02_d	6	27	M
07205_p4_L02_d	7	39	M
07205_p4_L02_d	8	8	M
07205_p4_L02_d	9	37	M
07205_p4_L02_d	10	27	M
07205_p4_L02_d	11	84	M
07205_p4_L02_d	12	22	M
07205_p4_L02_d	13	21	M
07205_p4_L02_d	14	81	M
07205_p4_L02_d	15	20	M
07205_p4_L02_d	16	32	M
07205_p4_L02_d	17	81	M
07205_p4_L02_d	18	21	M
07205_p4_L02_d	19	84	M
07205_p4_L02_d	20	1	M
07205_p4_L02_d	21	8	M
07205_p4_L02_d	22	27	M
07205_p4_L02_d	23	82	M
07205_p4_L02_d	24	20	M
07205_p4_L03_a	1	23	M
07205_p4_L03_a	2	83	M
07205_p4_L03_a	3	32	M
07205_p4_L03_a	4	104	M
07205_p4_L03_a	5	10	M
07205_p4_L03_a	6	85	M
07205_p4_L03_a	7	30	M
07205_p4_L03_a	8	85	M
07205_p4_L03_a	9	114	M
07205_p4_L03_a	10	109	L
07205_p4_L03_a	11	85	M
07205_p4_L03_a	12	9	M
07205_p4_L03_a	13	2	M
07205_p4_L03_a	14	81	M
07205_p4_L03_a	15	27	M
07205_p4_L03_a	16	121	M
07205_p4_L03_a	17	14	M
07205_p4_L03_a	18	24	M
07205_p4_L03_a	19	84	M
07205_p4_L03_a	20	4	M
07205_p4_L03_a	21	34	M
07205_p4_L03_a	22	104	M
07205_p4_L03_a	23	93	M
07205_p4_L03_b	1	18	M
07205_p4_L03_b	2	38	M
07205_p4_L03_b	3	84	M
07205_p4_L03_b	4	28	M
07205_p4_L03_b	5	83	M
07205_p4_L03_b	6	85	M
07205_p4_L03_b	7	30	M
07205_p4_L03_b	8	114	M
07205_p4_L03_b	9	31	M
07205_p4_L03_b	10	81	M
07205_p4_L03_b	11	20	M
07205_p4_L03_b	12	118	M
07205_p4_L03_b	13	82	M
07205_p4_L03_b	14	2	M
07205_p4_L03_b	15	83	M
07205_p4_L03_b	16	84	M
07205_p4_L03_b	17	29	M
07205_p4_L03_b	18	19	M
07205_p4_L03_b	19	38	M
07205_p4_L03_b	20	82	M
07205_p4_L03_b	21	114	M
07205_p4_L03_c	1	9	M
07205_p4_L03_c	2	9	M
07205_p4_L03_c	3	2	M
07205_p4_L03_c	4	20	M
07205_p4_L03_c	5	38	M
07205_p4_L03_c	6	81	M
07205_p4_L03_c	7	27	M
07205_p4_L03_c	8	131	M
07205_p4_L03_c	9	w:qui	M
07205_p4_L03_c	10	w:vient	M
07205_p4_L03_c	11	w:trop	M
07205_p4_L03_c	12	w:a	M
07205_p4_L03_c	13	w:la	M
07205_p4_L03_c	14	w:longue	M
07205_p4_L03_c	15	w:et	M
07205_p4_L03_c	16	w:pour	M
07205_p4_L03_c	17	w:avoir	M
07205_p4_L03_c	18	132	M
07205_p4_L03_d	1	10	M
07205_p4_L03_d	2	19	M
07205_p4_L03_d	3	8	M
07205_p4_L03_d	4	85	M
07205_p4_L03_d	5	88	M
07205_p4_L03_d	6	8	M
07205_p4_L03_d	7	27	M
07205_p4_L03_d	8	84	M
07205_p4_L03_d	9	10	M
07205_p4_L03_d	10	21	M
07205_p4_L03_d	11	81	M
07205_p4_L03_d	12	28	M
07205_p4_L03_d	13	104	M
07205_p4_L03_d	14	73	L
07205_p4_L03_d	15	84	M
07205_p4_L03_d	16	84	M
07205_p4_L03_d	17	1	M
07205_p4_L03_d	18	118	M
07205_p4_L03_d	19	85	M
07205_p4_L03_d	20	104	M
07205_p4_L03_d	21	114	M
07205_p4_L03_d	22	112	M
07205_p4_L03_d	23	103	M
07205_p4_L03_e	1	39	M
07205_p4_L03_e	2	21	M
07205_p4_L03_e	3	85	M
07205_p4_L03_e	4	20	M
07205_p4_L03_e	5	31	M
07205_p4_L03_e	6	84	M
07205_p4_L03_e	7	33	M
07205_p4_L03_e	8	103	M
