line	position	sign	confidence
04614_p2_L01_a	1	21	L
04614_p2_L01_a	2	82	H
04614_p2_L01_a	3	71	H
04614_p2_L01_a	4	16	H
04614_p2_L01_a	5	101	H
04614_p2_L01_a	6	26	H
04614_p2_L01_a	7	83	H
04614_p2_L01_a	8	w:car	L
04614_p2_L01_a	9	w:ainsi	H
04614_p2_L01_a	10	w:avons	L
04614_p2_L01_a	11	83	H
04614_p2_L01_a	12	27	H
04614_p2_L01_a	13	32	H
04614_p2_L01_a	14	84	H
04614_p2_L01_a	15	72	H
04614_p2_L01_a	16	7	H
04614_p2_L01_a	17	1	H
04614_p2_L01_a	18	33	H
04614_p2_L01_a	19	21	H
04614_p2_L01_a	20	81	H
04614_p2_L01_a	21	102	H
04614_p2_L01_a	22	4	H
04614_p2_L01_a	23	34	H
04614_p2_L01_a	24	76	H
04614_p2_L01_b	1	87	H
04614_p2_L01_b	2	35	H
04614_p2_L01_b	3	22	H
04614_p2_L01_b	4	63	H
04614_p2_L01_b	5	105	H
04614_p2_L01_b	6	74	H
04614_p2_L01_b	7	34	H
04614_p2_L01_b	8	83	H
04614_p2_L01_b	9	25	H
04614_p2_L01_b	10	30	H
04614_p2_L01_b	11	4	H
04614_p2_L01_b	12	24	H
04614_p2_L01_b	13	70	H
04614_p2_L01_b	14	81	H
04614_p2_L01_b	15	26	H
04614_p2_L01_b	16	29	H
04614_p2_L01_b	17	31	H
04614_p2_L01_b	18	61	H
04614_p2_L01_b	19	111	H
04614_p2_L01_b	20	115	L
04614_p2_L01_b	21	36	H
04614_p2_L01_b	22	5	H
04614_p2_L01_b	23	96	H
04614_p2_L01_c	1	61	H
04614_p2_L01_c	2	26	H
04614_p2_L01_c	3	75	H
04614_p2_L01_c	4	65	H
04614_p2_L01_c	5	36	H
04614_p2_L01_c	6	6	H
04614_p2_L01_c	7	23	H
04614_p2_L01_c	8	19	H
04614_p2_L01_c	9	40	H
04614_p2_L01_c	10	105	H
04614_p2_L01_c	11	111	H
04614_p2_L01_c	12	56	H
04614_p2_L01_c	13	29	H
04614_p2_L01_c	14	82	H
04614_p2_L01_c	15	24	H
04614_p2_L01_c	16	7	H
04614_p2_L01_c	17	1	H
04614_p2_L01_c	18	31	H
04614_p2_L01_c	19	10	H
04614_p2_L01_c	20	69	H
04614_p2_L01_c	21	112	H
04614_p2_L01_c	22	102	H
04614_p2_L01_c	23	81	H
04614_p2_L01_c	24	94	L
04614_p2_L01_c	25	85	H
04614_p2_L01_c	26	28	H
04614_p2_L01_d	1	76	H
04614_p2_L01_d	2	82	H
04614_p2_L01_d	3	29	H
04614_p2_L01_d	4	83	H
04614_p2_L01_d	5	25	H
04614_p2_L01_d	6	4	H
04614_p2_L01_d	7	104	H
04614_p2_L01_d	8	23	H
04614_p2_L01_d	9	80	H
04614_p2_L01_d	10	40	H
04614_p2_L01_d	11	85	H
04614_p2_L01_d	12	26	H
04614_p2_L01_d	13	118	H
04614_p2_L01_d	14	10	H
04614_p2_L01_d	15	105	H
04614_p2_L01_d	16	30	H
04614_p2_L01_d	17	82	H
04614_p2_L01_d	18	31	H
04614_p2_L01_d	19	61	H
04614_p2_L01_d	20	40	H
04614_p2_L01_d	21	21	H
04614_p2_L01_d	22	6	H
04614_p2_L01_d	23	2	H
04614_p2_L01_d	24	35	H
04614_p2_L02_a	1	39	H
04614_p2_L02_a	2	5	H
04614_p2_L02_a	3	76	H
04614_p2_L02_a	4	85	H
04614_p2_L02_a	5	117	H
04614_p2_L02_a	6	104	H
04614_p2_L02_a	7	120	H
04614_p2_L02_a	8	10	H
04614_p2_L02_a	9	103	H
04614_p2_L02_a	10	28	H
04614_p2_L02_a	11	12	H
04614_p2_L02_a	12	6	H
04614_p2_L02_a	13	36	H
04614_p2_L02_a	14	21	H
04614_p2_L02_a	15	111	H
04614_p2_L02_a	16	84	H
04614_p2_L02_a	17	40	H
04614_p2_L02_a	18	25	H
04614_p2_L02_a	19	24	H
04614_p2_L02_a	20	81	H
04614_p2_L02_a	21	31	H
04614_p2_L02_a	22	24	L
04614_p2_L02_a	23	61	H
04614_p2_L02_a	24	101	H
04614_p2_L02_b	1	26	H
04614_p2_L02_b	2	31	H
04614_p2_L02_b	3	84	L
04614_p2_L02_b	4	77	H
04614_p2_L02_b	5	84	H
04614_p2_L02_b	6	73	H
04614_p2_L02_b	7	81	H
04614_p2_L02_b	8	112	H
04614_p2_L02_b	9	63	H
04614_p2_L02_b	10	114	H
04614_p2_L02_b	11	8	H
04614_p2_L02_b	12	1	H
04614_p2_L02_b	13	14	H
04614_p2_L02_b	14	62	H
04614_p2_L02_b	15	101	H
04614_p2_L02_b	16	82	H
04614_p2_L02_b	17	21	H
04614_p2_L02_b	18	63	H
04614_p2_L02_b	19	33	H
04614_p2_L02_b	20	10	H
04614_p2_L02_b	21	2	H
04614_p2_L02_b	22	65	H
04614_p2_L02_b	23	75	H
04614_p2_L02_b	24	29	H
04614_p2_L02_b	25	34	H
04614_p2_L02_c	1	100	H
04614_p2_L02_c	2	81	H
04614_p2_L02_c	3	38	H
04614_p2_L02_c	4	24	H
04614_p2_L02_c	5	61	H
04614_p2_L02_c	6	2	H
04614_p2_L02_c	7	67	H
04614_p2_L02_c	8	61	H
04614_p2_L02_c	9	3	H
04614_p2_L02_c	10	34	H
04614_p2_L02_c	11	81	H
04614_p2_L02_c	12	22	H
04614_p2_L02_c	13	80	H
04614_p2_L02_c	14	85	H
04614_p2_L02_c	15	79	H
04614_p2_L02_c	16	102	H
04614_p2_L02_c	17	71	H
04614_p2_L02_c	18	31	H
04614_p2_L02_c	19	11	L
04614_p2_L02_c	20	21	H
04614_p2_L02_c	21	81	H
04614_p2_L02_c	22	120	H
04614_p2_L02_c	23	101	H
04614_p2_L02_c	24	21	H
04614_p2_L02_d	1	118	H
04614_p2_L02_d	2	10	H
04614_p2_L02_d	3	105	H
04614_p2_L02_d	4	30	H
04614_p2_L02_d	5	40	H
04614_p2_L02_d	6	5	H
04614_p2_L02_d	7	76	H
04614_p2_L02_d	8	82	H
04614_p2_L02_d	9	119	H
04614_p2_L02_d	10	102	H
04614_p2_L02_d	11	120	H
04614_p2_L02_d	12	9	L
04614_p2_L02_d	13	104	H
04614_p2_L02_d	14	30	H
04614_p2_L02_d	15	85	H
04614_p2_L02_d	16	21	H
04614_p2_L02_d	17	89	L
04614_p2_L02_d	18	14	H
04614_p2_L02_d	19	8	H
04614_p2_L02_d	20	2	H
04614_p2_L02_d	21	76	H
04614_p2_L02_d	22	81	H
04614_p2_L02_d	23	21	H
04614_p2_L02_d	24	10	H
04614_p2_L03_a	1	2	H
04614_p2_L03_a	2	32	H
04614_p2_L03_a	3	112	H
04614_p2_L03_a	4	81	H
04614_p2_L03_a	5	30	H
04614_p2_L03_a	6	85	H
04614_p2_L03_a	7	29	H
04614_p2_L03_a	8	31	H
04614_p2_L03_a	9	63	H
04614_p2_L03_a	10	37	H
04614_p2_L03_a	11	28	H
04614_p2_L03_a	12	78	H
04614_p2_L03_a	13	85	H
04614_p2_L03_a	14	22	L
04614_p2_L03_a	15	1	L
04614_p2_L03_a	16	81	H
04614_p2_L03_a	17	32	H
04614_p2_L03_a	18	24	L
04614_p2_L03_a	19	1	L
04614_p2_L03_a	20	15	H
04614_p2_L03_a	21	6	H
04614_p2_L03_a	22	40	H
04614_p2_L03_a	23	21	H
04614_p2_L03_a	24	111	H
04614_p2_L03_a	25	81	H
04614_p2_L03_b	1	26	H
04614_p2_L03_b	2	61	H
04614_p2_L03_b	3	37	H
04614_p2_L03_b	4	31	H
04614_p2_L03_b	5	23	H
04614_p2_L03_b	6	82	H
04614_p2_L03_b	7	30	H
04614_p2_L03_b	8	78	H
04614_p2_L03_b	9	36	H
04614_p2_L03_b	10	81	H
04614_p2_L03_b	11	57	H
04614_p2_L03_b	12	116	H
04614_p2_L03_b	13	9	H
04614_p2_L03_b	14	101	H
04614_p2_L03_b	15	20	L
04614_p2_L03_b	16	61	H
04614_p2_L03_b	17	26	H
04614_p2_L03_b	18	72	H
04614_p2_L03_b	19	63	H
04614_p2_L03_b	20	37	H
04614_p2_L03_b	21	9	H
04614_p2_L03_b	22	21	H
04614_p2_L03_b	23	16	L
04614_p2_L03_b	24	40	H
04614_p2_L03_c	1	105	H
04614_p2_L03_c	2	112	H
04614_p2_L03_c	3	60	L
04614_p2_L03_c	4	112	H
04614_p2_L03_c	5	82	H
04614_p2_L03_c	6	14	H
04614_p2_L03_c	7	63	H
04614_p2_L03_c	8	52	H
04614_p2_L03_c	9	85	H
04614_p2_L03_c	10	24	H
04614_p2_L03_c	11	10	H
04614_p2_L03_c	12	5	H
04614_p2_L03_c	13	31	H
04614_p2_L03_c	14	114	H
04614_p2_L03_c	15	64	H
04614_p2_L03_c	16	24	H
04614_p2_L03_c	17	84	H
04614_p2_L03_c	18	27	H
04614_p2_L03_c	19	33	H
04614_p2_L03_c	20	85	H
04614_p2_L03_c	21	76	H
04614_p2_L03_c	22	39	H
04614_p2_L03_d	1	13	H
04614_p2_L03_d	2	21	H
04614_p2_L03_d	3	82	H
04614_p2_L03_d	4	117	H
04614_p2_L03_d	5	101	H
04614_p2_L03_d	6	22	H
04614_p2_L03_d	7	118	H
04614_p2_L03_d	8	9	H
04614_p2_L03_d	9	104	H
04614_p2_L03_d	10	29	H
04614_p2_L03_d	11	65	H
04614_p2_L03_d	12	40	H
04614_p2_L03_d	13	64	H
04614_p2_L03_d	14	2	H
04614_p2_L03_d	15	33	H
04614_p2_L03_d	16	115	L
04614_p2_L03_d	17	63	H
04614_p2_L03_d	18	85	H
04614_p2_L03_d	19	102	H
04614_p2_L03_d	20	3	H
04614_p2_L03_d	21	79	H
04614_p2_L03_d	22	101	H
04614_p2_L04_a	1	72	H
04614_p2_L04_a	2	83	H
04614_p2_L04_a	3	114	H
04614_p2_L04_a	4	40	H
04614_p2_L04_a	5	52	H
04614_p2_L04_a	6	81	H
04614_p2_L04_a	7	31	H
04614_p2_L04_a	8	72	H
04614_p2_L04_a	9	84	H
04614_p2_L04_a	10	21	H
04614_p2_L04_a	11	8	H
04614_p2_L04_a	12	1	H
04614_p2_L04_a	13	31	H
04614_p2_L04_a	14	10	H
04614_p2_L04_a	15	69	H
04614_p2_L04_a	16	112	H
04614_p2_L04_a	17	101	H
04614_p2_L04_a	18	92	L
04614_p2_L04_a	19	84	H
04614_p2_L04_a	20	26	H
04614_p2_L04_a	21	77	H
04614_p2_L04_a	22	81	H
04614_p2_L04_a	23	113	H
04614_p2_L04_a	24	83	H
04614_p2_L04_b	1	116	H
04614_p2_L04_b	2	81	H
04614_p2_L04_b	3	27	H
04614_p2_L04_b	4	6	L
04614_p2_L04_b	5	21	H
04614_p2_L04_b	6	85	H
04614_p2_L04_b	7	30	H
04614_p2_L04_b	8	40	H
04614_p2_L04_b	9	25	H
04614_p2_L04_b	10	32	H
04614_p2_L04_b	11	82	H
04614_p2_L04_b	12	21	H
04614_p2_L04_b	13	23	H
04614_p2_L04_b	14	84	H
04614_p2_L04_b	15	78	H
04614_p2_L04_b	16	82	H
04614_p2_L04_b	17	114	H
04614_p2_L04_b	18	85	H
04614_p2_L04_b	19	117	H
04614_p2_L04_b	20	13	H
04614_p2_L04_b	21	101	H
04614_p2_L04_b	22	22	H
04614_p2_L04_b	23	84	H
04614_p2_L04_b	24	w:et	L
04614_p2_L04_c	1	112	H
04614_p2_L04_c	2	63	H
04614_p2_L04_c	3	10	H
04614_p2_L04_c	4	40	H
04614_p2_L04_c	5	102	H
04614_p2_L04_c	6	113	H
04614_p2_L04_c	7	56	H
04614_p2_L04_c	8	61	H
04614_p2_L04_c	9	39	H
04614_p2_L04_c	10	23	H
