line	position	sign	confidence
07205_p1_L05_b	1	130	H
07205_p1_L05_b	2	122	H
07205_p1_L05_b	3	121	H
07205_p1_L05_b	4	128	H
07205_p1_L05_b	5	133	H
07205_p1_L05_b	6	115	L
07205_p1_L05_b	7	36	H
07205_p1_L05_b	8	102	H
07205_p1_L05_b	9	81	H
07205_p1_L05_b	10	20	H
07205_p1_L05_b	11	31	H
07205_p1_L05_c	1	81	H
07205_p1_L05_c	2	1	H
07205_p1_L05_c	3	82	H
07205_p1_L05_c	4	109	L
07205_p1_L05_c	5	86	H
07205_p1_L05_c	6	83	H
07205_p1_L05_c	7	71	H
07205_p1_L05_c	8	32	H
07205_p1_L05_c	9	71	H
07205_p1_L05_c	10	37	H
07205_p1_L05_c	11	84	H
07205_p1_L05_c	12	143	H
07205_p1_L05_c	13	75	H
07205_p1_L05_c	14	83	H
07205_p1_L05_c	15	38	H
07205_p1_L05_c	16	61	L
07205_p1_L05_c	17	1	H
07205_p1_L05_c	18	33	H
07205_p1_L05_c	19	34	H
07205_p1_L05_c	20	2	H
07205_p1_L05_c	21	39	H
07205_p1_L05_c	22	31	H
07205_p1_L05_c	23	81	H
07205_p1_L05_c	24	29	H
07205_p1_L05_d	1	96	L
07205_p1_L05_d	2	3	L
07205_p1_L05_d	3	30	H
07205_p1_L05_d	4	81	H
07205_p1_L05_d	5	27	H
07205_p1_L05_d	6	86	H
07205_p1_L05_d	7	35	H
07205_p1_L05_d	8	20	H
07205_p1_L05_d	9	61	L
07205_p1_L05_d	10	4	H
07205_p1_L05_d	11	28	H
07205_p1_L05_d	12	130	H
07205_p1_L05_d	13	125	L
07205_p1_L05_d	14	112	L
07205_p1_L05_d	15	57	L
07205_p1_L05_d	16	29	H
07205_p1_L05_d	17	113	L
07205_p1_L05_d	18	8	L
07205_p1_L05_d	19	5	L
07205_p1_L05_d	20	91	H
07205_p1_L05_d	21	33	H
07205_p1_L05_d	22	84	H
07205_p1_L05_d	23	118	H
07205_p1_L06_b	1	14	H
07205_p1_L06_b	2	26	H
07205_p1_L06_b	3	40	H
07205_p1_L06_b	4	9	H
07205_p1_L06_b	5	39	H
07205_p1_L06_b	6	27	H
07205_p1_L06_b	7	148	L
07205_p1_L06_b	8	53	H
07205_p1_L06_b	9	102	H
07205_p1_L06_b	10	29	H
07205_p1_L06_b	11	20	H
07205_p1_L06_b	12	81	H
07205_p1_L06_b	13	22	H
07205_p1_L06_b	14	130	H
07205_p1_L06_b	15	84	H
07205_p1_L06_b	16	4	H
07205_p1_L06_b	17	9	L
07205_p1_L06_b	18	81	H
07205_p1_L06_b	19	10	H
07205_p1_L06_b	20	23	H
07205_p1_L06_b	21	119	H
07205_p1_L06_b	22	100	H
07205_p1_L06_b	23	24	H
07205_p1_L06_b	24	116	L
07205_p1_L06_c	1	79	L
07205_p1_L06_c	2	81	H
07205_p1_L06_c	3	91	L
07205_p1_L06_c	4	83	H
07205_p1_L06_c	5	39	H
07205_p1_L06_c	6	114	L
07205_p1_L06_c	7	147	L
07205_p1_L06_c	8	18	H
07205_p1_L06_c	9	30	H
07205_p1_L06_c	10	104	H
07205_p1_L06_c	11	143	H
07205_p1_L06_c	12	13	H
07205_p1_L06_c	13	83	H
07205_p1_L06_c	14	37	H
07205_p1_L06_c	15	111	H
07205_p1_L06_c	16	53	H
07205_p1_L06_c	17	85	L
07205_p1_L06_c	18	29	H
07205_p1_L06_c	19	34	H
07205_p1_L06_c	20	20	H
07205_p1_L06_c	21	81	H
07205_p1_L06_c	22	2	H
07205_p1_L06_c	23	83	H
07205_p1_L06_d	1	11	H
07205_p1_L06_d	2	20	H
07205_p1_L06_d	3	72	H
07205_p1_L06_d	4	83	L
07205_p1_L06_d	5	2	L
07205_p1_L06_d	6	4	L
07205_p1_L06_d	7	99	L
07205_p1_L06_d	8	82	H
07205_p1_L06_d	9	2	H
07205_p1_L06_d	10	34	H
07205_p1_L06_d	11	20	H
07205_p1_L06_d	12	104	H
07205_p1_L06_d	13	81	H
07205_p1_L06_d	14	4	H
07205_p1_L06_d	15	141	H
07205_p1_L06_d	16	120	H
07205_p1_L06_d	17	9	H
07205_p1_L06_d	18	105	H
07205_p1_L06_d	19	4	H
07205_p1_L06_d	20	27	H
07205_p1_L06_d	21	19	H
07205_p1_L06_d	22	38	H
07205_p1_L06_d	23	83	H
07205_p1_L06_d	24	w:les	H
07205_p1_L06_d	25	w:biens	H
07205_p1_L06_e	1	w:des	H
07205_p1_L06_e	2	w:mes	L
07205_p1_L06_e	3	w:affaires	H
07205_p1_L06_e	4	128	H
07205_p1_L06_e	5	132	H
07205_p1_L06_e	6	39	H
07205_p1_L06_e	7	9	H
07205_p1_L06_e	8	30	H
07205_p1_L06_e	9	27	H
07205_p1_L06_e	10	121	H
07205_p1_L06_e	11	38	H
07205_p1_L06_e	12	30	H
07205_p1_L06_e	13	81	H
07205_p1_L06_e	14	215	L
07205_p1_L06_e	15	148	L
07205_p1_L06_e	16	115	L
07205_p1_L06_e	17	82	L
07205_p1_L06_e	18	2	L
07205_p1_L06_e	19	83	L
07205_p1_L06_e	20	25	L
07205_p1_L06_e	21	35	L
07205_p1_L06_e	22	104	L
07205_p1_L06_e	23	30	H
07205_p1_L06_e	24	27	H
07205_p1_L06_e	25	39	H
