line	position	sign	confidence
07205_p4_L01_a	1	51	L
07205_p4_L01_a	2	132	H
07205_p4_L01_a	3	129	H
07205_p4_L01_a	4	82	H
07205_p4_L01_a	5	35	M
07205_p4_L01_a	6	102	H
07205_p4_L01_a	7	32	H
07205_p4_L01_a	8	83	H
07205_p4_L01_a	9	31	H
07205_p4_L01_a	10	113	H
07205_p4_L01_a	11	84	M
07205_p4_L01_a	12	20	M
07205_p4_L01_a	13	80	M
07205_p4_L01_a	14	9	H
07205_p4_L01_a	15	118	H
07205_p4_L01_a	16	117	M
07205_p4_L01_a	17	84	M
07205_p4_L01_a	18	104	H
07205_p4_L01_a	19	92	H
07205_p4_L01_a	20	83	H
07205_p4_L01_a	21	29	H
07205_p4_L01_a	22	81	H
07205_p4_L01_a	23	31	H
07205_p4_L01_a	24	77	M
07205_p4_L01_a	25	84	L
07205_p4_L01_b	1	40	L
07205_p4_L01_b	2	93	H
07205_p4_L01_b	3	104	H
07205_p4_L01_b	4	84	M
07205_p4_L01_b	5	82	M
07205_p4_L01_b	6	30	H
07205_p4_L01_b	7	19	H
07205_p4_L01_b	8	39	H
07205_p4_L01_b	9	101	M
07205_p4_L01_b	10	118	H
07205_p4_L01_b	11	81	H
07205_p4_L01_b	12	1	H
07205_p4_L01_b	13	13	H
07205_p4_L01_b	14	6	M
07205_p4_L01_b	15	37	H
07205_p4_L01_b	16	21	H
07205_p4_L01_b	17	22	H
07205_p4_L01_b	18	9	H
07205_p4_L01_b	19	82	M
07205_p4_L01_b	20	84	M
07205_p4_L01_b	21	2	H
07205_p4_L01_b	22	31	H
07205_p4_L01_b	23	39	H
07205_p4_L01_b	24	82	H
07205_p4_L01_b	25	9	M
07205_p4_L01_b	26	104	H
07205_p4_L01_b	27	21	M
07205_p4_L01_c	1	10	L
07205_p4_L01_c	2	w:de	M
07205_p4_L01_c	3	w:a	H
07205_p4_L01_c	4	w:toute	M
07205_p4_L01_c	5	w:la	M
07205_p4_L01_c	6	w:cause	L
07205_p4_L01_c	7	w:pley	L
07205_p4_L01_c	8	w:at	M
07205_p4_L01_c	9	w:aulcun	M
07205_p4_L01_c	10	129	H
07205_p4_L01_c	11	120	H
07205_p4_L01_c	12	8	M
07205_p4_L01_c	13	9	L
07205_p4_L01_c	14	82	M
07205_p4_L01_c	15	9	M
07205_p4_L01_c	16	10	M
07205_p4_L01_c	17	37	H
07205_p4_L01_c	18	81	H
07205_p4_L01_c	19	28	H
07205_p4_L01_c	20	12	H
07205_p4_L01_c	21	9	M
07205_p4_L01_c	22	104	H
07205_p4_L01_c	23	2	L
07205_p4_L01_d	1	9	L
07205_p4_L01_d	2	11	M
07205_p4_L01_d	3	82	H
07205_p4_L01_d	4	23	H
07205_p4_L01_d	5	90	M
07205_p4_L01_d	6	82	H
07205_p4_L01_d	7	182	L
07205_p4_L01_d	8	82	M
07205_p4_L01_d	9	139	M
07205_p4_L01_d	10	129	H
07205_p4_L01_d	11	30	M
07205_p4_L01_d	12	9	M
07205_p4_L01_d	13	37	H
07205_p4_L01_d	14	28	H
