line	position	sign	confidence
04614_p3_L01_a	1	21	H
04614_p3_L01_a	2	101	H
04614_p3_L01_a	3	82	H
04614_p3_L01_a	4	86	H
04614_p3_L01_a	5	62	H
04614_p3_L01_a	6	102	H
04614_p3_L01_a	7	21	H
04614_p3_L01_a	8	82	H
04614_p3_L01_a	9	112	H
04614_p3_L01_a	10	83	H
04614_p3_L01_a	11	13	H
04614_p3_L01_a	12	21	H
04614_p3_L01_a	13	84	H
04614_p3_L01_a	14	14	H
04614_p3_L01_a	15	61	H
04614_p3_L01_a	16	22	H
04614_p3_L01_a	17	62	H
04614_p3_L01_a	18	31	H
04614_p3_L01_a	19	107	H
04614_p3_L01_a	20	87	H
04614_p3_L01_b	1	26	H
04614_p3_L01_b	2	40	H
04614_p3_L01_b	3	25	H
04614_p3_L01_b	4	217	L
04614_p3_L01_b	5	81	H
04614_p3_L01_b	6	72	H
04614_p3_L01_b	7	270	H
04614_p3_L01_b	8	w:pour	H
04614_p3_L01_b	9	w:ce	H
04614_p3_L01_b	10	w:que	H
04614_p3_L01_b	11	w:le	H
04614_p3_L01_b	12	77	H
04614_p3_L01_b	13	36	H
04614_p3_L01_b	14	82	H
04614_p3_L01_b	15	56	H
04614_p3_L01_b	16	112	H
04614_p3_L01_b	17	101	H
04614_p3_L01_b	18	81	H
04614_p3_L01_b	19	37	H
04614_p3_L01_b	20	56	H
04614_p3_L01_c	1	27	H
04614_p3_L01_c	2	8	H
04614_p3_L01_c	3	2	H
04614_p3_L01_c	4	33	H
04614_p3_L01_c	5	11	H
04614_p3_L01_c	6	21	H
04614_p3_L01_c	7	6	H
04614_p3_L01_c	8	12	H
04614_p3_L01_c	9	22	H
04614_p3_L01_c	10	82	H
04614_p3_L01_c	11	13	H
04614_p3_L01_c	12	7	H
04614_p3_L01_c	13	38	H
04614_p3_L01_c	14	24	H
04614_p3_L01_c	15	112	H
04614_p3_L01_d	1	39	L
04614_p3_L01_d	2	3	L
04614_p3_L01_d	3	6	L
04614_p3_L01_d	4	40	L
04614_p3_L01_d	5	112	L
04614_p3_L01_d	6	61	L
04614_p3_L01_d	7	36	L
04614_p3_L02_a	1	30	H
04614_p3_L02_a	2	31	H
04614_p3_L02_a	3	21	H
04614_p3_L02_a	4	81	H
04614_p3_L02_a	5	121	H
04614_p3_L02_a	6	85	H
04614_p3_L02_a	7	5	H
04614_p3_L02_a	8	79	H
04614_p3_L02_a	9	24	H
04614_p3_L02_a	10	8	H
04614_p3_L02_a	11	104	H
04614_p3_L02_a	12	72	H
04614_p3_L02_a	13	31	H
04614_p3_L02_a	14	75	H
04614_p3_L02_a	15	61	H
04614_p3_L02_a	16	22	H
04614_p3_L02_a	17	102	H
04614_p3_L02_a	18	82	H
04614_p3_L02_a	19	93	H
04614_p3_L02_a	20	26	H
04614_p3_L02_a	21	32	H
04614_p3_L02_b	1	105	H
04614_p3_L02_b	2	177	H
04614_p3_L02_b	3	84	H
04614_p3_L02_b	4	16	H
04614_p3_L02_b	5	40	H
04614_p3_L02_b	6	85	H
04614_p3_L02_b	7	74	H
04614_p3_L02_b	8	81	H
04614_p3_L02_b	9	36	H
04614_p3_L02_b	10	111	L
04614_p3_L02_b	11	57	H
04614_p3_L02_b	12	19	H
04614_p3_L02_b	13	37	H
04614_p3_L02_b	14	102	H
04614_p3_L02_b	15	28	H
04614_p3_L02_b	16	9	H
04614_p3_L02_b	17	2	H
04614_p3_L02_b	18	31	H
04614_p3_L02_b	19	61	H
04614_p3_L02_b	20	270	H
04614_p3_L02_b	21	121	H
04614_p3_L02_c	1	14	H
04614_p3_L02_c	2	10	H
04614_p3_L02_c	3	40	H
04614_p3_L02_c	4	112	H
04614_p3_L02_c	5	21	H
04614_p3_L02_c	6	9	H
04614_p3_L02_c	7	3	H
04614_p3_L02_c	8	31	H
04614_p3_L02_c	9	105	H
04614_p3_L02_c	10	6	H
04614_p3_L02_c	11	104	H
04614_p3_L02_c	12	7	H
04614_p3_L02_c	13	77	H
04614_p3_L02_c	14	21	H
04614_p3_L02_c	15	82	H
04614_p3_L02_c	16	71	H
04614_p3_L02_c	17	81	H
04614_p3_L02_c	18	37	H
04614_p3_L02_c	19	111	H
04614_p3_L02_c	20	58	H
04614_p3_L02_c	21	77	H
04614_p3_L02_c	22	81	H
04614_p3_L02_c	23	217	H
04614_p3_L02_d	1	31	H
04614_p3_L02_d	2	6	H
04614_p3_L02_d	3	36	H
04614_p3_L02_d	4	102	H
04614_p3_L02_d	5	7	H
04614_p3_L02_d	6	38	H
04614_p3_L02_d	7	21	H
04614_p3_L02_d	8	81	H
04614_p3_L02_d	9	2	H
04614_p3_L02_d	10	40	H
04614_p3_L02_d	11	1	H
04614_p3_L02_d	12	104	H
04614_p3_L02_d	13	6	L
04614_p3_L02_d	14	37	L
04614_p3_L02_d	15	22	L
04614_p3_L02_d	16	w:et	H
04614_p3_L02_d	17	w:ainsi	H
04614_p3_L02_d	18	w:au	H
04614_p3_L02_d	19	w:contraire	H
04614_p3_L02_d	20	w:pour	L
04614_p3_L03_a	1	1	L
04614_p3_L03_a	2	7	H
04614_p3_L03_a	3	31	H
04614_p3_L03_a	4	26	H
04614_p3_L03_a	5	13	H
04614_p3_L03_a	6	61	H
04614_p3_L03_a	7	26	H
04614_p3_L03_a	8	28	H
04614_p3_L03_a	9	8	H
04614_p3_L03_a	10	2	H
04614_p3_L03_a	11	29	H
04614_p3_L03_a	12	122	H
04614_p3_L03_a	13	61	H
04614_p3_L03_a	14	117	H
04614_p3_L03_a	15	82	H
04614_p3_L03_a	16	36	H
04614_p3_L03_a	17	27	H
04614_p3_L03_a	18	83	H
04614_p3_L03_a	19	104	H
04614_p3_L03_a	20	72	H
04614_p3_L03_a	21	105	H
04614_p3_L03_b	1	81	H
04614_p3_L03_b	2	2	H
04614_p3_L03_b	3	95	H
04614_p3_L03_b	4	61	H
04614_p3_L03_b	5	40	H
04614_p3_L03_b	6	113	H
04614_p3_L03_b	7	32	H
04614_p3_L03_b	8	w:nous	H
04614_p3_L03_b	9	w:avons	L
04614_p3_L03_b	10	77	L
04614_p3_L03_b	11	101	H
04614_p3_L03_b	12	26	H
04614_p3_L03_b	13	71	H
04614_p3_L03_b	14	40	H
04614_p3_L03_b	15	21	H
04614_p3_L03_b	16	102	H
04614_p3_L03_b	17	61	H
04614_p3_L03_b	18	39	H
04614_p3_L03_b	19	81	H
04614_p3_L03_b	20	71	H
04614_p3_L03_c	1	76	L
04614_p3_L03_c	2	62	H
04614_p3_L03_c	3	32	H
04614_p3_L03_c	4	95	H
04614_p3_L03_c	5	82	H
04614_p3_L03_c	6	1	H
04614_p3_L03_c	7	37	H
04614_p3_L03_c	8	28	H
04614_p3_L03_c	9	12	H
04614_p3_L03_c	10	6	H
04614_p3_L03_c	11	37	H
04614_p3_L03_c	12	21	H
04614_p3_L03_c	13	29	H
04614_p3_L03_c	14	71	H
04614_p3_L03_c	15	62	H
04614_p3_L03_c	16	40	H
04614_p3_L03_c	17	10	H
04614_p3_L03_c	18	25	H
04614_p3_L03_c	19	29	H
04614_p3_L03_c	20	102	H
04614_p3_L03_c	21	121	H
04614_p3_L03_d	1	2	H
04614_p3_L03_d	2	61	H
04614_p3_L03_d	3	40	H
04614_p3_L03_d	4	107	H
04614_p3_L03_d	5	82	H
04614_p3_L03_d	6	26	H
04614_p3_L03_d	7	112	H
04614_p3_L03_d	8	91	L
04614_p3_L03_d	9	80	L
04614_p3_L03_d	10	81	L
04614_p3_L03_d	11	119	L
04614_p3_L03_d	12	10	L
04614_p3_L03_d	13	52	L
04614_p3_L03_d	14	82	L
04614_p3_L03_d	15	3	L
04614_p3_L03_d	16	78	L
04614_p3_L03_d	17	85	L
04614_p3_L03_d	18	120	L
04614_p3_L03_d	19	81	L
04614_p3_L03_d	20	26	L
04614_p3_L03_d	21	31	L
04614_p3_L03_d	22	21	L
04614_p3_L04_a	1	7	H
04614_p3_L04_a	2	40	H
04614_p3_L04_a	3	36	H
04614_p3_L04_a	4	2	H
04614_p3_L04_a	5	67	H
04614_p3_L04_a	6	6	H
04614_p3_L04_a	7	2	H
04614_p3_L04_a	8	82	H
04614_p3_L04_a	9	13	H
04614_p3_L04_a	10	61	H
04614_p3_L04_a	11	21	H
04614_p3_L04_a	12	31	H
04614_p3_L04_a	13	102	H
04614_p3_L04_a	14	84	H
04614_p3_L04_a	15	77	H
04614_p3_L04_a	16	105	H
04614_p3_L04_a	17	72	H
04614_p3_L04_a	18	84	H
04614_p3_L04_a	19	111	H
04614_p3_L04_a	20	112	H
04614_p3_L04_a	21	815	L
04614_p3_L04_b	1	75	H
04614_p3_L04_b	2	83	H
04614_p3_L04_b	3	78	H
04614_p3_L04_b	4	61	H
04614_p3_L04_b	5	2	H
04614_p3_L04_b	6	27	H
04614_p3_L04_b	7	85	H
04614_p3_L04_b	8	101	H
04614_p3_L04_b	9	2	H
04614_p3_L04_b	10	77	H
04614_p3_L04_b	11	96	H
04614_p3_L04_b	12	7	H
04614_p3_L04_b	13	40	H
04614_p3_L04_b	14	84	H
04614_p3_L04_b	15	4	H
04614_p3_L04_b	16	71	H
04614_p3_L04_b	17	83	H
04614_p3_L04_b	18	16	H
04614_p3_L04_b	19	36	H
04614_p3_L04_b	20	102	H
04614_p3_L04_b	21	122	H
04614_p3_L04_c	1	78	H
04614_p3_L04_c	2	10	H
04614_p3_L04_c	3	2	H
04614_p3_L04_c	4	82	H
04614_p3_L04_c	5	21	H
04614_p3_L04_c	6	61	H
04614_p3_L04_c	7	31	H
04614_p3_L04_c	8	91	H
04614_p3_L04_c	9	21	H
04614_p3_L04_c	10	61	H
04614_p3_L04_c	11	2	H
04614_p3_L04_c	12	80	H
04614_p3_L04_c	13	61	H
04614_p3_L04_c	14	111	H
04614_p3_L04_c	15	112	H
04614_p3_L04_c	16	62	H
04614_p3_L04_c	17	21	H
04614_p3_L04_c	18	119	H
04614_p3_L04_c	19	82	H
04614_p3_L04_c	20	65	H
04614_p3_L04_c	21	37	H
04614_p3_L04_c	22	42	H
04614_p3_L04_d	1	82	H
04614_p3_L04_d	2	2	H
04614_p3_L04_d	3	3	H
04614_p3_L04_d	4	85	H
04614_p3_L04_d	5	120	H
04614_p3_L04_d	6	101	H
04614_p3_L04_d	7	27	H
04614_p3_L04_d	8	w:et	H
04614_p3_L04_d	9	21	H
04614_p3_L04_d	10	61	H
04614_p3_L04_d	11	77	L
04614_p3_L04_d	12	81	L
04614_p3_L04_d	13	22	L
04614_p3_L04_d	14	9	L
04614_p3_L04_d	15	101	L
04614_p3_L04_d	16	32	L
04614_p3_L04_d	17	2	L
04614_p3_L04_d	18	5	L
04614_p3_L04_d	19	26	L
04614_p3_L04_d	20	32	L
04614_p3_L04_d	21	21	L
04614_p3_L04_d	22	81	L
04614_p3_L05_a	1	12	H
04614_p3_L05_a	2	61	H
04614_p3_L05_a	3	26	H
04614_p3_L05_a	4	28	H
04614_p3_L05_a	5	52	H
04614_p3_L05_a	6	91	H
04614_p3_L05_a	7	82	H
04614_p3_L05_a	8	31	H
04614_p3_L05_a	9	61	H
04614_p3_L05_a	10	2	H
04614_p3_L05_a	11	31	H
04614_p3_L05_a	12	13	H
04614_p3_L05_a	13	122	H
04614_p3_L05_a	14	37	H
04614_p3_L05_a	15	26	H
04614_p3_L05_a	16	61	H
04614_p3_L05_a	17	101	H
04614_p3_L05_a	18	27	H
04614_p3_L05_a	19	81	H
04614_p3_L05_a	20	85	H
04614_p3_L05_b	1	40	H
04614_p3_L05_b	2	81	H
04614_p3_L05_b	3	37	H
04614_p3_L05_b	4	16	H
04614_p3_L05_b	5	38	H
04614_p3_L05_b	6	81	H
04614_p3_L05_b	7	78	H
04614_p3_L05_b	8	85	H
04614_p3_L05_b	9	112	H
04614_p3_L05_b	10	62	H
04614_p3_L05_b	11	120	H
04614_p3_L05_b	12	84	H
