line	position	sign	confidence
07205_p6_L01_a	1	10	L
07205_p6_L01_a	2	10	L
07205_p6_L01_a	3	10	L
07205_p6_L01_a	4	13	L
07205_p6_L01_a	5	16	L
07205_p6_L01_b	1	9	M
07205_p6_L01_b	2	11	M
07205_p6_L01_b	3	34	L
07205_p6_L01_b	4	112	M
07205_p6_L01_b	5	7	L
07205_p6_L01_b	6	1	M
07205_p6_L01_b	7	31	M
07205_p6_L01_b	8	80	L
07205_p6_L01_b	9	81	M
07205_p6_L01_b	10	32	M
07205_p6_L01_b	11	121	M
07205_p6_L01_b	12	33	M
07205_p6_L01_b	13	82	L
07205_p6_L01_b	14	22	M
07205_p6_L01_b	15	78	M
07205_p6_L01_b	16	83	M
07205_p6_L01_b	17	80	M
07205_p6_L01_b	18	89	L
07205_p6_L01_b	19	131	M
07205_p6_L01_b	20	12	L
07205_p6_L01_c	1	w:que	L
07205_p6_L01_c	2	w:bien	L
07205_p6_L01_c	3	w:affermer	L
07205_p6_L01_d	1	w:apres	L
07205_p6_L01_d	2	w:laccordement	L
07205_p6_L01_d	3	w:bourguoingne	L
07205_p6_L01_d	4	w:pourra	L
07205_p6_L01_d	5	w:retourner	M
07205_p6_L01_d	6	w:aultresfois	L
07205_p6_L01_d	7	w:a	L
07205_p6_L01_d	8	w:nostre	L
07205_p6_L01_d	9	w:pris	L
07205_p6_L01_d	10	w:ainsi	M
07205_p6_L01_d	11	w:que	M
07205_p6_L01_e	1	w:par	M
07205_p6_L01_e	2	w:ma	M
07205_p6_L01_e	3	w:lettre	L
07205_p6_L01_e	4	w:han	L
07205_p6_L01_e	5	w:faict	M
07205_p6_L01_f	1	137	M
07205_p6_L01_f	2	129	M
07205_p6_L01_f	3	120	M
07205_p6_L01_f	4	82	M
07205_p6_L01_f	5	39	M
07205_p6_L01_f	6	9	M
07205_p6_L01_f	7	87	M
07205_p6_L01_f	8	112	M
07205_p6_L01_f	9	6	L
07205_p6_L01_f	10	104	M
07205_p6_L01_f	11	22	M
07205_p6_L01_f	12	82	M
07205_p6_L01_f	13	1	M
07205_p6_L01_f	14	79	M
07205_p6_L01_f	15	102	M
07205_p6_L01_f	16	11	L
07205_p6_L01_g	1	104	M
07205_p6_L01_g	2	93	M
07205_p6_L01_g	3	81	M
07205_p6_L01_g	4	71	M
07205_p6_L01_g	5	82	M
07205_p6_L01_g	6	81	M
07205_p6_L01_g	7	37	M
07205_p6_L01_g	8	37	M
07205_p6_L01_g	9	23	M
07205_p6_L01_g	10	82	L
07205_p6_L01_g	11	52	M
07205_p6_L01_g	12	81	M
07205_p6_L01_g	13	32	M
07205_p6_L01_g	14	34	M
07205_p6_L01_g	15	10	M
07205_p6_L01_g	16	38	M
07205_p6_L01_g	17	31	M
07205_p6_L01_g	18	7	L
07205_p6_L01_g	19	38	M
07205_p6_L01_g	20	37	L
07205_p6_L01_g	21	84	M
07205_p6_L01_g	22	21	M
07205_p6_L01_g	23	3	M
07205_p6_L01_g	24	84	M
07205_p6_L01_g	25	119	M
07205_p6_L02_a	1	36	L
07205_p6_L02_a	2	38	L
07205_p6_L02_a	3	33	L
07205_p6_L02_a	4	81	L
07205_p6_L02_a	5	17	L
07205_p6_L02_b	1	82	M
07205_p6_L02_b	2	2	M
07205_p6_L02_b	3	31	M
07205_p6_L02_b	4	14	L
07205_p6_L02_b	5	82	L
07205_p6_L02_b	6	2	L
07205_p6_L02_b	7	77	L
07205_p6_L02_b	8	85	M
07205_p6_L02_b	9	23	M
07205_p6_L02_b	10	31	M
07205_p6_L02_b	11	8	M
07205_p6_L02_b	12	37	M
07205_p6_L02_b	13	32	M
07205_p6_L02_b	14	113	M
07205_p6_L02_b	15	81	M
07205_p6_L02_b	16	28	L
07205_p6_L02_b	17	32	M
07205_p6_L02_b	18	61	L
07205_p6_L02_b	19	83	M
07205_p6_L02_b	20	79	L
07205_p6_L02_b	21	84	M
07205_p6_L02_b	22	39	M
07205_p6_L02_b	23	9	M
07205_p6_L02_b	24	60	L
07205_p6_L02_b	25	12	L
07205_p6_L02_c	1	66	L
07205_p6_L02_c	2	188	L
07205_p6_L02_c	3	87	L
07205_p6_L02_c	4	4	L
07205_p6_L02_c	5	10	L
07205_p6_L02_c	6	24	L
07205_p6_L02_c	7	84	M
07205_p6_L02_c	8	27	M
07205_p6_L02_c	9	12	M
07205_p6_L02_c	10	62	L
07205_p6_L02_c	11	24	M
07205_p6_L02_c	12	70	L
07205_p6_L02_c	13	82	M
