line	position	sign	confidence
07205_p3_L01_a	1	219	M
07205_p3_L01_b	1	27	H
07205_p3_L01_b	2	84	H
07205_p3_L01_b	3	51	M
07205_p3_L01_b	4	3	M
07205_p3_L01_b	5	81	H
07205_p3_L01_b	6	120	M
07205_p3_L01_b	7	104	M
07205_p3_L01_b	8	27	M
07205_p3_L01_b	9	17	M
07205_p3_L01_b	10	38	M
07205_p3_L01_b	11	105	M
07205_p3_L01_b	12	62	M
07205_p3_L01_b	13	72	M
07205_p3_L01_b	14	2	L
07205_p3_L01_b	15	113	M
07205_p3_L01_b	16	66	L
07205_p3_L01_b	17	115	L
07205_p3_L01_b	18	4	L
07205_p3_L01_b	19	83	M
07205_p3_L01_b	20	27	M
07205_p3_L01_b	21	137	M
07205_p3_L01_b	22	w:sollicitent	M
07205_p3_L01_c	1	w:trauaillement	L
07205_p3_L01_c	2	139	M
07205_p3_L01_c	3	112	M
07205_p3_L01_c	4	82	H
07205_p3_L01_c	5	34	M
07205_p3_L01_c	6	22	M
07205_p3_L01_c	7	75	M
07205_p3_L01_c	8	100	M
07205_p3_L01_c	9	81	H
07205_p3_L01_c	10	1	M
07205_p3_L01_c	11	32	M
07205_p3_L01_c	12	84	H
07205_p3_L01_c	13	2	M
07205_p3_L01_c	14	28	M
07205_p3_L01_c	15	124	M
07205_p3_L01_c	16	113	M
07205_p3_L01_c	17	84	M
07205_p3_L01_c	18	20	L
07205_p3_L01_c	19	9	M
07205_p3_L01_c	20	4	M
07205_p3_L01_c	21	34	M
07205_p3_L01_d	1	22	M
07205_p3_L01_d	2	83	H
07205_p3_L01_d	3	102	M
07205_p3_L01_d	4	74	L
07205_p3_L01_d	5	31	M
07205_p3_L01_d	6	82	H
07205_p3_L01_d	7	118	M
07205_p3_L01_d	8	82	H
07205_p3_L01_d	9	1	M
07205_p3_L01_d	10	33	M
07205_p3_L01_d	11	18	M
07205_p3_L01_d	12	40	L
07205_p3_L01_d	13	2	M
07205_p3_L01_d	14	131	M
07205_p3_L01_d	15	111	L
07205_p3_L01_d	16	81	H
07205_p3_L01_d	17	37	M
07205_p3_L01_d	18	22	M
07205_p3_L01_d	19	88	L
07205_p3_L01_d	20	9	L
07205_p3_L02_a	1	21	L
07205_p3_L02_a	2	81	L
07205_p3_L02_a	3	84	L
07205_p3_L02_b	1	37	M
07205_p3_L02_b	2	114	M
07205_p3_L02_b	3	104	M
07205_p3_L02_b	4	82	H
07205_p3_L02_b	5	30	M
07205_p3_L02_b	6	79	M
07205_p3_L02_b	7	82	H
07205_p3_L02_b	8	29	M
07205_p3_L02_b	9	14	M
07205_p3_L02_b	10	81	H
07205_p3_L02_b	11	21	M
07205_p3_L02_b	12	32	M
07205_p3_L02_b	13	82	H
07205_p3_L02_b	14	27	M
07205_p3_L02_b	15	81	H
07205_p3_L02_b	16	33	M
07205_p3_L02_b	17	80	M
07205_p3_L02_b	18	8	M
07205_p3_L02_b	19	119	M
07205_p3_L02_b	20	120	M
07205_p3_L02_b	21	8	M
07205_p3_L02_b	22	102	M
07205_p3_L02_b	23	93	M
07205_p3_L02_b	24	82	H
07205_p3_L02_c	1	27	M
07205_p3_L02_c	2	18	M
07205_p3_L02_c	3	38	M
07205_p3_L02_c	4	103	M
07205_p3_L02_c	5	114	M
07205_p3_L02_c	6	80	L
07205_p3_L02_c	7	w:recepuons	L
07205_p3_L02_c	8	w:maintenant	M
07205_p3_L02_c	9	w:sommes	M
07205_p3_L02_c	10	w:aux	L
07205_p3_L02_c	11	w:seigneurs	L
07205_p3_L02_c	12	w:font	M
07205_p3_L02_c	13	w:dun	L
07205_p3_L02_c	14	w:auecques	L
07205_p3_L02_d	1	132	M
07205_p3_L02_d	2	31	M
07205_p3_L02_d	3	127	M
07205_p3_L02_d	4	82	H
07205_p3_L02_d	5	31	M
07205_p3_L02_d	6	33	M
07205_p3_L02_d	7	84	H
07205_p3_L02_d	8	27	M
07205_p3_L02_d	9	74	L
07205_p3_L02_d	10	100	M
07205_p3_L02_d	11	81	H
07205_p3_L02_d	12	1	M
07205_p3_L02_d	13	31	M
07205_p3_L02_d	14	79	M
07205_p3_L02_d	15	83	H
07205_p3_L02_d	16	114	M
07205_p3_L02_d	17	84	H
07205_p3_L02_d	18	39	M
07205_p3_L02_d	19	22	M
07205_p3_L02_d	20	17	M
07205_p3_L02_d	21	83	H
07205_p3_L02_d	22	21	M
07205_p3_L02_d	23	30	M
07205_p3_L02_d	24	38	M
07205_p3_L02_e	1	84	H
07205_p3_L02_e	2	77	M
07205_p3_L02_e	3	84	H
07205_p3_L02_e	4	21	M
