line	position	sign	confidence
07205_p5_L01_a	1	210	M
07205_p5_L01_b	1	104	L
07205_p5_L01_b	2	4	L
07205_p5_L01_b	3	103	L
07205_p5_L01_b	4	38	M
07205_p5_L01_b	5	81	M
07205_p5_L01_b	6	74	L
07205_p5_L01_b	7	70	L
07205_p5_L01_b	8	10	M
07205_p5_L01_b	9	9	L
07205_p5_L01_b	10	4	L
07205_p5_L01_b	11	82	M
07205_p5_L01_b	12	75	L
07205_p5_L01_b	13	80	L
07205_p5_L01_b	14	12	M
07205_p5_L01_b	15	3	L
07205_p5_L01_b	16	19	L
07205_p5_L01_b	17	24	L
07205_p5_L01_b	18	11	L
07205_p5_L01_b	19	4	L
07205_p5_L01_b	20	81	M
07205_p5_L01_b	21	20	M
07205_p5_L01_b	22	38	M
07205_p5_L01_b	23	10	L
07205_p5_L01_c	1	w:pourroit	M
07205_p5_L01_c	2	w:a	H
07205_p5_L01_c	3	w:faire	M
07205_p5_L01_c	4	121	M
07205_p5_L01_c	5	73	L
07205_p5_L01_c	6	37	M
07205_p5_L01_c	7	20	L
07205_p5_L01_c	8	31	L
07205_p5_L01_c	9	2	L
07205_p5_L01_c	10	33	L
07205_p5_L01_c	11	1	L
07205_p5_L01_c	12	102	L
07205_p5_L01_c	13	12	L
07205_p5_L01_c	14	71	L
07205_p5_L01_c	15	99	M
07205_p5_L01_c	16	2	L
07205_p5_L01_c	17	120	M
07205_p5_L01_c	18	3	L
07205_p5_L01_c	19	18	M
07205_p5_L01_d	1	104	L
07205_p5_L01_d	2	82	L
07205_p5_L01_d	3	38	M
07205_p5_L01_d	4	37	L
07205_p5_L01_d	5	29	L
07205_p5_L01_d	6	13	L
07205_p5_L01_d	7	10	L
07205_p5_L01_d	8	29	L
07205_p5_L01_d	9	24	L
07205_p5_L01_d	10	21	L
07205_p5_L01_d	11	3	L
07205_p5_L01_d	12	4	L
07205_p5_L01_d	13	12	L
07205_p5_L01_d	14	82	L
07205_p5_L01_d	15	2	L
07205_p5_L01_d	16	78	L
07205_p5_L01_d	17	21	L
07205_p5_L01_d	18	84	M
07205_p5_L01_d	19	150	L
07205_p5_L01_d	20	w:aucois	L
07205_p5_L02_a	1	11	L
07205_p5_L02_a	2	48	L
07205_p5_L02_a	3	12	L
07205_p5_L02_a	4	12	L
07205_p5_L02_a	5	48	L
07205_p5_L02_b	1	w:grand	M
07205_p5_L02_b	2	w:vin	L
07205_p5_L02_b	3	w:theorique	L
07205_p5_L02_b	4	w:paroles	L
07205_p5_L02_c	1	w:pour	M
07205_p5_L02_c	2	w:bagouet	L
07205_p5_L02_c	3	w:a	M
07205_p5_L02_c	4	w:fer	L
07205_p5_L02_d	1	w:quoy	L
07205_p5_L02_d	2	w:on	M
07205_p5_L02_d	3	w:parle	M
07205_p5_L02_d	4	w:de	H
07205_p5_L02_e	1	147	M
07205_p5_L02_f	1	52	L
07205_p5_L02_f	2	19	M
07205_p5_L02_f	3	13	L
07205_p5_L02_f	4	9	L
07205_p5_L02_f	5	213	L
07205_p5_L02_f	6	121	L
07205_p5_L02_f	7	82	M
07205_p5_L02_f	8	12	M
07205_p5_L02_f	9	23	M
07205_p5_L02_f	10	104	L
07205_p5_L02_f	11	27	M
07205_p5_L02_f	12	89	L
07205_p5_L02_f	13	77	L
07205_p5_L02_f	14	82	M
07205_p5_L02_f	15	4	L
07205_p5_L02_f	16	82	M
07205_p5_L02_f	17	31	L
07205_p5_L02_f	18	10	L
07205_p5_L02_f	19	35	L
07205_p5_L02_f	20	83	M
07205_p5_L02_f	21	78	L
07205_p5_L02_g	1	28	L
07205_p5_L02_g	2	101	L
07205_p5_L02_g	3	83	M
07205_p5_L02_g	4	103	L
07205_p5_L02_g	5	80	L
07205_p5_L02_g	6	37	M
07205_p5_L02_g	7	290	L
07205_p5_L02_g	8	121	L
07205_p5_L02_g	9	37	L
07205_p5_L02_g	10	22	M
07205_p5_L02_g	11	21	M
07205_p5_L02_g	12	82	M
07205_p5_L02_g	13	80	L
07205_p5_L02_g	14	83	L
07205_p5_L02_g	15	102	L
07205_p5_L02_g	16	23	L
07205_p5_L02_g	17	27	L
07205_p5_L02_g	18	38	M
07205_p5_L02_g	19	23	L
07205_p5_L02_g	20	217	L
07205_p5_L02_h	1	40	L
07205_p5_L02_h	2	85	L
07205_p5_L02_h	3	129	L
07205_p5_L02_h	4	11	L
07205_p5_L02_h	5	23	L
07205_p5_L02_h	6	89	L
07205_p5_L02_h	7	19	L
07205_p5_L02_h	8	25	L
07205_p5_L02_h	9	28	L
07205_p5_L02_h	10	55	L
07205_p5_L02_h	11	18	L
07205_p5_L02_h	12	101	L
07205_p5_L02_h	13	55	L
07205_p5_L02_i	1	w:car	M
07205_p5_L02_i	2	w:pour	M
07205_p5_L02_i	3	w:par	M
07205_p5_L02_i	4	w:bruxelles	M
07205_p5_L02_i	5	w:commis	M
07205_p5_L02_j	1	127	M
07205_p5_L02_j	2	192	L
07205_p5_L02_j	3	104	L
07205_p5_L02_j	4	81	M
07205_p5_L02_j	5	32	L
07205_p5_L02_j	6	81	M
07205_p5_L02_j	7	28	M
07205_p5_L02_j	8	37	M
07205_p5_L02_j	9	140	L
07205_p5_L02_j	10	14	M
07205_p5_L02_j	11	21	M
07205_p5_L02_j	12	104	L
07205_p5_L02_j	13	2	L
07205_p5_L02_k	1	18	L
07205_p5_L02_k	2	25	L
07205_p5_L02_k	3	31	L
07205_p5_L02_k	4	81	M
07205_p5_L02_k	5	213	L
07205_p5_L02_k	6	215	L
07205_p5_L02_k	7	28	L
07205_p5_L02_k	8	131	L
07205_p5_L02_k	9	82	M
07205_p5_L02_k	10	20	L
07205_p5_L02_k	11	53	L
07205_p5_L02_k	12	25	L
07205_p5_L02_k	13	27	L
07205_p5_L02_k	14	30	M
07205_p5_L02_k	15	44	L
07205_p5_L02_k	16	34	L
