line	position	sign	confidence
07205_p2_L01_a	1	209	H
07205_p2_L01_a	2	w:et	H
07205_p2_L01_a	3	w:guelz	M
07205_p2_L01_a	4	w:ont	L
07205_p2_L01_a	5	w:roictg	L
07205_p2_L01_a	6	w:de	L
07205_p2_L01_a	7	w:quartiers	M
07205_p2_L01_a	8	127	H
07205_p2_L01_a	9	105	H
07205_p2_L01_a	10	114	H
07205_p2_L01_a	11	108	L
07205_p2_L01_a	12	102	H
07205_p2_L01_a	13	10	M
07205_p2_L01_a	14	30	M
07205_p2_L01_a	15	82	H
07205_p2_L01_a	16	27	H
07205_p2_L01_a	17	20	H
07205_p2_L01_a	18	81	L
07205_p2_L01_b	1	31	H
07205_p2_L01_b	2	77	H
07205_p2_L01_b	3	82	H
07205_p2_L01_b	4	33	H
07205_p2_L01_b	5	0	L
07205_p2_L01_b	6	30	M
07205_p2_L01_b	7	31	H
07205_p2_L01_b	8	111	H
07205_p2_L01_b	9	82	H
07205_p2_L01_b	10	12	H
07205_p2_L01_b	11	112	H
07205_p2_L01_b	12	67	L
07205_p2_L01_b	13	32	H
07205_p2_L01_b	14	13	H
07205_p2_L01_b	15	67	L
07205_p2_L01_b	16	82	H
07205_p2_L01_b	17	27	H
07205_p2_L01_b	18	89	M
07205_p2_L01_b	19	31	H
07205_p2_L01_b	20	4	H
07205_p2_L01_b	21	9	H
07205_p2_L01_b	22	37	H
07205_p2_L01_b	23	29	H
07205_p2_L01_b	24	30	M
07205_p2_L01_b	25	82	H
07205_p2_L01_c	1	114	H
07205_p2_L01_c	2	113	H
07205_p2_L01_c	3	81	M
07205_p2_L01_c	4	118	H
07205_p2_L01_c	5	84	H
07205_p2_L01_c	6	1	H
07205_p2_L01_c	7	33	H
07205_p2_L01_c	8	80	M
07205_p2_L01_c	9	81	M
07205_p2_L01_c	10	26	M
07205_p2_L01_c	11	37	H
07205_p2_L01_c	12	103	H
07205_p2_L01_c	13	112	H
07205_p2_L01_c	14	113	H
07205_p2_L01_c	15	84	H
07205_p2_L01_c	16	26	M
07205_p2_L01_c	17	122	H
07205_p2_L01_c	18	w:et	M
07205_p2_L01_c	19	w:pour	H
07205_p2_L01_c	20	w:plus	H
07205_p2_L01_c	21	w:clair	L
07205_p2_L01_d	1	w:cognoistre	M
07205_p2_L01_d	2	w:des	M
07205_p2_L01_d	3	w:guelz	M
07205_p2_L01_d	4	w:quartiers	M
07205_p2_L01_d	5	w:de	M
07205_p2_L01_d	6	w:bon	M
07205_p2_L01_d	7	w:parler	M
07205_p2_L01_d	8	w:et	M
07205_p2_L01_d	9	w:commencer	L
07205_p2_L01_d	10	w:les	L
07205_p2_L01_d	11	136	H
07205_p2_L01_d	12	129	H
07205_p2_L01_d	13	82	H
07205_p2_L01_d	14	3	M
07205_p2_L02_a	1	81	H
07205_p2_L02_a	2	120	M
07205_p2_L02_a	3	104	H
07205_p2_L02_a	4	26	M
07205_p2_L02_a	5	31	H
07205_p2_L02_a	6	102	H
07205_p2_L02_a	7	82	H
07205_p2_L02_a	8	5	M
07205_p2_L02_a	9	4	H
07205_p2_L02_a	10	81	H
07205_p2_L02_a	11	1	H
07205_p2_L02_a	12	32	H
07205_p2_L02_a	13	32	H
07205_p2_L02_a	14	10	M
07205_p2_L02_a	15	37	H
07205_p2_L02_a	16	31	H
07205_p2_L02_a	17	74	M
07205_p2_L02_a	18	82	H
07205_p2_L02_a	19	121	M
07205_p2_L02_a	20	73	H
07205_p2_L02_a	21	102	H
07205_p2_L02_a	22	22	H
07205_p2_L02_a	23	71	M
07205_p2_L02_a	24	39	H
07205_p2_L02_b	1	35	M
07205_p2_L02_b	2	w:pourrez	L
07205_p2_L02_b	3	w:mieulx	L
07205_p2_L02_b	4	w:estre	M
07205_p2_L02_b	5	w:enseigne	M
07205_p2_L02_b	6	w:par	H
07205_p2_L02_b	7	w:la	H
07205_p2_L02_b	8	w:mappe	M
07205_p2_L02_b	9	w:ou	L
07205_p2_L02_b	10	w:charte	M
07205_p2_L02_b	11	w:d'hollande	M
07205_p2_L02_c	1	w:cognoistrez	M
07205_p2_L02_c	2	w:facillement	H
07205_p2_L02_c	3	w:les	H
07205_p2_L02_c	4	130	H
07205_p2_L02_c	5	75	H
07205_p2_L02_c	6	99	H
07205_p2_L02_c	7	65	L
07205_p2_L02_c	8	4	H
07205_p2_L02_c	9	93	H
07205_p2_L02_c	10	81	H
07205_p2_L02_c	11	119	H
07205_p2_L02_c	12	84	H
07205_p2_L02_c	13	5	M
07205_p2_L02_c	14	30	M
07205_p2_L02_c	15	84	H
07205_p2_L02_c	16	35	M
07205_p2_L02_c	17	127	M
07205_p2_L02_d	1	82	H
07205_p2_L02_d	2	27	H
07205_p2_L02_d	3	72	M
07205_p2_L02_d	4	62	L
07205_p2_L02_d	5	33	H
07205_p2_L02_d	6	82	H
07205_p2_L02_d	7	1	H
07205_p2_L02_d	8	32	H
07205_p2_L02_d	9	81	H
07205_p2_L02_d	10	118	H
07205_p2_L02_d	11	81	H
07205_p2_L02_d	12	3	H
07205_p2_L02_d	13	26	M
07205_p2_L02_d	14	19	H
07205_p2_L02_d	15	37	H
