# tools/print_check.py, 24 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
avecques le peu de perte pour le change	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
peu de perte pour le change	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
en telle sorte vous serez asseure de faire	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
toutes les foys qu'il vous plairoyt	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
je feray tout le debvoyr et diligence qui sera possible	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
seray tres marry si je ne puys satisfaire au commandement	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
m'excuser si j'ay faict ou obmis chose	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
jusques a present je n'ay eu le moyen	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
tresfidelle et tresobeissant serviteur	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
De Coppenhagen ce vingt sept jour de Janvier	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
Coppenhague 27 janvier 1557	ia:undiplomatepoite00richuoft	no hits	downloaded djvu text; 	https://archive.org/details/undiplomatepoite00richuoft
avecques le peu de perte pour le change	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
peu de perte pour le change	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
en telle sorte vous serez asseure de faire	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
toutes les foys qu'il vous plairoyt	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
je feray tout le debvoyr et diligence qui sera possible	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
seray tres marry si je ne puys satisfaire au commandement	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
m'excuser si j'ay faict ou obmis chose	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
jusques a present je n'ay eu le moyen	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
tresfidelle et tresobeissant serviteur	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
De Coppenhagen ce vingt sept jour de Janvier	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
Coppenhague 27 janvier 1557	ia:ngociationslet00pari	no hits	downloaded djvu text; 	https://archive.org/details/ngociationslet00pari
avecques le peu de perte pour le change	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
peu de perte pour le change	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
en telle sorte vous serez asseure de faire	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
toutes les foys qu'il vous plairoyt	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
je feray tout le debvoyr et diligence qui sera possible	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
seray tres marry si je ne puys satisfaire au commandement	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
m'excuser si j'ay faict ou obmis chose	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
jusques a present je n'ay eu le moyen	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
tresfidelle et tresobeissant serviteur	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
De Coppenhagen ce vingt sept jour de Janvier	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
Coppenhague 27 janvier 1557	ia:nouvellecollecti06michuoft	no hits	downloaded djvu text; 	https://archive.org/details/nouvellecollecti06michuoft
avecques le peu de perte pour le change	ia:relationspoliti06teulgoog	no hits	downloaded djvu text; 	https://archive.org/details/relationspoliti06teulgoog
peu de perte pour le change	ia:relationspoliti06teulgoog	no hits	downloaded djvu text; 	https://archive.org/details/relationspoliti06teulgoog
en telle sorte vous serez asseure de faire	ia:relationspoliti06teulgoog	no hits	downloaded djvu text; 	https://archive.org/details/relationspoliti06teulgoog
toutes les foys qu'il vous plairoyt	ia:relationspoliti06teulgoog	no hits	downloaded djvu text; 	https://archive.org/details/relationspoliti06teulgoog
je feray tout le debvoyr et diligence qui sera possible	ia:relationspoliti06teulgoog	no hits	downloaded djvu text; 	https://archive.org/details/relationspoliti06teulgoog
seray tres marry si je ne puys satisfaire au commandement	ia:relationspoliti06teulgoog	no hits	downloaded djvu text; 	https://archive.org/details/relationspoliti06teulgoog
m'excuser si j'ay faict ou obmis chose	ia:relationspoliti06teulgoog	no hits	downloaded djvu text; 	https://archive.org/details/relationspoliti06teulgoog
