line	position	sign	confidence	alt	why
5200p1L06	1	s:flourish	M		agree-flagged
5200p1L06	2	25	H		agree
5200p1L06	3	31	H		agree
5200p1L06	4	74	H		agree
5200p1L06	5	17	H		agree
5200p1L06	6	20	H		agree
5200p1L06	7	25	H		agree
5200p1L06	8	40	H		agree
5200p1L06	9	51	H		agree
5200p1L06	10	15	H		agree
5200p1L06	11	s:n	M		agree-flagged
5200p1L06	12	11	H		agree
5200p1L06	13	12	H		agree
5200p1L06	14	28	H		agree
5200p1L06	15	27	H		agree
5200p1L06	16	57	H		agree
5200p1L06	17	s:i	M		agree-flagged
5200p1L06	18	40	H		agree
5200p1L06	19	s:q	M	B:9	differ
5200p1L06	20	39	H		agree
5200p1L07	1	25	H		agree
5200p1L07	2	31	H		agree
5200p1L07	3	12	H		agree
5200p1L07	4	13	H		agree
5200p1L07	5	14	H		agree
5200p1L07	6	15	H		agree
5200p1L07	7	16	H		agree
5200p1L07	8	35	H		agree
5200p1L07	9	36	H		agree
5200p1L07	10	42	H		agree
5200p1L07	11	39	H		agree
5200p1L07	12	57	H		agree
5200p1L07	13	54	H		agree
5200p1L07	14	53	H		agree
5200p1L07	15	25	H		agree
5200p1L07	16	17	H		agree
5200p1L07	17	20	H		agree
5200p1L07	18	25	H		agree
5200p1L07	19	40	H		agree
5200p1L07	20	17	M		agree-flagged
5200p1L07	21	19	M	A:-	gap
5200p1L08	1	9	M		agree-flagged
5200p1L08	2	3	H		agree
5200p1L08	3	54	H		agree
5200p1L08	4	53	H		agree
5200p1L08	5	40	H		agree
5200p1L08	6	50	H		agree
5200p1L08	7	s:f	M		agree-flagged
5200p1L08	8	3	H		agree
5200p1L08	9	57	H		agree
5200p1L08	10	27	H		agree
5200p1L08	11	42	H		agree
5200p1L08	12	39	H		agree
5200p1L08	13	25	H		agree
5200p1L08	14	12	H		agree
5200p1L08	15	14	H		agree
5200p1L08	16	15	H		agree
5200p1L08	17	17	H		agree
5200p1L08	18	25	H		agree
5200p1L08	19	36	H		agree
5200p1L08	20	15	H		agree
5200p1L08	21	54	H		agree
5200p1L08	22	51	H		agree
5200p1L08	23	15	H		agree
5200p1L08	24	27	H		agree
5200p1L09	1	57	H		agree
5200p1L09	2	51	H		agree
5200p1L09	3	50	H		agree
5200p1L09	4	15	H		agree
5200p1L09	5	54	H		agree
5200p1L09	6	17	H		agree
5200p1L09	7	20	H		agree
5200p1L09	8	40	H		agree
5200p1L09	9	s:a	M		agree-flagged
5200p1L09	10	55	H		agree
5200p1L09	11	57	H		agree
5200p1L09	12	15	H		agree
5200p1L09	13	33	H		agree
5200p1L09	14	34	H		agree
5200p1L09	15	s:e	M	B:s:b	differ
5200p1L09	16	15	H		agree
5200p1L09	17	36	H		agree
5200p1L09	18	15	H		agree
5200p1L09	19	39	H		agree
5200p1L09	20	57	H		agree
5200p1L09	21	14	H		agree
5200p1L09	22	15	H		agree
5200p1L09	23	25	M		agree-flagged
5200p1L09	24	51	M	B:31	differ
5200p1L09	25	42	M		agree-flagged
5200p1L09	26	39	M	A:-	gap
5200p1L10	1	25	H		agree
5200p1L10	2	52	M	B:32	differ
5200p1L10	3	75	H		agree
5200p1L10	4	82	H		agree
5200p1L10	5	39	H		agree
5200p1L10	6	s:e	M	B:s:c	differ
5200p1L10	7	32	H		agree
5200p1L10	8	33	H		agree
5200p1L10	9	15	H		agree
5200p1L10	10	54	H		agree
5200p1L10	11	60	H		agree
5200p1L10	12	26	H		agree
5200p1L10	13	27	H		agree
5200p1L10	14	33	H		agree
5200p1L10	15	34	H		agree
5200p1L10	16	17	H		agree
5200p1L10	17	56	H		agree
5200p1L10	18	54	H		agree
5200p1L10	19	55	H		agree
5200p1L10	20	17	H		agree
5200p1L10	21	31	M		agree-flagged
5200p1L11	1	53	H		agree
5200p1L11	2	57	H		agree
5200p1L11	3	42	H		agree
5200p1L11	4	60	H		agree
5200p1L11	5	50	H		agree
5200p1L11	6	54	H		agree
5200p1L11	7	9	H		agree
5200p1L11	8	42	H		agree
5200p1L11	9	s:mars	M		agree-flagged
5200p1L11	10	54	H		agree
5200p1L11	11	s:venus	M	B:s:jupiter	differ
5200p1L11	12	55	H		agree
5200p1L11	13	57	H		agree
5200p1L11	14	15	H		agree
5200p1L11	15	72	H		agree
5200p1L11	16	s:jupiter	M		agree-flagged
5200p1L11	17	20	H		agree
5200p1L11	18	21	H		agree
5200p1L11	19	22	H		agree
5200p1L12	1	51	H		agree
5200p1L12	2	3	H		agree
5200p1L12	3	39	H		agree
5200p1L12	4	12	H		agree
5200p1L12	5	11	H		agree
5200p1L12	6	s:sol	M	B:s:saturn	differ
5200p1L12	7	s:venus	M		agree-flagged
5200p1L12	8	9	H		agree
5200p1L12	9	29	M	B:24	differ
5200p1L12	10	25	H		agree
5200p1L12	11	3	H		agree
5200p1L12	12	39	H		agree
5200p1L12	13	21	H		agree
5200p1L12	14	15	H		agree
5200p1L12	15	s:mars	M		agree-flagged
5200p1L12	16	36	H		agree
5200p1L12	17	15	H		agree
5200p1L12	18	39	H		agree
5200p1L12	19	57	H		agree
5200p1L12	20	s:jupiter	M		agree-flagged
5200p1L12	21	8	H		agree
5200p1L12	22	9	H		agree
5200p1L12	23	42	M	B:s:mars	differ
5200p1L12	24	60	H		agree
5200p1L13	1	50	H		agree
5200p1L13	2	51	H		agree
5200p1L13	3	3	H		agree
5200p1L13	4	21	H		agree
5200p1L13	5	14	H		agree
5200p1L13	6	15	H		agree
5200p1L13	7	54	H		agree
5200p1L13	8	57	H		agree
5200p1L13	9	15	H		agree
5200p1L13	10	33	H		agree
5200p1L13	11	s:mars	M		agree-flagged
5200p1L13	12	s:saturn	M		agree-flagged
5200p1L13	13	35	H		agree
5200p1L13	14	36	H		agree
5200p1L13	15	15	H		agree
5200p1L13	16	39	H		agree
5200p1L13	17	57	H		agree
5200p1L14	1	53	M	B:32	differ
5200p1L14	2	31	H		agree
5200p1L14	3	33	H		agree
5200p1L14	4	15	H		agree
5200p1L14	5	54	H		agree
5200p1L14	6	36	H		agree
5200p1L14	7	27	H		agree
5200p1L14	8	14	H		agree
5200p1L14	9	15	H		agree
5200p1L14	10	60	H		agree
5200p1L14	11	69	M	B:68	differ
5200p1L14	12	66	H		agree
5200p1L14	13	3	H		agree
5200p1L14	14	18	H		agree
5200p1L14	15	17	H		agree
5200p1L14	16	s:f	M		agree-flagged
5200p1L14	17	15	H		agree
5200p1L14	18	9	H		agree
5200p1L14	19	57	H		agree
5200p1L14	20	27	H		agree
5200p1L14	21	42	H		agree
5200p1L14	22	39	H		agree
5200p1L15	1	70	H		agree
5200p1L15	2	72	H		agree
5200p1L15	3	50	M	B:s:f	differ
5200p1L15	4	56	H		agree
5200p1L15	5	57	H		agree
5200p1L15	6	s:saturn	M		agree-flagged
5200p1L15	7	51	H		agree
5200p1L15	8	42	H		agree
5200p1L15	9	60	H		agree
5200p1L15	10	61	H		agree
5200p1L15	11	39	H		agree
5200p1L15	12	57	H		agree
5200p1L15	13	s:mars	M		agree-flagged
5200p1L15	14	18	H		agree
5200p1L15	15	17	H		agree
5200p1L15	16	42	H		agree
5200p1L15	17	50	H		agree
5200p1L15	18	51	H		agree
5200p1L15	19	57	H		agree
