line	pos	group	conf	note
5200p2L01	1	2	H
5200p2L01	2	1	H
5200p2L01	3	3	H
5200p2L01	4	15	H
5200p2L01	5	50	H
5200p2L01	6	51	H
5200p2L01	7	15	H
5200p2L01	8	19	H
5200p2L01	9	15	H
5200p2L01	10	54	H
5200p2L01	11	w:que	H
5200p2L01	12	26	H
5200p2L01	13	27	H
5200p2L01	14	33	H
5200p2L01	15	72	H
5200p2L01	16	s:jupiter	H
5200p2L01	17	s:venus	H
5200p2L01	18	w:ou	H
5200p2L01	19	26	H
5200p2L01	20	27	H
5200p2L01	21	51	H
5200p2L01	22	s:mark	L	small mark after 51, resembles v or flourish, right edge of leaf
5200p2L02	1	28	M	could be 18
5200p2L02	2	31	H
5200p2L02	3	57	H
5200p2L02	4	60	H
5200p2L02	5	39	H
5200p2L02	6	4	H
5200p2L02	7	5	H
5200p2L02	8	6	H
5200p2L02	9	7	H
5200p2L02	10	50	H
5200p2L02	11	51	H
5200p2L02	12	60	H
5200p2L02	13	27	H
5200p2L02	14	57	H
5200p2L02	15	w:que	H
5200p2L02	16	32	H
5200p2L02	17	33	H
5200p2L02	18	15	H
5200p2L02	19	s:n	M
5200p2L02	20	38	H
5200p2L02	21	79	H
5200p2L03	1	15	H
5200p2L03	2	14	H
5200p2L03	3	36	H
5200p2L03	4	69	H
5200p2L03	5	s:jupiter	H
5200p2L03	6	3	H
5200p2L03	7	61	H
5200p2L03	8	60	H
5200p2L03	9	42	H
5200p2L03	10	27	H
5200p2L03	11	37	M	could be 57
5200p2L03	12	15	H
5200p2L03	13	54	H
5200p2L03	14	56	H
5200p2L03	15	57	H
5200p2L03	16	15	H
5200p2L03	17	40	H
5200p2L03	18	26	H
5200p2L03	19	s:venus	M
5200p2L03	20	s:mark	L	inkblot over sign
5200p2L03	21	s:saturn	M
5200p2L03	22	60	L	trailing digit(s) at line end, faint/damaged, possibly more after
5200p2L04-L05	1	w:Lequel bruit qu'il fust faict fut maintenu par les officiers que puissent leurs premieres armes ils furent	L	two-line clear French stretch, secretary cursive, low-confidence diplomatic reading; preceded by two signs (s:jupiter-like, s:venus-like) and an abbreviation 'C[.]b' not transcribed as digits (marginal/initial mark, not clearly cipher)
5200p2L06	1	w:mesmes m'en prierent qui'	M	continuation of the clear stretch; 'qui'' likely elided 'qu'il'
5200p2L06	2	14	H
5200p2L06	3	25	H
5200p2L06	4	31	H
5200p2L06	5	15	H
5200p2L06	6	39	H
5200p2L06	7	32	H
5200p2L06	8	33	H
5200p2L06	9	15	H
5200p2L06	10	60	H
5200p2L06	11	51	H
5200p2L06	12	50	H
5200p2L07	1	s:jupiter	H	
5200p2L07	2	11	H	
5200p2L07	3	12	H	
5200p2L07	4	40	H	
5200p2L07	5	42	H	
5200p2L07	6	11	H	
5200p2L07	7	40	H	
5200p2L07	8	39	H	
5200p2L07	9	3	H	
5200p2L07	10	11	H	
5200p2L07	11	55	H	
5200p2L07	12	57	H	
5200p2L07	13	54	H	
5200p2L07	14	15	H	
5200p2L07	15	60	H	
5200p2L07	16	s:venus	H	
5200p2L07	17	33	H	
5200p2L07	18	15	H	
5200p2L07	19	s:mars	M	
5200p2L08	1	38	H	
5200p2L08	2	31	H	
5200p2L08	3	30	M	could be 36
5200p2L08	4	15	H	
5200p2L08	5	39	H	
5200p2L08	6	55	H	
5200p2L08	7	57	H	
5200p2L08	8	w:quatre vingt cinq	M	number spelled in clear French words, not cipher (=85)
5200p2L08	9	8	H	
5200p2L08	10	10	H	
5200p2L08	11	9	H	
5200p2L08	12	15	H	
5200p2L08	13	39	H	
5200p2L08	14	57	H	
5200p2L08	15	s:jupiter	M	
5200p2L08	16	s:jupiter	M	
5200p2L09	1	18	M	could be 16
5200p2L09	2	32	H	
5200p2L09	3	33	H	
5200p2L09	4	42	H	
5200p2L09	5	51	H	
5200p2L09	6	27	H	
5200p2L09	7	39	M	could be 31
5200p2L09	8	54	H	
5200p2L09	9	55	H	
5200p2L09	10	s:mars	M	
5200p2L09	11	27	H	
5200p2L09	12	14	H	
5200p2L09	13	15	H	
5200p2L09	14	s:jupiter	M	
5200p2L09	15	s:saturn	M	
5200p2L09	16	50	H	
5200p2L09	17	54	H	
5200p2L09	18	42	H	
5200p2L09	19	51	H	
5200p2L10	1	57	H	
5200p2L10	2	27	H	
5200p2L10	3	s:long-s	M	looks like a long-s / f, unclear if sign or clear-word abbreviation
5200p2L10	4	53	H	
5200p2L10	5	54	H	
5200p2L10	6	15	H	
5200p2L10	7	14	H	
5200p2L10	8	25	H	
5200p2L10	9	s:saturn	M	
5200p2L10	10	w:au reste	M	clear French stretch between digit runs
5200p2L10	11	56	H	
5200p2L10	12	25	H	
5200p2L10	13	31	H	
5200p2L11	1	57	H	
5200p2L11	2	42	H	
5200p2L11	3	60	H	
5200p2L11	4	56	H	
5200p2L11	5	s:f	M	
5200p2L11	6	s:mark	L	inkblot
5200p2L11	7	32	H	
5200p2L11	8	33	H	
5200p2L11	9	61	H	
5200p2L11	10	15	H	
5200p2L11	11	60	M	could be 50
5200p2L11	12	51	H	
5200p2L11	13	54	H	
5200p2L11	14	s:mars	M	
5200p2L11	15	s:jupiter	M	
5200p2L11	16	21	H	
5200p2L11	17	3	H	
5200p2L11	18	20	H	
5200p2L12	1	21	H	
5200p2L12	2	14	H	
5200p2L12	3	15	H	
5200p2L12	4	54	H	
5200p2L12	5	55	H	
5200p2L12	6	56	H	
5200p2L12	7	w:Depuis que	L	clear French, low confidence
5200p2L12	8	20	H	
5200p2L12	9	40	H	
5200p2L12	10	s:jupiter	M	
5200p2L12	11	s:mars	M	
5200p2L12	12	21	H	
5200p2L12	13	60	H	
5200p2L12	14	15	M	
5200p2L12	15	3	L	
5200p2L13	1	12	H	
5200p2L13	2	50	H	
5200p2L13	3	51	H	
5200p2L13	4	15	H	
5200p2L13	5	54	H	
5200p2L13	6	53	H	
5200p2L13	7	s:long-s	M	
5200p2L13	8	55	H	
5200p2L13	9	57	H	
5200p2L13	10	51	H	
5200p2L13	11	50	H	
5200p2L13	12	3	H	
5200p2L13	13	32	H	
5200p2L13	14	37	M	could be 33 or 57
5200p2L13	15	15	H	
5200p2L13	16	39	H	
5200p2L13	17	w:et autres	M	
5200p2L13	18	61	H	
5200p2L14	1	60	H	
5200p2L14	2	26	H	
5200p2L14	3	27	H	
5200p2L14	4	w:le	M	
5200p2L14	5	32	H	
5200p2L14	6	35	M	could be 33
5200p2L14	7	15	H	
5200p2L14	8	54	H	
5200p2L14	9	s:jupiter	M	
5200p2L14	10	w:de nre	L	unclear abbreviation, possibly 'de nostre'
5200p2L14	11	8	H	
5200p2L14	12	9	H	
5200p2L14	13	42	H	
5200p2L14	14	54	H	
5200p2L14	15	55	H	
5200p2L14	16	57	H	
5200p2L15	1	12	H	
5200p2L15	2	14	H	
5200p2L15	3	15	H	
5200p2L15	4	20	H	
5200p2L15	5	21	H	
5200p2L15	6	60	H	
5200p2L15	7	15	H	
5200p2L15	8	33	H	
5200p2L15	9	12	H	
5200p2L15	10	51	H	
5200p2L15	11	50	H	
5200p2L15	12	15	H	
5200p2L15	13	14	H	
5200p2L15	14	54	H	
5200p2L15	15	w:ont fait de mesme	M	clear French phrase
5200p2L16	1	w:et n'eut	M	
5200p2L16	2	31	H	
5200p2L16	3	40	H	
5200p2L16	4	25	H	
5200p2L16	5	s:jupiter	M	
5200p2L16	6	s:mars	M	
5200p2L16	7	33	H	
5200p2L16	8	4	H	
5200p2L16	9	3	H	
