line	col	A	B	flagged	crop
hstam_4_h_1411_0003_L25_s1	4	G	Y		crops/0003/hstam_4_h_1411_0003_L25_s1.jpg
hstam_4_h_1411_0003_L25_s1	17	79	49		crops/0003/hstam_4_h_1411_0003_L25_s1.jpg
hstam_4_h_1411_0003_L26_s1	9	29	27		crops/0003/hstam_4_h_1411_0003_L26_s1.jpg
hstam_4_h_1411_0003_L26_s1	20	44	11		crops/0003/hstam_4_h_1411_0003_L26_s1.jpg
hstam_4_h_1411_0003_L26_s1	21	38	58		crops/0003/hstam_4_h_1411_0003_L26_s1.jpg
hstam_4_h_1411_0003_L26_s1	22	41	21		crops/0003/hstam_4_h_1411_0003_L26_s1.jpg
hstam_4_h_1411_0003_L27_s1	1	Und	-		crops/0003/hstam_4_h_1411_0003_L27_s1.jpg
hstam_4_h_1411_0003_L27_s1	20	#	H		crops/0003/hstam_4_h_1411_0003_L27_s1.jpg
hstam_4_h_1411_0003_L28_s1	2	70	90		crops/0003/hstam_4_h_1411_0003_L28_s1.jpg
hstam_4_h_1411_0003_L29_s1	11	9	-		crops/0003/hstam_4_h_1411_0003_L29_s1.jpg
hstam_4_h_1411_0003_L29_s1	12	38	930		crops/0003/hstam_4_h_1411_0003_L29_s1.jpg
hstam_4_h_1411_0003_L29_s1	17	30	36		crops/0003/hstam_4_h_1411_0003_L29_s1.jpg
hstam_4_h_1411_0003_L30_s1	12	-	61		crops/0003/hstam_4_h_1411_0003_L30_s1.jpg
hstam_4_h_1411_0003_L30_s1	13	16	26		crops/0003/hstam_4_h_1411_0003_L30_s1.jpg
hstam_4_h_1411_0003_L30_s1	17	71	91		crops/0003/hstam_4_h_1411_0003_L30_s1.jpg
hstam_4_h_1411_0003_L31_s1	1	10	20		crops/0003/hstam_4_h_1411_0003_L31_s1.jpg
hstam_4_h_1411_0003_L31_s1	4	70	90		crops/0003/hstam_4_h_1411_0003_L31_s1.jpg
hstam_4_h_1411_0003_L31_s1	6	16	20		crops/0003/hstam_4_h_1411_0003_L31_s1.jpg
hstam_4_h_1411_0003_L31_s1	11	7	4		crops/0003/hstam_4_h_1411_0003_L31_s1.jpg
hstam_4_h_1411_0003_L31_s1	13	30	36		crops/0003/hstam_4_h_1411_0003_L31_s1.jpg
