path	kind	bytes	sha1	dims	source	cited_by
images/hstam_4_h_1411_0003.jpg	fullpage	1183945	f3689d0e24d56ab07e80ee6b8312257285118813	2946x2312	https://api.hcportal.eu/media/1392/35901677515129.jpg	NOTES.md;recon_0003/agreement.tsv;recon_0003/ciphertext_draft.tsv;recon_0003/disagreements.tsv;transcription/pass_a_0003_r.tsv;transcription/pass_b_0003_r.tsv;crop-source(crops/*/manifest.json)
images/hstam_4_h_1411_0004.jpg	fullpage	907659	fc6ae01febeab90d4b2cd5b223260e662708e651	2942x2324	https://api.hcportal.eu/media/1393/53211677515130.jpg	
images/hstam_4_h_1411_0012.jpg	fullpage	2197461	6569cc164ea70a4b85e19fe624da8e34bd881989	2834x4284	https://api.hcportal.eu/media/1395/79511677516420.jpg	NOTES.md;recon_0012/agreement.tsv;recon_0012/ciphertext_draft.tsv;recon_0012/disagreements.tsv;transcription/pass_a_0012_r.tsv;transcription/pass_b_0012_r.tsv;crop-source(crops/*/manifest.json)
images/hstam_4_h_1411_0013.jpg	fullpage	1720038	cbf5c6f13b83d122ff82e79515909ce5baef087d	2872x4330	https://api.hcportal.eu/media/1396/23861677516420.jpg	
images/hstam_4_h_1411_0015.jpg	fullpage	1177001	b4dc7f3f6aabd5ac841df569d16d4fe6c494319b	2294x3018	https://api.hcportal.eu/media/1412/99161677516786.jpg	
images/hstam_4_h_1411_0016.jpg	fullpage	2091445	a0f3e53a5edb9cf729e909126c5404479adb8c3c	4308x3052	https://api.hcportal.eu/media/1413/47171677516786.jpg	NOTES.md;recon_0016/agreement.tsv;recon_0016/ciphertext_draft.tsv;recon_0016/ciphertext_draft_ciphonly.tsv;recon_0016/disagreements.tsv;transcription/pass_a_0016.tsv;transcription/pass_a_0016_block1.tsv;transcription/pass_a_0016_block2.tsv;transcription/pass_a_0016_block3.tsv;transcription/pass_a_0016_block4.tsv;transcription/pass_a_0016_zm.tsv;transcription/pass_b_0016.tsv;transcription/pass_b_0016_block1.tsv;transcription/pass_b_0016_block2.tsv;transcription/pass_b_0016_block3.tsv;transcription/pass_b_0016_block4.tsv;transcription/pass_b_0016_zm.tsv;crop-source(crops/*/manifest.json)
images/hstam_4_h_1411_0017.jpg	fullpage	897636	4575833d58ea4b3459ee292c240be2ab7e34859f	2256x3038	https://api.hcportal.eu/media/1414/46611677516786.jpg	
images/hstam_4_h_1411_0018.jpg	fullpage	1250351	e9e6d483f9a908b8a9b04006bec2878fc19a4b77	2268x3002	https://api.hcportal.eu/media/1416/49641677516954.jpg	
images/hstam_4_h_1411_0023.jpg	fullpage	1187159	61e300931224bc6b9e7aab0c81cda0437bdbc982	2226x2930	https://api.hcportal.eu/media/1418/48081677517143.jpg	NOTES.md;recon_0023/agreement.tsv;recon_0023/ciphertext_draft.tsv;recon_0023/disagreements.tsv;transcription/pass_a_0023.tsv;transcription/pass_a_0023_block1.tsv;transcription/pass_a_0023_block2.tsv;transcription/pass_a_0023_block3.tsv;transcription/pass_a_0023_block4.tsv;transcription/pass_b_0023.tsv;transcription/pass_b_0023_block1.tsv;transcription/pass_b_0023_block2.tsv;transcription/pass_b_0023_block3.tsv;transcription/pass_b_0023_block4.tsv;crop-source(crops/*/manifest.json)
images/hstam_4_h_1411_0024.jpg	fullpage	1236469	641fc26c57ccde43a9835145c6deeffe623dd484	2254x2938	https://api.hcportal.eu/media/1419/75551677517143.jpg	NOTES.md;recon_0024/agreement.tsv;recon_0024/ciphertext_draft.tsv;recon_0024/disagreements.tsv;transcription/pass_a_0024_block1.tsv;transcription/pass_b_0024_block1.tsv;crop-source(crops/*/manifest.json)
images/hstam_4_h_1411_0028.jpg	fullpage	1202377	80319ffd52eb8e8e1476a1e5ae8009602ab6d6d6	2126x2546	https://api.hcportal.eu/media/1423/41881677519687.jpg	NOTES.md;crop-source(crops/*/manifest.json)
images/hstam_4_h_1411_0029.jpg	fullpage	1133552	05f527a90856bcddd635bbcc34b0c56f6d599e75	2112x2548	https://api.hcportal.eu/media/1424/16721677519687.jpg	
images/hstam_4_h_1411_0030.jpg	fullpage	1205956	89b01a14e620e098a2b1c64cbb59a3e0dfc56904	2084x2548	https://api.hcportal.eu/media/1426/23311677519840.jpg	crop-source(crops/*/manifest.json)
images/hstam_4_h_1411_0031.jpg	fullpage	1076718	32f2c26d3247b086a65ea811126ed8f73311c681	2098x2548	https://api.hcportal.eu/media/1427/99171677519840.jpg	
images/hstam_4_h_1411_0032.jpg	fullpage	1022721	48e1af58ccbd6f716fd06703cbb0fa7b18ef563c	2114x2512	https://api.hcportal.eu/media/1429/37921677519992.jpg	
images/hstam_4_h_1411_0033.jpg	fullpage	928608	6919ab577f9a558b48db1112e8a997b14e90db59	2164x2516	https://api.hcportal.eu/media/1430/97331677519992.jpg	
