line	position	sign	confidence	alt	why
f1v_L16	1	o	H		agree
f1v_L16	2	l	H		agree
f1v_L16	3	o	H		agree
f1v_L16	4	r	H		agree
f1v_L17	1	R	H		agree
f1v_L17	2	e	H		agree
f1v_L17	3	r	H		agree
f1v_L17	4	p	H		agree
f1v_L17	5	i	H		agree
f1v_L17	6	j	H		agree
f1v_L17	7	/	H		agree
f1v_L17	8	l	H		agree
f1v_L17	9	e	H		agree
f1v_L17	10	o	H		agree
f1v_L17	11	r	H		agree
f1v_L17	12	/	H		agree
f1v_L17	13	s	H		agree
f1v_L17	14	q	M	B:a	differ
f1v_L17	15	l	H		agree
f1v_L17	16	g	H		agree
f1v_L17	17	r	H		agree
f1v_L17	18	z	M	B:3	differ
f1v_L17	19	/	H		agree
f1v_L17	20	h	H		agree
f1v_L17	21	s	H		agree
f1v_L17	22	h	H		agree
f1v_L17	23	r	H		agree
f1v_L17	24	/	H		agree
f1v_L17	25	h	H		agree
f1v_L17	26	y	H		agree
f1v_L17	27	o	H		agree
f1v_L17	28	r	H		agree
f1v_L17	29	/	H		agree
f1v_L17	30	l	H		agree
f1v_L17	31	a	H		agree
f1v_L17	32	r	H		agree
f1v_L17	33	o	H		agree
f1v_L17	34	h	H		agree
f1v_L17	35	q	M	B:g	differ
f1v_L17	36	t	H		agree
f1v_L18	1	q	M	B:y	differ
f1v_L18	2	s	H		agree
f1v_L18	3	q	M	B:a	differ
f1v_L18	4	/	H		agree
f1v_L18	5	y	H		agree
f1v_L18	6	h	H		agree
f1v_L18	7	z	H		agree
f1v_L18	8	v	M	B:y	differ
f1v_L18	9	/	H		agree
f1v_L18	10	s	H		agree
f1v_L18	11	o	H		agree
f1v_L18	12	l	H		agree
f1v_L18	13	i	H		agree
f1v_L18	14	r	H		agree
f1v_L18	15	/	H		agree
f1v_L18	16	t	H		agree
f1v_L18	17	3	M	B:z	differ
f1v_L18	18	5	H		agree
f1v_L18	19	/	H		agree
f1v_L18	20	n	H		agree
f1v_L18	21	o	H		agree
f1v_L18	22	y	H		agree
f1v_L18	23	p	M	A:-	gap
f1v_L18	24	/	M	A:-	gap
f1v_L18	25	p	H		agree
f1v_L18	26	i	M	A:-	gap
f1v_L18	27	s	M	A:-	gap
f1v_L18	28	t	M	A:-	gap
f1v_L18	29	a	M	A:-	gap
f1v_L18	30	/	M	A:-	gap
f1v_L18	31	i	M	A:-	gap
f1v_L18	32	m	M	A:-	gap
f2r_L08	1	y	H		agree
f2r_L08	2	/	M	B:-	gap
f2r_L08	3	l	H		agree
f2r_L08	4	i	H		agree
f2r_L08	5	o	H		agree
f2r_L08	6	r	H		agree
f2r_L09	1	l	H		agree
f2r_L09	2	a	H		agree
f2r_L09	3	y	H		agree
f2r_L09	4	/	H		agree
f2r_L09	5	g	M		agree-flagged
f2r_L09	6	n	H		agree
f2r_L09	7	o	H		agree
f2r_L09	8	t	H		agree
f2r_L09	9	r	H		agree
f2r_L09	10	h	H		agree
f2r_L09	11	/	H		agree
