line	pos	sign	conf	value	grade
f110-1	1	f		c|u	M
f110-1	2	n		l	H
f110-1	3	q		u	H
f110-1	4	o		i	H
f110-1	5	6		i|n|s	M
f110-1	6	U		?	U
f110-1	7	S		u|c	M
f110-1	8	t		e	H
f110-1	9	t		e	H
f110-1	10	n		l	H
f110-1	11	U		?	U
f110-1	12	h		e	H
f110-1	13	o		i	H
f110-1	14	L		r	H
f110-1	15	4+		m	H
f110-1	16	x		e	H
f110-1	17	t		e	H
f110-1	18	n		l	H
f110-1	19	25		nous	H
f110-1	20	a		a	H
f110-1	21	t		e	H
f110-1	22	m		t	H
f110-1	23	L		r	H
f110-1	24	.v.		n	H
f110-1	25	U		?	U
f110-1	26	z		?	U
f110-1	27	B		i|y	M
f110-1	28	m		t	H
f110-1	29	s		u	H
f110-1	30	H		o	H
f110-1	31	J		s	H
f110-1	32	J		s	H
f110-1	33	t		e	H
f110-1	34	7		o	H
f110-1	35	c		p	H
f110-1	36	n		l	H
f110-1	37	14		que	H
f110-1	38	6		i|n|s	M
f110-1	39	x		e	H
f110-1	40	g		u	H
f110-1	41	E		i|y	M
f110-1	42	d		s	H
f110-1	43	B		i|y	M
f110-1	44	o		i	H
f110-1	45	s		u	H
f110-1	46	a		a	H
f110-1	47	he		l	H
f110-1	48	z		?	U
f110-1	49	14		que	H
f110-1	50	a		a	H
f110-1	51	g		u	H
f110-1	52	f		c|u	M
f110-1	53	e		r	H
f110-1	54	o		i	H
f110-1	55	m		t	H
f110-1	56	g		u	H
f110-1	57	t		e	H
f110-1	58	w-		d	H
f110-1	59	f		c|u	M
f110-1	60	a		a	H
f110-1	61	J		s	H
f110-1	62	a		a	H
f110-2	1	Z		t	H
f110-2	2	L		r	H
f110-2	3	J		s	H
f110-2	4	g		u	H
f110-2	5	q		u	H
f110-2	6	x		e	H
f110-2	7	t		e	H
f110-2	8	t		e	H
f110-2	9	o		i	H
f110-2	10	BOX		?	U
f110-2	11	g		u	H
f110-2	12	.v.		n	H
f110-2	13	w-		d	H
f110-2	14	x		e	H
f110-2	15	.v.		n	H
f110-2	16	q		u	H
f110-2	17	n		l	H
f110-2	18	m		t	H
f110-2	19	t		e	H
f110-2	20	m		t	H
f110-2	21	o		i	H
f110-2	22	12		il	H
f110-2	23	.v.		n	H
f110-2	24	d		s	H
f110-2	25	w-		d	H
f110-2	26	f		c|u	M
f110-2	27	.v.		n	H
f110-2	28	R		p	H
f110-2	29	g		u	H
f110-2	30	oo		d	H
f110-2	31	4+		m	H
f110-2	32	q		u	H
f110-2	33	a		a	H
f110-2	34	4+		m	H
f110-2	35	w-		d	H
f110-2	36	x		e	H
f110-2	37	d		s	H
f110-2	38	s		u	H
f110-2	39	U		?	U
f110-2	40	7		o	H
f110-2	41	o		i	H
f110-2	42	d		s	H
f110-2	43	q		u	H
f110-2	44	.v.		n	H
f110-2	45	BOX		?	U
f110-2	46	.v.		n	H
f110-2	47	14		que	H
f110-2	48	g		u	H
f110-2	49	e		r	H
f110-2	50	t		e	H
f110-2	51	D		a	H
f110-2	52	S		u|c	M
f110-2	53	f		c|u	M
f110-2	54	U		?	U
f110-2	55	h		e	H
f110-2	56	o		i	H
f110-2	57	J		s	H
f110-3	1	m		t	H
f110-3	2	2		?	U
f110-3	3	U		?	U
f110-3	4	n		l	H
f110-3	5	h		e	H
f110-3	6	62		?	U
f110-3	7	40		lui	H
f110-3	8	t		e	H
f110-3	9	h		e	H
f110-3	10	U		?	U
f110-3	11	.v.		n	H
f110-3	12	4+		m	H
f110-3	13	e		r	H
f110-3	14	f		c|u	M
f110-3	15	7		o	H
f110-3	16	B		i|y	M
f110-3	17	m		t	H
f110-3	18	L		r	H
f110-3	19	c		p	H
f110-3	20	v		?	U
f110-3	21	w-		d	H
f110-3	22	6		i|n|s	M
f110-3	23	d		s	H
f110-3	24	.v.		n	H
f110-3	25	o		i	H
f110-3	26	L		r	H
f110-3	27	.v.		n	H
f110-3	28	o		i	H
f110-3	29	a		a	H
f110-3	30	n		l	H
f110-3	31	o		i	H
f110-3	32	f		c|u	M
f110-3	33	h		e	H
f110-3	34	14		que	H
f110-3	35	e		r	H
f110-3	36	a		a	H
f110-3	37	.v.		n	H
f110-3	38	m		t	H
f110-3	39	w-		d	H
f110-3	40	h		e	H
f110-3	41	f		c|u	M
f110-3	42	R		p	H
f110-3	43	B		i|y	M
f110-3	44	m		t	H
