line	col	A	B	flagged	crop
05811_p5_L03	1	=ce	-	A	
05811_p5_L03	2	=ce	-	A	
05811_p5_L03	3	=jourdhuy	-	A	
05811_p5_L03	4	=matin	-	A	
05811_p5_L03	5	=mest	-	A	
05811_p5_L03	6	=venue	-	A	
05811_p5_L03	7	=une	-	A	
05811_p5_L03	8	=autre	-	A	
05811_p5_L03	9	=du	-	A	
05811_p5_L03	10	8e	-	A	
05811_p5_L04	8	91	81	AB	
05811_p5_L04	11	91	81	AB	
05811_p5_L04	16	9		AB	
05811_p5_L04	17	29	28	AB	
05811_p5_L05	1	76	55	AB	
05811_p5_L05	4	54	94	AB	
05811_p5_L05	6	109	100	AB	
05811_p5_L05	14	5	6	AB	
05811_p5_L05	17	63	83	AB	
05811_p5_L05	20	71	91	AB	
05811_p5_L06	11	28	20	AB	
05811_p5_L06	15	64	84	AB	
05811_p5_L06	20	90	80	AB	
05811_p5_L06	21	82	80	AB	
05811_p5_L07	2	85	87	AB	
05811_p5_L07	10	90	50	AB	
05811_p5_L07	19	90	80	AB	
05811_p5_L08	1	129	125	AB	
05811_p5_L08	12	29	35	AB	
05811_p5_L08	20	=le	-	A	
05811_p5_L08	21	=bien	-	A	
05811_p5_L09	1	=de	-	A	
05811_p5_L09	2	=Franoix	-	A	
05811_p5_L09	3	=lestat	-	A	
05811_p5_L09	4	=tant	-	A	
05811_p5_L09	5	=de	-	A	
05811_p5_L09	6	=ma	-	A	
05811_p5_L09	7	=sante	-	A	
05811_p5_L09	8	=que	-	A	
05811_p5_L09	9	=de	-	A	
05811_p5_L09	10	=bos	-	A	
05811_p5_L09	11	=affaires	-	A	
05811_p5_L10	1	84	64	AB	
05811_p5_L10	2	93	53	AB	
05811_p5_L10	7	94	74	AB	
05811_p5_L10	9	39	35	AB	
05811_p5_L10	22	89	80	AB	
05811_p5_L11	4	91	81	AB	
05811_p5_L11	5	8	6	AB	
05811_p5_L11	10	89	80	AB	
05811_p5_L11	11	9	6	AB	
05811_p5_L12	5	89	80	AB	
05811_p5_L12	6	90	50	AB	
05811_p5_L12	12	62	82	AB	
05811_p5_L12	13	25	29	AB	
05811_p5_L12	20	81	80	AB	
05811_p5_L13	5	89	80	AB	
05811_p5_L14	2	8	5	AB	
05811_p5_L14	10	9	0	AB	
05811_p5_L14	12	37	39	AB	
05811_p5_L15	6	8	9	AB	
05811_p5_L15	10	8	5	AB	
05811_p5_L15	18	18	15	AB	
05811_p5_L15	20	82	85	AB	
05811_p5_L15	22	2	3	AB	
05811_p5_L16	7	-	8	B	
05811_p5_L16	8	839	39	AB	
05811_p5_L16	9	29	27	AB	
05811_p5_L16	16	9	5	AB	
05811_p5_L16	17	109	108	AB	
05811_p5_L17	3	89	85	AB	
05811_p5_L17	9	91	81	AB	
05811_p5_L17	13	18	15	AB	
05811_p5_L18	4	-	29	B	
05811_p5_L18	6	28	80	AB	
05811_p5_L18	8	89	-	A	
05811_p5_L18	12	22	23	AB	
05811_p5_L18	19	28	38	AB	
05811_p5_L19	2	23	22	AB	
05811_p5_L19	9	89	85	AB	
05811_p5_L19	11	109	100	AB	
05811_p5_L19	17	135	130	AB	
05811_p5_L19	19	9	-	A	
05811_p5_L20	8	89	85	AB	
05811_p5_L20	15	93	53	AB	
05811_p5_L20	20	89	99	AB	
05811_p5_L20	24	8	85	AB	
05811_p5_L21	4	92	82	AB	
05811_p5_L21	17	92	32	AB	
05811_p5_L21	21	=le	-	A	
05811_p5_L22	1	-	=le		
05811_p5_L22	7	89	80	AB	
05811_p5_L22	12	93	83	AB	
05811_p5_L22	15	92	02	AB	
05811_p5_L22	18	28	26	AB	
05811_p5_L22	20	90	76	AB	
05811_p5_L23	1	93	83	AB	
05811_p5_L23	8	94	84	AB	
05811_p5_L24	3	109	100	AB	
05811_p5_L24	9	27	29	AB	
05811_p5_L24	12	92	82	AB	
05811_p5_L25	4	93	92	AB	
05811_p5_L25	13	37	39	AB	
05811_p5_L25	19	18	15	AB	
05811_p5_L25	22	9	-	A	
05811_p5_L26	4	37	39	AB	
05811_p5_L26	14	91	81	AB	
05811_p5_L26	18	38	28	AB	
05811_p5_L27	16	29	-	A	
05811_p5_L27	17	90	20	AB	
05811_p5_L28	1	92	82	AB	
05811_p5_L28	12	89	99	AB	
05811_p5_L28	14	9	8	AB	
05811_p5_L28	21	113	11	AB	
05811_p5_L29	6	98	88	AB	
05811_p5_L29	14	37	39	AB	
05811_p5_L30	1	109	100	AB	
05811_p5_L30	16	92	82	AB	
05811_p5_L30	23	92	82	AB	
05811_p5_L31	5	109	100	AB	
05811_p5_L31	16	91	81	AB	
05811_p5_L31	23	109	100	AB	
05811_p5_L32	12	-	8	B	
05811_p5_L32	14	117	119	AB	
05811_p5_L32	16	91	81	AB	
05811_p5_L32	20	12	19	AB	
05811_p5_L33	10	37	39	AB	
05811_p5_L33	20	92	82	AB	
05811_p5_L33	22	92	82	AB	
05811_p5_L33	23	12	19	AB	
05811_p5_L34	14	92	82	AB	
05811_p5_L34	15	37	39	AB	
05811_p5_L35	4	92	82	AB	
05811_p5_L35	14	91	81	AB	
05811_p5_L36	3	37	39	AB	
05811_p5_L36	8	8	9	AB	
05811_p5_L36	12	37	39	AB	
05811_p5_L36	17	=Quant	-	A	
05811_p5_L36	18	=au	-	A	
05811_p5_L36	19	=Lieutenant	-	A	
