pos	sign
0	s62
1	s19
2	s3
3	s38
4	s43
5	s61
6	s7
7	s22
8	s56
9	s11
10	s24
11	s25
12	s0
13	s60
14	s28
15	s63
16	s59
17	s21
18	s9
19	s46
20	s77
21	s12
22	s15
23	s39
24	s7
25	s39
26	s47
27	s55
28	s68
29	s39
30	s11
31	s71
32	s73
33	s74
34	s52
35	s37
36	s6
37	s18
38	s53
39	s9
40	s19
41	s42
42	s35
43	s14
44	s46
45	s36
46	s28
47	s56
48	s47
49	s77
50	s12
51	s19
52	s69
53	s7
54	s42
55	s20
56	s4
57	s77
58	s21
59	s33
60	s2
61	s37
62	s9
63	s21
64	s1
65	s33
66	s13
67	s38
68	s42
69	s63
70	s59
71	s49
72	s72
73	s59
74	s43
75	s4
76	s3
77	s19
78	s52
79	s81
80	s73
81	s47
82	s14
83	s61
84	s9
85	s18
86	s35
87	s13
88	s41
89	s40
90	s49
91	s26
92	s47
93	s32
94	s29
95	s8
96	s61
97	s32
98	s19
99	s38
100	s41
101	s10
102	s21
103	s62
104	s51
105	s17
106	s52
107	s75
108	s3
109	s19
110	s30
111	s49
112	s65
113	s58
114	s11
115	s17
116	s76
117	s33
118	s28
119	s54
120	s48
121	s13
122	s40
123	s54
124	s69
125	s44
126	s54
127	s74
128	s26
129	s12
130	s35
131	s41
132	s0
133	s18
134	s34
135	s3
136	s24
137	s14
138	s67
139	s69
140	s69
141	s2
142	s14
143	s80
144	s67
145	s19
146	s17
147	s4
148	s15
149	s60
150	s68
151	s55
152	s52
153	s39
154	s3
155	s69
156	s51
157	s71
158	s69
159	s2
160	s65
161	s57
162	s54
163	s45
164	s62
165	s9
166	s17
167	s74
168	s33
169	s25
170	s40
171	s45
172	s11
173	s77
174	s44
175	s31
176	s76
177	s57
178	s10
179	s25
180	s66
181	s35
182	s78
183	s9
184	s22
185	s69
186	s6
187	s14
188	s30
189	s64
190	s57
191	s71
192	s45
193	s64
194	s57
195	s11
196	s75
197	s36
198	s34
199	s9
200	s23
201	s28
202	s46
203	s64
204	s57
205	s52
206	s32
207	s43
208	s9
209	s72
210	s74
211	s49
212	s72
213	s52
214	s45
215	s60
216	s12
217	s1
218	s26
219	s76
220	s5
221	s44
222	s60
223	s54
224	s11
225	s60
226	s25
227	s68
228	s31
229	s76
230	s4
231	s60
232	s14
233	s49
234	s39
235	s32
236	s19
237	s40
238	s79
239	s33
240	s16
241	s41
242	s7
243	s22
244	s16
245	s46
246	s70
247	s70
248	s9
249	s22
250	s61
251	s14
252	s35
253	s63
254	s80
255	s27
256	s47
257	s70
258	s34
259	s66
260	s71
261	s15
262	s41
263	s48
264	s17
265	s64
266	s80
267	s9
268	s14
269	s79
270	s42
271	s5
272	s7
273	s29
274	s37
275	s43
276	s11
277	s27
278	s11
279	s22
280	s66
281	s21
282	s52
283	s52
284	s70
285	s45
286	s52
287	s53
288	s34
289	s15
290	s30
291	s75
292	s36
293	s15
294	s37
295	s47
296	s71
297	s72
298	s11
299	s16
300	s30
301	s51
302	s65
303	s56
304	s6
305	s19
306	s62
307	s9
308	s31
309	s64
310	s58
311	s49
312	s74
313	s73
314	s9
315	s13
316	s38
317	s47
318	s27
319	s79
320	s2
321	s23
322	s38
323	s8
324	s20
325	s8
326	s61
327	s36
328	s18
329	s30
330	s12
331	s22
332	s31
333	s35
334	s1
335	s23
336	s56
337	s66
338	s73
339	s74
340	s5
341	s15
342	s27
343	s28
344	s4
345	s44
346	s52
347	s56
348	s12
349	s25
350	s68
351	s49
352	s33
353	s27
354	s76
355	s33
356	s17
357	s27
358	s5
359	s22
360	s20
361	s30
362	s64
363	s59
364	s22
365	s10
366	s43
367	s78
368	s5
369	s18
370	s33
371	s66
372	s13
373	s40
374	s4
375	s69
376	s78
377	s68
378	s53
379	s55
380	s0
381	s71
382	s43
383	s8
384	s24
385	s3
386	s23
387	s36
388	s17
389	s37
390	s38
391	s47
392	s52
393	s7
394	s20
395	s66
396	s58
397	s50
398	s77
399	s6
400	s19
401	s34
402	s11
403	s24
404	s30
405	s53
406	s47
407	s15
408	s39
409	s7
410	s15
411	s38
412	s50
413	s27
414	s1
415	s60
416	s79
417	s46
418	s22
419	s27
420	s67
421	s72
422	s48
423	s13
424	s61
425	s27
426	s51
427	s70
428	s30
429	s64
430	s58
431	s23
432	s4
433	s46
434	s77
435	s4
436	s15
437	s61
438	s0
439	s31
440	s65
441	s59
442	s45
443	s64
444	s58
445	s53
446	s74
447	s32
448	s26
449	s79
450	s49
451	s59
452	s23
453	s14
454	s46
455	s65
456	s58
457	s55
458	s47
459	s35
460	s27
461	s76
462	s34
463	s8
464	s23
465	s61
466	s6
467	s30
468	s76
469	s68
470	s40
471	s12
472	s25
473	s34
474	s19
475	s49
476	s65
477	s57
478	s55
479	s30
480	s48
481	s69
482	s80
483	s2
484	s46
485	s54
486	s31
487	s67
488	s20
489	s38
490	s2
491	s26
492	s18
493	s33
494	s67
495	s14
496	s79
497	s2
498	s60
499	s12
500	s15
501	s34
502	s45
503	s9
504	s71
505	s12
506	s29
507	s35
508	s12
509	s25
510	s23
511	s4
512	s46
513	s31
514	s4
515	s15
516	s31
517	s34
518	s20
519	s38
520	s70
521	s47
522	s13
523	s63
524	s57
525	s73
526	s50
527	s71
528	s53
529	s43
530	s62
531	s2
532	s23
533	s61
534	s5
535	s27
536	s64
537	s59
538	s1
539	s73
