line	col	A	B	flagged	crop
04614_p2_L01_a	8	w:car	w:bar	A	
04614_p2_L01_a	10	w:avons	w:auions	AB	
04614_p2_L01_b	2	35	7	B	
04614_p2_L01_b	19	-	112		
04614_p2_L01_b	21	115	-	A	
04614_p2_L01_d	19	61	62		
04614_p2_L02_b	3	84	5	A	
04614_p2_L02_c	16	102	101		
04614_p2_L02_d	12	9	0	AB	
04614_p2_L02_d	17	89	84	A	
04614_p2_L03_a	2	32	31		
04614_p2_L03_a	10	37	34		
04614_p2_L03_a	14	22	-	A	
04614_p2_L03_a	15	1	221	A	
04614_p2_L03_a	18	24	-	A	
04614_p2_L03_a	19	1	241	A	
04614_p2_L03_c	6	-	2	B	
04614_p2_L03_d	18	85	86	B	
04614_p2_L04_b	17	114	124		
04614_p2_L04_b	24	w:et	6	AB	
04614_p2_L04_c	22	111	112		
04614_p2_L04_d	7	127	227	A	
04614_p2_L05_a	13	32	37		
04614_p2_L05_b	2	22	27	B	
04614_p2_L05_c	16	4	9	B	
04614_p2_L05_d	23	18	-	A	
04614_p2_L06_a	13	4	9		
04614_p2_L06_b	3	w:requis	w:recquis		
04614_p2_L06_b	6	w:aions	w:aiyons	AB	
04614_p2_L06_c	10	101	104		
04614_p2_L06_c	12	34	32		
04614_p2_L06_c	13	26	28		
04614_p2_L06_d	1	-	H	B	
04614_p2_L06_d	11	-	H	B	
04614_p2_L06_d	16	29	24		
04614_p2_L07_a	4	71	72		
04614_p2_L07_a	18	40	90		
04614_p2_L07_b	1	-	2		
04614_p2_L07_c	6	61	62		
04614_p2_L07_d	3	31	32		
04614_p2_L07_d	25	9	90	B	
04614_p2_L08_a	11	131	132		
04614_p2_L08_a	20	w:promes	w:sommes	A	
04614_p2_L08_b	13	70	90	B	
04614_p2_L08_d	8	w:avons	w:avion		
04614_p2_L09_a	21	31	32		
04614_p2_L09_b	6	40	90	B	
04614_p2_L09_c	14	40	90		
04614_p2_L09_d	1	w:mois	w:mais	A	
04614_p2_L11_a	6	18	86	A	
04614_p2_L11_a	8	101	102		
04614_p2_L11_a	12	81	-		
04614_p2_L11_a	14	-	36		
04614_p2_L11_b	12	31	38		
04614_p2_L10_d	1	-	76		
04614_p2_L10_d	2	-	82		
04614_p2_L10_d	3	-	66		
04614_p2_L10_d	4	-	40		
04614_p2_L10_d	5	-	101		
04614_p2_L10_d	6	-	21		
04614_p2_L10_d	7	-	102		
04614_p2_L10_d	8	-	9		
04614_p2_L10_d	9	-	2		
04614_p2_L10_d	10	-	26		
04614_p2_L10_d	11	-	31		
04614_p2_L10_d	12	-	81		
04614_p2_L10_d	13	-	2		
04614_p2_L10_d	14	-	105		
04614_p2_L10_d	15	-	22		
04614_p2_L10_d	16	-	12		
04614_p2_L10_d	17	-	20		
04614_p2_L10_d	18	-	40		
04614_p2_L10_d	19	-	25		
