line	position	sign	confidence	alt	why
57_L01	1	3	H		agree
57_L01	2	X	H		agree
57_L01	3	9	M	B:G7	differ
57_L01	4	9	M	B:G7	differ
57_L01	5	DOT	H		agree
57_L01	6	9	M	B:G7	differ
57_L01	7	V	H		agree
57_L01	8	1	H		agree
57_L01	9	X	H		agree
57_L01	10	7	H		agree
57_L01	11	Z	H		agree
57_L01	12	G1	M		agree-flagged
57_L01	13	6	M		agree-flagged
57_L01	14	E	M	B:G6	differ
57_L01	15	4	H		agree
57_L01	16	5	H		agree
57_L01	17	5	H		agree
57_L01	18	G2	M		agree-flagged
57_L01	19	4	H		agree
57_L01	20	5	H		agree
57_L01	21	X	H		agree
57_L01	22	1	H		agree
57_L01	23	V	H		agree
57_L01	24	G1	M		agree-flagged
57_L01	25	V	H		agree
57_L01	26	3	H		agree
57_L01	27	X	H		agree
57_L01	28	X	H		agree
57_L01	29	1	H		agree
57_L01	30	7	H		agree
57_L01	31	X	H		agree
57_L01	32	X	H		agree
57_L01	33	G1	M		agree-flagged
57_L01	34	6	M		agree-flagged
57_L01	35	6	M		agree-flagged
57_L01	36	1	H		agree
57_L01	37	7	H		agree
57_L01	38	OQ	M		agree-flagged
57_L01	39	E	M	A:-	gap
57_L01	40	THE	M	B:DOT	differ
57_L01	41	7	H		agree
57_L01	42	E	M	B:G6	differ
57_L01	43	G1	M		agree-flagged
57_L01	44	G1	M		agree-flagged
57_L02	1	8	H		agree
57_L02	2	1	H		agree
57_L02	3	V	H		agree
57_L02	4	0	H		agree
57_L02	5	1	H		agree
57_L02	6	7	H		agree
57_L02	7	Z	H		agree
57_L02	8	3	H		agree
57_L02	9	T	H		agree
57_L02	10	Z	H		agree
57_L02	11	1	H		agree
57_L02	12	V	H		agree
57_L02	13	THE	M		agree-flagged
57_L02	14	9	M	B:G7	differ
57_L02	15	X	H		agree
57_L02	16	V	H		agree
57_L02	17	X	H		agree
57_L02	18	X	H		agree
57_L02	19	1	H		agree
57_L02	20	7	H		agree
57_L02	21	G6	M	A:-	gap
57_L02	22	E	M	B:THE	differ
57_L02	23	G2	M	B:G1	differ
57_L02	24	3	H		agree
57_L02	25	0	H		agree
57_L02	26	1	H		agree
57_L02	27	7	H		agree
57_L02	28	Z	H		agree
57_L02	29	X	H		agree
57_L02	30	V	H		agree
57_L02	31	4	H		agree
57_L02	32	S	H		agree
57_L02	33	T	H		agree
57_L02	34	1	H		agree
57_L02	35	E	M	B:G6	differ
57_L02	36	7	H		agree
57_L02	37	1	H		agree
57_L02	38	T	H		agree
57_L02	39	G1	M		agree-flagged
57_L02	40	3	H		agree
57_L02	41	Z	H		agree
57_L02	42	G1	M		agree-flagged
57_L02	43	6	M		agree-flagged
57_L02	44	E	M	B:G6	differ
57_L02	45	4	H		agree
57_L02	46	S	H		agree
57_L02	47	1	H		agree
57_L03	1	0	H		agree
57_L03	2	1	H		agree
57_L03	3	T	H		agree
57_L03	4	3	H		agree
57_L03	5	7	H		agree
57_L03	6	2	M	A:-	gap
57_L03	7	Z	H		agree
57_L03	8	G1	M		agree-flagged
57_L03	9	5	H		agree
57_L03	10	1	H		agree
57_L03	11	7	H		agree
57_L03	12	7	H		agree
57_L03	13	8	H		agree
57_L03	14	1	H		agree
57_L03	15	E	M	B:6	differ
57_L03	16	X	H		agree
57_L03	17	7	H		agree
57_L03	18	T	H		agree
57_L03	19	T	H		agree
57_L03	20	X	H		agree
57_L03	21	4	H		agree
57_L03	22	5	H		agree
57_L03	23	1	H		agree
57_L03	24	7	H		agree
57_L03	25	THE	M	B:6	differ
57_L03	26	3	H		agree
57_L03	27	G4	M		agree-flagged
57_L03	28	1	H		agree
57_L03	29	7	H		agree
57_L03	30	T	H		agree
57_L03	31	1	H		agree
57_L03	32	E	M	B:G6	differ
57_L03	33	7	H		agree
57_L03	34	1	H		agree
57_L03	35	7	H		agree
57_L03	36	T	H		agree
57_L03	37	G2	M		agree-flagged
57_L03	38	5	H		agree
57_L03	39	7	H		agree
57_L03	40	OQ	M	B:-	gap
57_L03	41	DOT	M	B:G3	differ
57_L03	42	G4	M	B:THE	differ
57_L03	43	3	M	B:SG	differ
57_L03	44	G1	M		agree-flagged
57_L03	45	DOT	M		agree-flagged
57_L04	1	G6	M	A:-	gap
57_L04	2	E	M	B:SG	differ
57_L04	3	G4	M	B:G6	differ
57_L04	4	6	M		agree-flagged
57_L04	5	E	M	B:G6	differ
57_L04	6	3	H		agree
57_L04	7	7	H		agree
57_L04	8	X	H		agree
57_L04	9	G4	M	B:SG	differ
57_L04	10	7	H		agree
57_L04	11	G2	M		agree-flagged
57_L04	12	4	H		agree
57_L04	13	5	H		agree
57_L04	14	8	M	B:6	differ
57_L04	15	1	H		agree
57_L04	16	E	M	B:G6	differ
57_L04	17	T	H		agree
57_L04	18	1	H		agree
57_L04	19	E	M	B:G6	differ
57_L04	20	7	H		agree
57_L04	21	1	H		agree
57_L04	22	G4	M	B:SG	differ
57_L04	23	Z	M	B:2	differ
57_L04	24	1	H		agree
57_L04	25	T	H		agree
57_L04	26	THE	M		agree-flagged
57_L04	27	T	H		agree
57_L04	28	DOT	H		agree
57_L04	29	6	M		agree-flagged
57_L04	30	1	H		agree
57_L04	31	8	H		agree
57_L04	32	1	H		agree
57_L04	33	7	H		agree
57_L04	34	X	M	A:-	gap
57_L04	35	Xk	M	B:G6	differ
57_L04	36	1	H		agree
57_L04	37	E	M	B:G6	differ
57_L04	38	COL	M		agree-flagged
57_L04	39	1	H		agree
57_L04	40	G4	M	B:SG	differ
57_L04	41	V	H		agree
57_L04	42	G2	M		agree-flagged
57_L04	43	G4	M	B:SG	differ
57_L04	44	E	M	B:G6	differ
57_L04	45	T	H		agree
57_L04	46	4	H		agree
57_L04	47	5	M	B:S	differ
57_L04	48	1	H		agree
57_L05	1	OQ	M	B:G3	differ
57_L05	2	V	M	B:G1	differ
57_L05	3	1	H		agree
57_L05	4	DOT	H		agree
57_L05	5	Z	H		agree
57_L05	6	Z	H		agree
57_L05	7	1	H		agree
57_L05	8	V	H		agree
57_L05	9	X	H		agree
57_L05	10	X	H		agree
57_L05	11	1	H		agree
57_L05	12	6	M		agree-flagged
