line	col	A	B	flagged	crop
07205_p5_L01	3	84	4	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	8	-	70	B	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	9	60	10	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	10	101	9	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	14	84	80	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	16	85	3	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	17	2	19	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	18	192	24	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	19	1	11	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	20	104	4	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	24	104	10	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	30	8	-	A	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	32	22	20	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	34	-	2	B	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	35	82	33	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	36	331	1	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	39	8	-	A	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	42	82	2	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	44	22	-	A	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	50	8	-	A	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	52	27	29	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	55	39	29	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	58	8	3	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	66	18	-	A	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	67	10	150	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L01	68	w:auoit	w:aucois	AB	images_wv2/crops_comp/07205_p5_L01.jpg
07205_p5_L02	2	84	48	AB	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	6	55	-	A	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	7	w:autant	-	A	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	8	w:par	-		images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	9	w:une	w:grand	AB	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	10	w:homme	w:vin	AB	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	11	w:pieces	w:theorique	AB	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	12	w:entre	w:paroles	AB	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	14	w:bagues	w:bagouet	AB	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	15	w:et	w:a	B	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	16	w:or	w:fer	AB	images_wv2/crops_comp/07205_p5_L02.jpg
07205_p5_L02	20	140	w:de	A	images_wv2/crops_comp/07205_p5_L02.jpg
