line	position	token	kind	grade	note
01	1	6	digit	H	
01	2	1	digit	M	small raised stroke above may be an accent/dot, not a separate token
01	3	73	digit	H	bold clear digits
01	4	6	digit	H	
01	5	9	digit	H	small dot/accent above
01	6	16	digit	H	
01	7	10	digit	M	raised stroke above the 0, could be accent
01	8	4	digit	H	
01	9	6	digit	H	small accent dot above
01	10	5	digit	H	
01	11	16	digit	H	
01	12	5	digit	M	crowded against next token
01	13	6	digit	H	
01	14	12	digit	H	
01	15	05	digit	H	
01	16	6	digit	H	
01	17	2429	digit	M	isolated numeral top right corner, offset above the main line; possibly an archival/folio pagination mark rather than part of the cipher stream -- flagged for reconciler
02	1	10	digit	M	raised accent stroke above
02	2	6	digit	H	
02	3	9	digit	H	
02	4	6	digit	H	
02	5	6	digit	H	
02	6	9	digit	H	
02	7	10	digit	M	
02	8	7	digit	H	
02	9	6	digit	H	
02	10	1	digit	M	
02	11	10	digit	H	
02	12	4	digit	H	
02	13	6	digit	H	
02	14	6	digit	H	
02	15	16	digit	H	
02	16	104	digit	H	
02	17	12	digit	M	
03	1	6	digit	H	
03	2	22	digit	M	"could be ""2z"" -- second stroke ambiguous between digit 2 and the z-flourish sign"
03	3	6	digit	H	
03	4	4	digit	M	ink slightly blotted
03	5	5	digit	H	
03	6	8	digit	H	
03	7	15	digit	H	
03	8	9	digit	H	
03	9	6	digit	H	
03	10	5	digit	H	
03	11	16	digit	H	
03	12	9	digit	H	
03	13	6	digit	H	
03	14	9	digit	H	
03	15	60	digit	H	
03	16	9	digit	M	
03	17	5	digit	H	
03	18	14	digit	H	
03	19	16	digit	H	
04	1	6	digit	H	
04	2	104	digit	H	
04	3	6	digit	H	
04	4	7	digit	H	
04	5	5	digit	H	
04	6	16	digit	H	
04	7	14	digit	H	
04	8	64	digit	H	
04	9	5	digit	H	
04	10	16	digit	H	
04	11	6	digit	H	
04	12	104	digit	H	
05	1	6	digit	H	
05	2	15	digit	H	
05	3	10	digit	H	
05	4	6	digit	H	
05	5	6	digit	H	
05	6	9	digit	H	
05	7	14	digit	H	
05	8	8	digit	H	
05	9	12	digit	M	
05	10	6	digit	H	
05	11	4	digit	H	
05	12	10	digit	H	
05	13	16	digit	H	
05	14	6	digit	H	
05	15	6	digit	H	
05	16	5	digit	H	
05	17	6	digit	H	
05	18	0	digit	M	
05	19	12	digit	M	
05	20	6	digit	H	
06	1	16	digit	H	
06	2	60	digit	H	
06	3	66	digit	M	"could be ""SS""-shaped sign rather than digit pair, ink heavy"
06	4	6	digit	H	
06	5	44	digit	H	
06	6	12	digit	M	
06	7	16	digit	H	
06	8	6	digit	H	
06	9	15	digit	H	
06	10	to	digit	M	"could be digit ""10"" with flourish or the to-ligature sign; kept separate from the usual to-ligature because it sits directly against a digit run"
06	11	6	digit	H	
06	12	16	digit	H	
06	13	5	digit	H	
06	14	164	digit	M	tight cluster, could segment as 16 / 4
07	1	5	digit	H	
07	2	9	digit	H	
07	3	16	digit	H	
07	4	6	digit	H	
07	5	1	digit	M	
07	6	16	digit	H	
07	7	5	digit	H	
07	8	44	digit	H	
07	9	6	digit	H	
07	10	0	digit	M	
07	11	6	digit	H	
07	12	1	digit	M	
07	13	5	digit	H	
