line	position	token	kind	grade	note
01	1	2429	digit	M	small numerals upper right corner of the image, different apparent scale from the main line; possibly a marginal/foliation numeral or bleed-through, not confidently part of the main code stream
01	2	flourish-open	sign	M	opening cursive loop/word-like shape just before the line's first digits, under the seal impression; could be a plain-hand heading fragment rather than a cipher sign
01	3	6	digit	M	single digit, small mark above, exact diacritic unclear
01	4	plus-mark	sign	H	clear "+"-shaped cross stroke
01	5	12	digit	H	clear paired digits
01	6	tie-flourish	sign	M	small hook/loop mark following, resembles "z" or "="
01	7	73	digit	H	clear digits
01	8	Ao-lig	sign	H	"A" with raised small "o", recurring ligature/abbreviation shape
01	9	6	digit	M	single digit, small dot above
01	10	9	digit	M	single digit, small curl above
01	11	16	digit	H	clear
01	12	10	digit	M	could be "10" or "1o", small tick above
01	13	4	digit	M	crowded against neighbours
01	14	ff-lig	sign	H	clear double-f / long-s crossbar ligature
01	15	6	digit	M	superscript loop above, could be part of ff-lig instead
01	16	tie-flourish	sign	M	small hook after digit
01	17	bar	sign	H	vertical divider stroke
01	18	5	digit	M
01	19	16	digit	M	crowded, second digit uncertain
01	20	5	digit	M
01	21	R-mark	sign	M	capital "R"-like shape with trailing stroke/period, could be abbreviation rather than digit-code sign
01	22	6	digit	M
01	23	tie-flourish	sign	M
01	24	Y-mark	sign	M	capital "Y"-like flourish
01	25	bar	sign	M	possible bracket/divider, unclear if literal bar or sign
01	26	12	digit	H
01	27	9	digit	M
01	28	5	digit	M
01	29	tie-flourish	sign	M
01	30	6	digit	M	line ends on this digit
02	1	10	digit	M	line begins with "10", small tick above
02	2	tie-flourish	sign	M
02	3	uu-sign	sign	M	double-loop shape resembling "uu"/"un", not a clear digit
02	4	6	digit	M
02	5	x-mark	sign	M	small "x"-shaped cross
02	6	9	digit	M
02	7	Ao-lig	sign	H
02	8	loop-sign	sign	M	rounded loop shape, unclear letter/sign
02	9	6	digit	M
02	10	R-mark	sign	M	capital R-like shape
02	11	tie-flourish	sign	M
02	12	6	digit	M
02	13	bar	sign	M
02	14	9	digit	M
02	15	10	digit	M
02	16	tie-flourish	sign	M
02	17	16	digit	M
02	18	6	digit	M
02	19	4	digit	M
02	20	1	digit	M	tiny stroke, could be "i" flourish rather than digit "1"
02	21	5	digit	M
02	22	Ao-lig	sign	H
02	23	10	digit	M
02	24	4	digit	M
02	25	nao-sign	sign	M	loop+tail shape resembling "nao"/"na", not confidently a digit
02	26	6	digit	M
02	27	tie-flourish	sign	M
02	28	6	digit	M
02	29	uu-sign	sign	M	repeated double-loop shape as position 3
02	30	16	digit	M
02	31	5	digit	M
02	32	104	digit	M	crowded triple digit near right edge
02	33	fia-sign	sign	M	small loop+tail cluster at line end, ambiguous
03	1	7	digit	M	single digit at line start
03	2	6	digit	M
03	3	tie-flourish	sign	M
03	4	22	digit	M	paired digits, could be "22" or "zz"
03	5	tie-flourish	sign	M
03	6	Ao-lig	sign	H
03	7	6	digit	M
03	8	4	digit	M
03	9	bar	sign	H	clear vertical stroke
03	10	5	digit	M	tall loop, could be "S" abbreviation instead of digit 5
03	11	tie-flourish	sign	M
03	12	15	digit	M
03	13	9	digit	M
03	14	pi-mark	sign	M	capital pi/n-with-flourish shape
03	15	tie-flourish	sign	M
03	16	6	digit	M
03	17	bar	sign	M
03	18	5	digit	M
03	19	16	digit	H
03	20	9	digit	M
03	21	tie-flourish	sign	M
03	22	6	digit	M
03	23	Y-mark	sign	M	capital Y-like flourish
03	24	plus-mark	sign	H	clear cross stroke
03	25	9	digit	M
03	26	60	digit	M
03	27	9	digit	M
03	28	tie-flourish	sign	M
03	29	plus-mark	sign	M
03	30	7	digit	M
03	31	bar	sign	M
03	32	5	digit	M
03	33	14	digit	M
03	34	Ao-lig	sign	H
03	35	6	digit	M	line ends
04	1	plus-mark	sign	M	small cross at line start
04	2	6	digit	M
04	3	5	digit	M
04	4	tie-flourish	sign	M
04	5	na-sign	sign	M	loop+tail resembling "na"
04	6	104	digit	M
04	7	tie-flourish	sign	M
04	8	6	digit	M
04	9	plus-mark	sign	H
04	10	7	digit	M
04	11	pi-mark	sign	M
04	12	5	digit	M
04	13	16	digit	H
04	14	x-mark	sign	M	small "x"-shaped stroke overlaying a digit, could just be a crossed 4
04	15	14	digit	M
04	16	64	digit	M
04	17	to-sign	sign	M	loop+tail resembling "to"/abbreviation
04	18	tie-flourish	sign	M
04	19	5	digit	M
04	20	16	digit	M
04	21	uy-sign	sign	M	small double stroke, ambiguous
04	22	bar	sign	M
04	23	6	digit	M
04	24	tie-flourish	sign	M
04	25	x-mark	sign	M
04	26	to	sign	M	loop+tail, same as pos17 shape reused
04	27	9	digit	M
04	28	tie-flourish	sign	M
04	29	bo-sign	sign	M	loop shape resembling "bo"
04	30	tc-sign	sign	M	small ligature, line ends crowded near edge
05	1	tie-flourish	sign	M	line begins mid-cluster, first visible mark
05	2	6	digit	M
05	3	15	digit	M
05	4	16	digit	M
05	5	tie-flourish	sign	M
05	6	bar	sign	M
05	7	5	digit	M
05	8	tie-flourish	sign	M
05	9	5	digit	M
05	10	Ao-lig	sign	H
05	11	5	digit	M
05	12	tie-flourish	sign	M
05	13	6	digit	M
05	14	9	digit	M
05	15	1	digit	M
05	16	4	digit	M
05	17	bar	sign	M
05	18	pi-mark	sign	M
05	19	ff-lig	sign	H
05	20	tie-flourish	sign	M
05	21	6	digit	M
05	22	4	digit	M
05	23	loop-sign	sign	M	small rounded shape, unclear
05	24	10	digit	M
05	25	6	digit	M
05	26	16	digit	M
05	27	6	digit	M
05	28	tie-flourish	sign	M
05	29	bar	sign	M
05	30	5	digit	M
05	31	6	digit	M
05	32	4	digit	M
05	33	12	digit	M
05	34	tie-flourish	sign	M	line ends crowded
06	1	plus-mark	sign	M	cross-shaped mark, line begins
06	2	tc-sign	sign	M	small ligature
06	3	16	digit	M
06	4	bar	sign	M
06	5	3	digit	M	small isolated digit, could be "z" instead
06	6	60	digit	M
06	7	tie-flourish	sign	M
06	8	66	digit	M
06	9	tie-flourish	sign	M
06	10	6	digit	M
06	11	ua-sign	sign	M	loop shape resembling "ua"
06	12	bar	sign	M
06	13	44	digit	M
06	14	Ao-lig	sign	H
06	15	to	sign	M	loop+tail, reused shape
06	16	1	digit	M
06	17	25	digit	M
06	18	plus-mark	sign	M
06	19	16	digit	M
06	20	bar	sign	M
06	21	6	digit	M
06	22	15	digit	M
06	23	to	sign	M
06	24	6	digit	M
06	25	tie-flourish	sign	M
06	26	pi-mark	sign	M
06	27	R-mark	sign	M
06	28	16	digit	M
06	29	Y-mark	sign	M
06	30	5	digit	M
06	31	164	digit	M	crowded triple digit near line end
06	32	plus-mark	sign	M	line ends
07	1	5	digit	M	line begins
07	2	tie-flourish	sign	M
07	3	Ao-lig	sign	H
07	4	9	digit	M
07	5	16	digit	M
07	6	x-mark	sign	M
07	7	bar	sign	M
07	8	np-sign	sign	M	small loop cluster
07	9	uu-sign	sign	M
07	10	tie-flourish	sign	M
07	11	6	digit	M
07	12	15	digit	M
07	13	16	digit	M
07	14	pi-mark	sign	M
07	15	bar	sign	M
07	16	544	digit	M	crowded triple digit
07	17	6	digit	M
07	18	tie-flourish	sign	M
07	19	6	digit	M
07	20	15	digit	M
07	21	to	sign	M
07	22	bar	sign	M
07	23	to	sign	M
07	24	tie-flourish	sign	M
07	25	66	digit	M
07	26	16	digit	M
07	27	x-mark	sign	M
07	28	ny-sign	sign	M	small ligature
07	29	bar	sign	M
07	30	5	digit	M
07	31	uu	sign	M
07	32	12	digit	M
07	33	15	digit	M
07	34	16	digit	M	line ends
08	1	77	digit	M	line begins, crowded
08	2	bar	sign	M
08	3	tc-sign	sign	M
08	4	5L-sign	sign	M	unclear ligature, possibly "5" plus loop
08	5	ua-sign	sign	M
08	6	44	digit	M
08	7	1	digit	M
08	8	5	digit	M
08	9	tie-flourish	sign	M
08	10	6	digit	M
08	11	10	digit	M
08	12	4	digit	M
08	13	65	digit	M
08	14	26	digit	M
08	15	uu	sign	M
08	16	6	digit	M
08	17	tie-flourish	sign	M
08	18	15	digit	M
08	19	to	sign	M
08	20	tie-flourish	sign	M
08	21	ff-lig	sign	H
08	22	16	digit	M
08	23	pi-mark	sign	M
08	24	tie-flourish	sign	M
08	25	6	digit	M
08	26	12	digit	M
08	27	Ao-lig	sign	H
08	28	510	digit	M	crowded triple digit
08	29	x-mark	sign	M
08	30	12	digit	M
08	31	60	digit	M
08	32	td	sign	M	small ligature, line ends
09	1	5104	digit	M	crowded cluster at line start
