line	position	sign	confidence	alt	why
01	1	2429	M	A:-	gap
01	2	salutation-cursive	M	B:flourish-open	differ
01	3	6	H		agree
01	4	cross-mark	M	B:plus-mark	differ
01	5	1	M	B:12	differ
01	6	z-flourish	M	B:tie-flourish	differ
01	7	73	H		agree
01	8	Ao-ligature	M	B:-	gap
01	9	z-flourish	M	B:Ao-lig	differ
01	10	6	H		agree
01	11	9	H		agree
01	12	16	H		agree
01	13	10	H		agree
01	14	4	H		agree
01	15	ff-ligature	M	B:ff-lig	differ
01	16	6	H		agree
01	17	tie-flourish	M	A:-	gap
01	18	z-flourish	M	B:bar	differ
01	19	5	H		agree
01	20	16	H		agree
01	21	5	H		agree
01	22	R-loop	M	B:R-mark	differ
01	23	6	H		agree
01	24	tie-flourish	M	A:-	gap
01	25	z-flourish	M	B:Y-mark	differ
01	26	loop-Y	M	B:bar	differ
01	27	12	H		agree
01	28	9	M	A:-	gap
01	29	05	M	B:5	differ
01	30	z-flourish	M	B:tie-flourish	differ
01	31	6	H		agree
01	32	2429	M	B:-	gap
02	1	10	H		agree
02	2	z-flourish	M	B:tie-flourish	differ
02	3	uu-ligature	M	B:uu-sign	differ
02	4	6	H		agree
02	5	cross-mark	M	B:x-mark	differ
02	6	9	H		agree
02	7	Ao-ligature	M	B:Ao-lig	differ
02	8	ff-ligature	M	B:loop-sign	differ
02	9	6	H		agree
02	10	R-loop	M	B:R-mark	differ
02	11	z-flourish	M	B:tie-flourish	differ
02	12	6	H		agree
02	13	bar	M	A:-	gap
02	14	9	H		agree
02	15	10	H		agree
02	16	z-flourish	M	B:tie-flourish	differ
02	17	7	M	B:16	differ
02	18	6	H		agree
02	19	cross-mark	M	B:4	differ
02	20	1	H		agree
02	21	g-hook	M	B:5	differ
02	22	cross-mark	M	B:Ao-lig	differ
02	23	10	H		agree
02	24	4	H		agree
02	25	cross-mark	M	B:-	gap
02	26	na-ligature	M	B:nao-sign	differ
02	27	6	H		agree
02	28	z-flourish	M	B:tie-flourish	differ
02	29	6	H		agree
02	30	cross-mark	M	B:-	gap
02	31	uu-ligature	M	B:uu-sign	differ
02	32	16	H		agree
02	33	5	M	A:-	gap
02	34	104	H		agree
02	35	f-hook	M	B:-	gap
02	36	12	M	B:fia-sign	differ
03	1	cross-mark	M	B:7	differ
03	2	6	H		agree
03	3	z-flourish	M	B:tie-flourish	differ
03	4	22	H		agree
