line	position	sign	confidence	alt	why
5	1	8	M	A:-	gap
5	2	73	H		agree
5	3	79	H		agree
5	4	71	H		agree
5	5	79	H		agree
5	6	56	H		agree
5	7	68	M	B:88	differ
5	8	D	H		agree
5	9	11	M	B:44	differ
5	10	88	H		agree
5	11	22	H		agree
5	12	90	H		agree
5	13	57	H		agree
5	14	70	H		agree
5	15	30	H		agree
5	16	98	H		agree
5	17	35	H		agree
5	18	21	H		agree
5	19	99	H		agree
5	20	71	H	f30=74	dup_witness
5	21	95	H	f30=93	dup_witness
5	22	70	H		agree
5	23	55	H		agree
5	24	15	H		agree
5	25	60	H		agree
5	26	12	H	f30=42	dup_witness
5	27	11	H		agree
5	28	Ct	M	B:Ot	differ
5	29	#	H		agree
5	30	26	H		agree
5	31	30	H		agree
5	32	Q	H		agree
5	33	31	M	B:51	differ
5	34	58	H		agree
5	35	35	H		agree
5	36	85	H		agree
5	37	82	H		agree
5	38	66	H		agree
5	39	V6	M	B:16	differ
5	40	25	H		agree
5	41	S	H		agree
5	42	86	H		agree
5	43	12	M	B:42	differ
5	44	39	H		agree
5	45	N	H		agree
5	46	51	M	B:81	differ
5	47	65	H		agree
5	48	ILLEGIBLE	M	B:-	gap
5	49	3	M	B:2	differ
5	50	40	H		agree
5	51	22	H		agree
5	52	99	M	B:09	differ
5	53	52	H		agree
6	1	22	H		agree
6	2	60	H		agree
6	3	98	H		agree
6	4	V	H		agree
6	5	Hf	H		agree
6	6	22	M	B:-	gap
6	7	71	H	f30=71	dup_witness
6	8	22	M	B:zz7i	differ
6	9	51	M	B:zz5i	differ
6	10	79	H		agree
6	11	30	H		agree
6	12	38	H		agree
6	13	51	H		agree
6	14	84	H		agree
6	15	25	H		agree
6	16	71	H		agree
6	17	73	H		agree
6	18	30	H		agree
6	19	18	H	f30=48	dup_witness
6	20	60	H		agree
6	21	15	H		agree
6	22	30	H	f30=36	dup_witness
6	23	N	H		agree
6	24	60	H		agree
6	25	70	H		agree
6	26	93	M	B:43	differ
6	27	84	H		agree
6	28	tt	M	B:44	differ
6	29	Fz	M	B:F	differ
6	30	73	M	B:22	differ
6	31	40	H		agree
6	32	29	H		agree
6	33	22	H		agree
6	34	37	H		agree
6	35	70	H		agree
6	36	L	H		agree
6	37	61	H		agree
6	38	72	M	B:42	differ
6	39	39	H		agree
6	40	M	H		agree
6	41	35	H		agree
6	42	O	M	B:D	differ
6	43	43	H		agree
6	44	16	H		agree
6	45	99	H		agree
6	46	81	H		agree
6	47	22	M	B:-	gap
6	48	9	M	B:29	differ
6	49	84	H		agree
6	50	83	M	B:82	differ
6	51	87	H		agree
6	52	98	H		agree
6	53	30	H		agree
7	1	N	H		agree
7	2	235	H		agree
7	3	29	H		agree
7	4	51	H		agree
7	5	10	H	f30=10	dup_witness
7	6	16	H	f30=48	dup_witness
7	7	7	M	B:73	differ
7	8	36	H		agree
7	9	56	H		agree
7	10	26	H		agree
7	11	16	H	f30=16	dup_witness
7	12	30	M	B:18	differ
7	13	23	M	B:3673	differ
7	14	30	H		agree
7	15	26	H		agree
7	16	56	H	f30=56	dup_witness
7	17	11	H		agree
7	18	41	H		agree
7	19	54	H		agree
7	20	73	H		agree
7	21	Rib	M	B:Ki6	differ
7	22	77	H		agree
7	23	72	M	B:-	gap
7	24	71	H	f30=71	dup_witness
7	25	99	H		agree
7	26	B	H		agree
7	27	29	H		agree
7	28	55	H		agree
7	29	tt	M	B:44	differ
7	30	15	H		agree
7	31	70	H		agree
7	32	22	H		agree
7	33	13	M	B:43	differ
7	34	79	H		agree
7	35	63	M	B:53	differ
7	36	98	H		agree
7	37	2	M	B:-	gap
7	38	78	H		agree
