line	col	A	B	flagged	crop
5	2	d	Ↄ		
5	16	7b	6		
5	22	pl	ft		
5	24	z	-		
5	25	b	z6		
5	27	ILLEGIBLE	Ↄ		
5	31	83	84		
5	32	4z	z		
5	36	-	ILLEGIBLE		
6	3	v	V		
6	4	hf	Hf		
6	5	zz7	z7		
6	21	n	Y		
6	34	u	-		
6	35	63	-		
6	36	z40	-		
6	37	4	-		
6	38	99	-		
6	39	55	-		
6	40	zz	-		
7	13	56	58		
7	26	-	76		
7	27	v6	77		
7	28	777z	7z		
7	29	7i	71		
7	41	87	-		
7	42	87	84		
8	9	7z	7zz		
8	10	z6	36		
8	35	-	bi		
8	36	61	30		
8	37	130	zi		
8	38	ziz	z		
8	40	-	9		
8	41	p	zzz		
8	42	z78	78		
8	45	79	70		
8	46	10	i0		
9	1	-	ILLEGIBLE		
9	17	z00	-		
9	18	p	200		
9	19	i	ILLEGIBLE		
9	22	25	z5		
9	26	-	zz		
9	27	zz77	77		
9	37	d	6		
9	38	3i	3		
9	39	79	z74		
9	41	i	-		
9	42	5i	6i		
9	43	24	z4		
9	44	148	i48		
10	3	ct	jt		
10	14	-	itt		
10	15	ct	44		
10	16	4y	8i		
10	17	4bi	zz		
10	18	zz379	379		
10	33	6i	bi		
10	35	-	j		
10	39	-	40		
10	40	407i	7i		
10	46	23	z3		
10	48	i	-		
10	49	z	-		
10	50	93	-		
10	51	2124	-		
10	52	N	ILLEGIBLE		
11	1	iew	ILLEGIBLE		
11	4	9d	90		
11	5	i6	i5		
11	13	68	63		
11	24	58	53		
11	29	85	83		
11	37	8i	63		
11	47	i0	i9		
12	10	-	2		
12	11	-	63		
12	12	2d3	9zz		
12	13	9z239	39		
12	15	i3	73		
12	17	-	j		
12	18	i78	78		
12	19	9	5		
12	22	4z	43		
12	26	40	70		
12	33	4z	43		
12	37	z	3		
12	41	36	-		
12	43	6i	61		
13	12	7i	i7i		
13	17	y	V		
13	22	4z	4		
13	23	39	z39		
13	39	4z	43		
13	44	q	z		
14	1	8z	82		
14	3	25	z5		
14	9	76	70		
14	11	9z	9zz		
14	16	68	b8		
14	25	Vin	Xiu		
14	28	-	8z		
14	29	8z78	78		
14	33	36	30		
14	35	q	e		
14	40	273	z73		
14	41	z00	200		
14	47	26	z6		
