canvas	folio	correspondent	section	seq	plain	cipher_desc	notes
f104	50v		other	1	Chiffres desquelz l'on a usé durant le voyage d'Allemaigne fait pour l'Empire, despartiz aussi que sensuit		general title/heading for the whole document, appears once above the correspondent line; secretary hand, hard to read with full confidence
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	1	a	simple cross (+)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	2	b	H shape (two verticals joined by a bar near the top)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	3	c	H shape with two horizontal bars (like a ladder/hash)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	4	d	small cross (+), slightly smaller than the a-symbol
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	5	e	loop resembling a "6" (spiral with a tail)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	6	f	H shape (same family as b/c)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	7	g	loop with a long descending tail (like letter P)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	8	h	figure-eight shape (two stacked loops)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	9	i	H shape (tall, narrow)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	10	k	H shape with a horizontal bar through the top	looks like an "Et"/ampersand ligature; low confidence
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	11	l	circle bisected by a vertical stroke (like Greek phi)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	12	m	vertical stroke with a small hook/loop at the top
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	13	n	zigzag (Z shape)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	14	o	zigzag (Z shape), mirrored orientation
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	15	p	looped ascender curling left (like a script lowercase l)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	16	q	small cross like a lowercase t
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	17	r	triangle pointing up
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	18	s	triangle with an X mark through it
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	19	t	dot above a short horizontal stroke
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	20	v	triangle with a horizontal bar beneath it
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	21	x	reversed zigzag (mirrored N)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	22	y	inverted (upside-down) letter F
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	alphabet	23	z		symbol for z not confidently identified, possibly cropped/merged with y's flourish at page edge
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	1	Le Conte palatin	cross-hatch/hash shape (#)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	2	Tuenus	small circle atop a short vertical stroke	likely "Trèves", spelling compressed/abbreviated
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	3	Mugeure	square box with a horizontal bar through it and a tail hanging below	likely "Maguntie"/Mayence
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	4	Brunelbonog	zigzag (Z shape)	likely "Brandebourg", compressed spelling
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	5	Carpo	loop like a numeral 9 with a bar across the top	name uncertain, possibly "Saxe" misread
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	6	Poulougnr	double diagonal slash (//)	likely "Pologne"
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	7	Hongoie	loop shape beside a short numeral-like stroke	faint
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	8	u neldres	cross with a small dot beside it	name largely illegible, low confidence
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	9	franceschr	H shape with two horizontal bars (hash-like)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	names	10	Catholicqur	three small circles in a row (ooo)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	nulls	1		triangle/wedge pointing up
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	nulls	2		zigzag M/W double-peak shape
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	nulls	3		cross with two short crossing arms (plus with serifs)
f104	50v	A monsieur Cordier et Sr de la Motheaugroing	nulls	4		V or Y shape (two strokes meeting at a point)
f105	51r	A monsieur de Langsac	alphabet	1	a	curved hook (like a reversed lowercase e)	folio numbered "47" in red ink at top of page; whole alphabet row read at reduced confidence, small scale
f105	51r	A monsieur de Langsac	alphabet	2	b	numeral-3 shape
f105	51r	A monsieur de Langsac	alphabet	3	c	numeral-5 shape (flag/hook)
f105	51r	A monsieur de Langsac	alphabet	4	d	figure-eight (8) shape
f105	51r	A monsieur de Langsac	alphabet	5	e	letter h shape (ascender with loop)
f105	51r	A monsieur de Langsac	alphabet	6	f	numeral-7 shape (check-mark like)
