line	position	sign	confidence	alt	why
L01	1	Mijn	H		agree
L01	2	Heer	H		agree
L02	1	Hier	H		agree
L02	2	voort	H		agree
L02	3	van	H		agree
L02	4	dagh	M	B:dag	differ
L02	5	tot	H		agree
L02	6	dagh	M	B:dag	differ
L02	7	met	H		agree
L02	8	groot	H		agree
L02	9	impatientie	H		agree
L03	1	verlangst	H		agree
L03	2	na	M	B:naer	differ
L03	3	uw,	M	B:uEd.	differ
L03	4	40,	H		agree
L03	5	50:	H		agree
L03	6	59,	H		agree
L03	7	50,	H		agree
L03	8	51,	H		agree
L03	9	21:	H		agree
L03	10	22,	H		agree
L03	11	12,	H		agree
L03	12	23,	H		agree
L04	1	51,	H		agree
L04	2	32,	H		agree
L04	3	61,	H		agree
L04	4	10,	H		agree
L04	5	57,	H		agree
L04	6	51:	H		agree
L04	7	bij	M	B:6?,	differ
L04	8	49,	H		agree
L04	9	51:	H		agree
L04	10	23,	M	B:25,	differ
L04	11	25,	H		agree
L04	12	40,	H		agree
L04	13	51,	H		agree
L04	14	25:	H		agree
L05	1	[MARK]	M	A:-	gap
L05	2	sal	H		agree
L05	3	gebruijcken	M	B:seggen	differ
L05	4	57,	H		agree
L05	5	51,	H		agree
L05	6	13,	H		agree
L05	7	44,	H		agree
L05	8	26,	H		agree
L05	9	62,	H		agree
L05	10	10,	H		agree
L05	11	50,	H		agree
L05	12	52,	H		agree
L05	13	22,	H		agree
L05	14	26:	H		agree
L05	15	op	M	B:en	differ
L05	16	sijn	H		agree
L06	1	27,	H		agree
L06	2	52,	H		agree
L06	3	22,	H		agree
L06	4	23,	H		agree
L06	5	12,	H		agree
L06	6	50,	H		agree
L06	7	46,	H		agree
L06	8	4:	H		agree
L06	9	13,	H		agree
L06	10	11:	H		agree
L06	11	40,	H		agree
L06	12	50,	H		agree
L06	13	23,	H		agree
L06	14	51:	H		agree
L06	15	47,	H		agree
L06	16	21,	H		agree
L07	1	12,	H		agree
L07	2	13,	H		agree
L07	3	10:	H		agree
L07	4	met	H		agree
L07	5	27,	H		agree
L07	6	50,	H		agree
