line	position	sign	confidence
01	1	z7	H
01	2	xr	H
01	3	ss2	M
01	4	lam	H
01	5	aq	H
01	6	q	H
01	7	x	H
01	8	z3	H
01	9	zb	M
01	10	ll	H
01	11	sl	H
01	12	z	H
01	13	5	H
01	14	9	H
01	15	dl	H
01	16	lt	H
01	17	r3	H
01	18	m	H
01	19	9	H
01	20	g	H
01	21	br	H
01	22	h	H
01	23	n6	H
01	24	g2	H
01	25	lam	H
01	26	rs	H
01	27	m	H
01	28	z3	H
01	29	5	H
01	30	c	H
01	31	sl	M
01	32	ss2	M
01	33	zb	H
01	34	D	H
01	35	g	H
01	36	sl	H
01	37	xr	H
01	38	x	H
01	39	aq	H
01	40	p	H
01	41	xr	H
01	42	o	H
02	1	lam	H
02	2	dl	H
02	3	x	H
02	4	rs	H
02	5	m	H
02	6	4t	H
02	7	z	H
02	8	zu	H
02	9	rho	H
02	10	lam	H
02	11	z3	H
02	12	5	H
02	13	m	H
02	14	c	H
02	15	x	H
02	16	fh	H
02	17	br	H
02	18	oi	H
02	19	Th	H
02	20	g	H
02	21	eh	H
02	22	oi	H
02	23	paren	M
02	24	fh	H
02	25	sl	H
02	26	T	H
02	27	g	H
02	28	o	H
02	29	x	H
02	30	h	H
02	31	lt	H
02	32	g	H
02	33	2	H
02	34	bb	H
02	35	E	H
02	36	xr	H
02	37	9	H
02	38	n6	H
02	39	xr	M
02	40	N1	H
02	41	g	H
02	42	5b	H
02	43	sl	H
02	44	2	H
02	45	lt	H
02	46	H	H
02	47	yt	H
03	1	x	H
03	2	g	H
03	3	r3	H
03	4	lt	H
03	5	aq	H
03	6	4t	H
03	7	2	H
03	8	H	H
03	9	c	H
03	10	sl	H
03	11	eh	H
03	12	xr	H
03	13	5	H
03	14	m	H
03	15	dl	H
03	16	lt	H
03	17	br	H
03	18	yt	H
03	19	sl	H
03	20	g	H
03	21	r3	H
03	22	bb	H
03	23	g	H
03	24	q	H
03	25	c	H
03	26	xr	H
03	27	lt	H
03	28	z3	H
03	29	yt	H
03	30	fh	H
03	31	lam	H
03	32	g	H
03	33	oi	H
03	34	n6	H
03	35	c	M
03	36	h	H
03	37	br	M
03	38	9	H
03	39	lam	H
03	40	aq	M
03	41	9	H
03	42	h	H
03	43	lt	H
03	44	g	H
03	45	o	H
04	1	N2	H
04	2	lam	H
04	3	H	H
04	4	ll	H
04	5	9	H
04	6	br	H
04	7	H	H
04	8	oi	H
04	9	h	H
04	10	lt	H
04	11	g	H
04	12	2	H
04	13	dl	H
04	14	r3	H
04	15	H	H
04	16	9	H
04	17	c	H
04	18	sl	H
04	19	c	H
04	20	h	H
04	21	zu	H
04	22	fh	H
04	23	oi	H
04	24	p	H
04	25	lam	H
04	26	n6	H
04	27	eh	M
04	28	9	H
04	29	rs	H
04	30	5	H
04	31	x	H
04	32	rs	H
04	33	5	H
04	34	sl	H
04	35	2	H
04	36	m	H
04	37	c	H
04	38	sl	H
04	39	m	H
04	40	lt	H
04	41	yt	H
04	42	x	H
04	43	c	H
05	1	Rt	M
05	2	b	H
05	3	n6	H
05	4	eh	H
05	5	9	H
05	6	p	H
05	7	sl	H
05	8	N3	H
05	9	m	H
05	10	4t	H
05	11	H	H
05	12	lam	H
05	13	zu	H
05	14	5	H
05	15	sl	H
05	16	rho	H
05	17	x	H
05	18	H	H
05	19	5	H
05	20	m	H
05	21	fh	H
05	22	lam	H
05	23	g	H
05	24	c	H
05	25	yt	H
05	26	x	H
05	27	n6	H
05	28	yt	H
05	29	D	H
05	30	g	H
05	31	oi	H
05	32	n6	H
05	33	b	H
05	34	d	H
05	35	2	H
05	36	m	H
05	37	rs	H
05	38	oi	H
05	39	2	H
05	40	x	H
05	41	H	H
05	42	N4	M
06	1	5	H
06	2	m	H
06	3	dl	H
06	4	oi	H
06	5	rs	H
06	6	g	H
06	7	Af	H
06	8	lam	H
06	9	rho	H
06	10	x	H
06	11	H	H
06	12	5	H
06	13	m	H
06	14	N5	H
06	15	rs	H
06	16	x	H
06	17	N4	H
06	18	fh	H
06	19	oi	H
06	20	xr	H
06	21	n6	H
06	22	2	H
06	23	m	M
06	24	x	H
06	25	n6	H
06	26	5	H
06	27	sl	H
06	28	fh	H
06	29	g	H
06	30	2	H
06	31	5	H
06	32	rs	H
06	33	z3	H
06	34	dl	H
06	35	r3	H
06	36	9	H
06	37	c	H
06	38	oi	H
07	1	bb	H
07	2	m	H
07	3	oi	H
07	4	n6	H
07	5	h	H
07	6	lam	H
07	7	h	H
07	8	q9	M
07	9	g2	H
07	10	r3	H
07	11	x	H
07	12	n6	H
07	13	eh	M
07	14	9	H
07	15	2	H
07	16	N6	M
07	17	sl	H
07	18	N7	M
07	19	z	M
07	20	g	H
07	21	2	H
07	22	fh	H
07	23	h	H
07	24	g	H
07	25	H	H
07	26	n6	H
07	27	g2	H
07	28	m	H
07	29	xr	H
07	30	g	H
07	31	2	H
07	32	p	H
07	33	g	H
07	34	4t	H
07	35	dl	H
07	36	lt	H
07	37	g	H
07	38	r3	H
08	1	L2	M
08	2	h	H
08	3	zu	H
08	4	2	H
08	5	lam	H
08	6	m	H
08	7	x	H
08	8	2	H
08	9	rho	H
08	10	lam	H
08	11	z3	H
08	12	br	H
08	13	9	H
08	14	xr	H
08	15	lam	M
08	16	zu	H
08	17	5	H
08	18	sl	H
08	19	rho	H
08	20	x	H
08	21	H	H
08	22	5	H
08	23	m	H
08	24	4t	H
08	25	c	H
08	26	h	H
08	27	aq	H
08	28	lam	H
08	29	zu	H
08	30	p	H
08	31	b	H
08	32	n6	H
08	33	2	H
08	34	m	H
08	35	rs	H
08	36	9	H
08	37	m	H
08	38	lt	H
08	39	g	H
08	40	yt	H
09	1	E	M
09	2	sl	H
09	3	bb	H
09	4	m	H
09	5	oi	H
09	6	n6	H
09	7	h	H
09	8	dl	H
09	9	b	H
09	10	g	H
09	11	rs	H
09	12	c	H
09	13	sl	H
09	14	bb	H
09	15	yt	H
09	16	oi	H
09	17	n6	H
09	18	yt	H
09	19	9	H
09	20	r3	H
09	21	4t	H
09	22	b	H
09	23	g	H
09	24	2	H
09	25	m	H
09	26	sl	H
09	27	r3	H
09	28	lz	H
09	29	lt	H
09	30	rs	H
09	31	2	H
09	32	fh	H
09	33	g	H
09	34	o	H
09	35	h	H
09	36	2	H
09	37	dl	H
09	38	sl	H
09	39	5	H
09	40	lt	H
09	41	n6	H
10	1	D	M
10	2	g	H
10	3	H	H
10	4	oi	H
10	5	2	H
10	6	m	H
10	7	5	H
10	8	lam	H
10	9	g	H
10	10	2	H
10	11	sl	H
10	12	xr	M
10	13	h	H
10	14	oi	H
10	15	xr	H
10	16	lam	H
10	17	aq	H
10	18	rho	H
10	19	lam	H
10	20	H	H
10	21	5	H
10	22	m	H
10	23	c	H
10	24	sl	H
10	25	eh	H
10	26	xr	H
10	27	m	H
10	28	lam	H
10	29	rs	H
10	30	m	H
10	31	xr	H
10	32	5	H
10	33	c	H
10	34	sl	H
10	35	lam	H
10	36	null_o	M
10	37	x	H
10	38	zb	M
10	39	yt	H
11	1	dl	H
11	2	b	H
11	3	g	H
11	4	rs	H
11	5	h	H
11	6	lt	H
11	7	d	H
11	8	o	H
11	9	fh	H
11	10	lt	H
11	11	Mx	H
11	12	9	H
11	13	rs	H
11	14	5	H
11	15	lt	H
11	16	g2	H
11	17	n6	H
11	18	b	H
11	19	H	H
11	20	Th	H
11	21	lam	H
11	22	n6	H
11	23	5	H
11	24	sl	H
11	25	eh	H
11	26	9	H
11	27	m	H
11	28	b	H
11	29	g	H
11	30	yt	H
11	31	Af	H
11	32	lam	H
11	33	H	H
11	34	o	H
11	35	H	H
11	36	oi	H
11	37	h	H
11	38	b	H
11	39	g	H
11	40	o	H
12	1	dl	H
12	2	rs	H
12	3	H	H
12	4	oi	H
12	5	lam	H
12	6	eh	H
12	7	h	H
12	8	oi	H
12	9	rs	H
12	10	m	H
12	11	H	H
12	12	Th	H
12	13	9	H
12	14	N8	M
12	15	q	H
12	16	H	H
12	17	oi	H
12	18	n6	H
12	19	c	H
12	20	sl	H
12	21	eh	H
12	22	H	H
12	23	5	H
12	24	m	H
12	25	2	H
12	26	sl	H
12	27	H	H
12	28	g2	H
12	29	n6	H
12	30	oi	H
12	31	9	H
12	32	r3	H
12	33	4t	H
12	34	m	H
12	35	b	H
12	36	g	H
12	37	o	H
13	1	x	H
13	2	h	H
13	3	c	H
13	4	m	H
13	5	r3	H
13	6	oi	H
13	7	o	H
13	8	D	H
13	9	g	H
13	10	oi	H
13	11	c	H
13	12	lam	H
13	13	5	H
13	14	q9	H
13	15	b	H
