f30v_L18a	n03 k18? k03 k06 k26? k36? k01 k05? k53 k36 ^tick n03 n01 n02 k31?
f30v_L18b	k36? n04 k31? n01 k19? k60? k53 ^two-dots k18? k60? k06 k19? k03? k66? k60? k34? k36? k01? n01 k27?
f30v_L19a	k57? k31 k24 k53 k06 k36? k36? k31 n05 k60? k06
f30v_L19b	k69? k19? k53 k09? k06 k31 n01 k19? k31 k36? k36? k41? . k36? k70? k53 k06 [?] [?]
f30v_L20a	k69? k19? n06 k06 k54? k31 k55? k54? k60? k63? k60? n07 k54?
f30v_L20b	k36? k36? n08 k06 k31 k60? k54? n01 k09? k34? k62? k24? k41? k69? [?]
f30v_L15a	k03 k13? k05 k31 n09 k06 ^small-n k60 k29? k06 k63? k53
f30v_L15b	k54? k60 k09? n01 k06 n01 k19? k06 k31 k53 k60 k70? k09? k60 k63? k05? k36? k42? k18?
f30v_L16a	k41? k03 n04 k38? k57? k54? k70? n01 n10 k60 k06 k09?
f30v_L16b	k06 k31 k06 k13? k62? k24? k05? k06 k19? k60 k29? k36? n11 k53 k57? n12 k62? k60
f30v_L17a	k03 k13? k06 k31 k53 k09? k36? k54? k42? k57? k05? k36? k06 k18? n04
f30v_L17b	k19? n12 k53 k51? k18? k06 k60 k06 k36? k63? k06 k03 k38? k57? k09? k19? k36? k60 k51? k06
f30v_L12a	k19? k57? k38? k46? k60 k69? n01 k36 ^tick k06 k03 k54? k17? k06
f30v_L12b	n13 k38? k60 k06 k19? k62? k09? k06 k31 k69? n04 k31 n14 n01 k27? k69? k09? k06 k31
f30v_L13a	n15 k60 n01 k27? k53 k36? n12 n01 k69? k19? k36? k31 k36? n01 k53
f30v_L13b	k69? k63? n16 k50? k54? k31 k31 n17 k36? n12 k36? n13 k19? k06 n18
f30v_L14a	k69? k38? k60 k54? k19? k36? n14 k13? k17? k27? k36? n04 k33
f30v_L14b	k69? k41? k03 n01 k19? n19 k13? n20 k27? k69? n01 k51? k06 k41? k62? k06
f30v_L09a	k60 k06 k11? n01 n03 k19? k57? k03 k31 n17 k31 k69? k06 n21 n21 k19? k60
f30v_L09b	k36? k57? n22 k09? n17 n04 k36? n12 k53 k09? k36? k03 k13? k63? k36 ^tick k60 k31 n17 k27? k31
f30v_L10a	k57? k03 k06 n04 n23 k03 k06 k31 k36? k36? k27? k19? k60 k09? k57?
f30v_L10b	k53 k31 n17 . k13? k27? k36? k06 k19? k60 n24 n01 k55? k06 k69? k53 k36? k13? k03 k46? n01 k27?
f30v_L11a	k50? k36? n04 n01 k54? k31 k13? k03 k55? k69? k36 ^tick k60 k31 n17 n14
f30v_L11b	k36 ^tick k11? k53 k60 n12 k53 k55? k13? k69? k06 k31 . k69? k57? k69? k13? k31 k69? k06 k24? k50?
f30v_L06a	k18? k06 n12 k53 ^dot k31 n01 k09? k36? n25 k69? k18? k06 k03 k13? k06 k19?
f30v_L06b	k13? k06 k63? k09? n16 k57? k27? k36? k13? k53 k06 k54? k31 n01 k31 n17 k06 k03 k13? k06 k19?
f30v_L07a	n12 k36? k31 n17 k70? k53 k31 k29? k13? k27? k60 k36? k03 n01 k24?
f30v_L07b	k41? k03 n01 k06 k31 k53 k41? k62? k06 n24 k36? k69? n01 k06 k03 k19? k19? n04 k41? k03 k36?
f30v_L08a	k06 k13? k03 k31 n26 k60 k03 k09? n01 k06 k63? k15? k60 k31 n17 k54?
f30v_L08b	n12 n24 k13? k06 k09? k54? k69? k60 k27? k36? k06 k09? k60 k10? k06 k31 k53 k13? k03 k55? n12
f30v_L03a	k19? n01 k55? k06 k54? k53 k06 k36? k36? k15? k19? k13? k09? k06 k18? k70? k36?
f30v_L03b	k36? k31 k13? n01 k53 k06 n12 k03 k15? k63? k36? k60 n01 k27? k31 n27 n25 k31 n01 k19? k06 k31 k62?
f30v_L04a	n25 k55? k60 k31 n17 k27? k31 n01 k03 k13? k06 k31 k38? k22? k03
f30v_L04b	k62? k06 k63? k54? k31 n01 k36? k06 k54? k12? k09? k31 n01 k03 k13? k06 k31 n28 k19? k36? k36? k06 k27? k12?
f30v_L05a	k36? n22 k60 k06 k13? k55? k06 k63? k09? k06 k38? k19? n01 k54? k24? n01
f30v_L05b	k09? n27 k03 k13? k06 k31 k63? k03 n29 k19? k54? k06 k53 k54? k06 k31 k60 k06 k69? k55? k19?
f30r_L35a	k38? k36? n12 k31 k06 k41? k31 n01 k19? k15? n01 k09? n24 k06 k69?
f30r_L35b	k36? k19? k60 k36? k09? k06 k38? k03 k55? k53 k57? k55? n01 k13? n12 n27 k36? k36? k38? k60
f30v_L01a	k69? . k38? k57? k54? k53 k36? k31 n17 k06 n19 k09? k13? k42? k41? k62?
f30v_L01b	n01 k19? k27? k60 k57? k03 k70? n30 n12 k06 k36? k36? k31 n24 k31 n17 k55? k36? k54? k60 k53 k31 n17 k13? k01?
f30v_L02a	k42? k69? n01 k60 k69? k06 k54? k31 k31 n17 n19 k36? k27? k43? k31 k53
f30v_L02b	k70? k03 k36? n25 n04 k57? k36? k06 k70? k19? k60 k54? k57? k55? n01 k13? n12 k36? k06 k19? n12
f30r_L32a	k60 k31 k36? k63? k53 k54? k06 n01 k60 k36? k06 k70? k19? k57? k09? k06
f30r_L32b	k41? n31 n01 k19? k03 k06 k62? k19? k53 k60 k31 k69? k36? k69? k57? k27? k60 k06 n01 k69? k27? n32
f30r_L33a	n24 k36? k69? k54? k06 k54? k09? k06 k70? k13? k06 k03 k54? k36? k09? k42?
f30r_L33b	k42? k06 k41? k03 n04 k31 k36? k63? n24 k09? k06 k36? k36? n19 k06 k42? n04 k03 k54? k31
f30r_L34a	k31 k69? k36? k22? k13? k27? k53 n04 k36? k54? k36? k03 k31 k06 k27?
f30r_L34b	k27? n33 k69? k70? k60 k31 k13? k06 n12 k41? k62? k54? k38? k06 k27? k55? k36? n12 k36?
f30r_L29a	k15? k13? k22? k70? k62? n04 n01 k06 k03 k13? k62? k31 k36? k22? k31 n17 k55?
f30r_L29b	k31 n01 k36? k06 k06 k15? k22? k19? k36? n24 k60 k31 k69? k06 k54? k31 n17 n25 k06 k27?
f30r_L30a	k53 k22? k06 k55? k36? k31 k70? k13? k06 k31 k06 k63? k41? k62? n01
f30r_L30b	k03 k13? k69? k31 k53 k13? k06 k70? k13? k06 n12 k53 k36? k36? k31 n01 k55? k13? k27? n24 n01 k06 k36?
f30r_L31a	k41? k69? k31 n17 k19? k06 k69? k53 k31 n17 k36? n24 k13? k51? n01 k55?
f30r_L31b	k19? k06 k36? k36? k18? k31 n17 k43? k36? k06 k55? n34 k03 k13? k22? k09? k06 n01 k06 k31 k41? k62? k06 k31
f30r_L26a	k31 n17 k19? k06 k31 k53 k36? k03 k09? k60 k22? k41? k03 k06 k54? k36?
f30r_L26b	n35 n36 n37 k31 k53 k54? n04 n24 k13? k03 k36? k55? k19? k06 k31 k03 k55? n33 [?] n19 k55? k69? k69?
f30r_L27a	k31 k36? k09? n38 n01 k53 k06 k03 k54? k22? k24? k41? k62? k06 k31 n17 k36?
f30r_L27b	k50? k06 k13? k03 k31 n39 k06 n01 k31 k31 n17 k06 k06 k15? n31 k31 k36? n40 [?]
f30r_L28a	k50? k63? k13? n01 k55? k31 k36? k31 n17 k09? k06 k41? k62? n12 n01 k03
f30r_L28b	k03 k13? k06 k31 k36? k15? k31 n17 n37 k31 k63? k31 n17 k09? k06 k41? k03 k06 k36? k31 n31 k54? k19? k60
f30r_L23a	[?] k12? k54? k03 n01 n19 k36? n25 k42? k69? k36? k06 k31 k36? k18? k55?
f30r_L23b	k42? k19? k06 k70? k03 n01 k19? k27? k31 n17 k60 n01 n12 k11? k03 k06 n12 k51? n04 k27? k53
f30r_L24a	n24 k03 n01 k31 k41? k62? k06 k03 k12? n33 k36? k31 n17 n19 k31
f30r_L24b	k60 k31 ^tick k03 n12 k03 k13? k06 n39 k60 k31 k36? k09? k03 k31 n17 n42 k03 k31 k41? k31 k06 k31
f30r_L25a	k36? n05 k60 n24 k09? k06 k31 k36? n12 k53 k46? k06 k69? n39
f30r_L25b	k36? k42? k55? k19? k60 n37 k36? k06 k31 k12? k27? k69? k53 k09? k06 k18? k36? k70? k53 k19? k42?
f30r_L20a	k19? k36? n24 k06 k09? k42? k36? k63? k06 k12? k53 n01 k06 k54? k36? k36?
f30r_L20b	k06 n12 k53 k36? k12? k31 n17 k03 k13? k06 n39 k36? n24 k50? k11? k06 k03 k06 n46
f30r_L21a	k06 k60 k36? k09? k19? k36? k54? k31 k06 k19? k22? k27? n47 k06 k70? k03
f30r_L21b	k31 n01 k19? k36? k12? k31 n17 k09? k06 k42? k41? n24 k60 n01 k27? k53 n12 k31 n17 k54? n48
f30r_L22a	n19 k06 k03 n09 n49 k41? k31 k36? k03 k11? k62? k31 n39 k36?
f30r_L22b	k36? k55? k12? k54? k60 k31 k13? k06 k31 n24 k36? k03 k06 n12 k53 k15? k60 n01 k09? k06
f30r_L17a	k03 k22? k06 n39 k31 k03 n29 k19? k36? n01 k06 k55? k09? k12? k31 n24
f30r_L17b	k13? k06 k36? k22? k55? k19? k06 k18? k36? n12 k53 n50 k31 k31 n17 k09? k06 k41? k31 n01 k19? k03 k13? k06 k31
f30r_L18a	n24 k22? k19? k60 n24 k31 k06 k03 k15? n12 k19? k13? n01 k54? k06
f30r_L18b	k12? k31 k36? k09? k70? k03 k06 n39 k31 n17 k36? k03 k13? k06 k31 k15? k36? k11? k27? k31 k53 k09? k06 n46
f30r_L19a	k06 k13? k31 k19? k22? n01 k54? k60 k06 n19 k03 k27? k06 k36? k36? k27? k53
f30r_L19b	k60 n24 n21 k06 k09? k60 k06 k36? n01 n19 k53 k13? n51 k03 k22? k06 k31
f30r_L14a	n05 n01 k19? k36? k31 k53 k12? k57? n24 k31 k13? k18? k69? k19? k06 k27? k53
f30r_L14b	n39 k09? n53 n12 k57? k27? k55? k36? k12? k31 k13? k54? k53 k06 k41? n39 k03 n01 k19?
f30r_L15a	n24 n05 k06 k27? n39 n53 k70? k06 k36? n39 n54 k03 k22? k06
f30r_L15b	n39 k06 k31 k53 n53 k31 n24 k13? k06 k54? k15? k57? k09? k06 n19 k36? k41? k31 k54? k19?
f30r_L16a	k06 k13? k62? n09 k36? k54? k57? n39 k27? k22? n12 k60 k03 k19? k53 k09?
f30r_L16b	n39 k06 k31 k53 n53 k31 n24 k13? k06 k54? n24 k13? k11? k31 k12? k41? k60 k27? k53 k57? n19 k36? k50? k24? n39 k13? k31 n17 k27?
f30r_L11a	n39 k06 k69? k55? k60 n01 k36? k06 k12? k19? k36? n33 k13? k03 k31 n55
f30r_L11b	k53 n53 k06 k19? k57? k27? k13? n01 n34 k36? k50? k41? n39 k03 k06 n09 n21 k06 k12?
f30r_L12a	n46 n24 k11? k06 k31 k06 k41? k62? n01 k19? n39 k31 n24 n53 n33
f30r_L12b	k53 k06 n53 n54 k19? k31 k31 k53 k41? k03 k06 k27? k36? k12? k06 k51? n01 k06 k69?
f30r_L13a	k15? k57? n01 k09? k06 n24 k03 k10? k55? k09? k57? k31 n17 k54? k36? n40 k09? k06
f30r_L13b	n01 n24 k27? n53 k70? k53 k57? n12 k27? n19 k36? k19? k60 k36? k06 n12 k03 k13? k06 k31 n39 k54? k69? k06
f30r_L08a	k06 k53 k06 k27? k06 k43? k31 k36? n12 k36? n53 k31 k36? n01 [?] [?]
f30r_L08b	n24 k24? k13? k54? k43? k31 k36? k27? k09? k57? k69? k31 k13? n39 k60 n12 k53 n56 k38? n57
f30r_L09a	k06 k53 k06 k24? k06 n04 n53 k06 n12 k31 k43? k36? k55? k19? k06 k69? n53 k13? n40 k36? k22? n24 k57? n12
f30r_L09b	k53 n24 n58 k31 k09? k60 k27? k36? k06 k57? n53 n05 k06 k24? n05 k13? n12 k41? k03 k54?
f30r_L10a	n28 n19 n24 k06 k15? n59 n01 k69? k55? n60 k06 n42 k19? k54? k09? k06
f30r_L10b	n19 k36? k31 n53 n01 k43? k27? k57? k06 k13? n12 k19? k03 k15? k57? n01 k69? k31 n17 k54? k06
f30r_L05a	k36? n12 k43? k27? k60 k36? k62? n01 n12 k55? n24 k13? k06 k09? n39
f30r_L05b	k57? k54? k36? k50? k03 n01 k69? k53 k06 k36? n53 n05 k03 k22? k13? k60 n53 k57? k31 n17
f30r_L06a	k54? k06 k31 n01 k19? k69? k06 n39 k55? k22? k03 n24 n24 n04 k70?
f30r_L06b	k03 k43? k19? k36? n24 k22? n40 k57? n42 k15? k60 n01 k70? k53 n39 k55? k11? k31 k31 k70? n09
f30r_L07a	k36? k31 n17 n40 k22? k03 k54? k31 k55? n05 n53 k41? k62? k43? k27? k13?
f30r_L07b	n53 k06 k31 n24 k03 n04 k22? n12 k31 k06 k06 n09 n53 k31 k06 k57? k09? k13? n53 k06 k31
f30r_L02a	[?] k24? k41? k31 k12? k42? n53 k27? k36? k69? k31 k03 k31 n17 n39 k69? n42
f30r_L02b	n39 n01 k31 k36? k53 k42? k06 k36? n31 k13? k06 k31 k69? n05 k43? n39 n19 k54? k70? n24 k09? k06
f30r_L03a	[?] k43? k19? n01 k31 k22? k54? k69? n09 k55? k06 k41? k31 k43? n39 k24?
f30r_L03b	k57? k31 n17 k70? k53 k31 n48 k54? k06 k31 n09 n04 n62 k09? k06 k31 n39 n01 k69? k06
f30r_L04a	n12 n53 n39 k53 k13? k31 n17 k55? n24 k22? k03 k54? k69? k42? k53 n04 k27?
f30r_L04b	k06 k09? n39 k69? n63 k19? k53 k09? k03 n24 k69? k06 n39 n24 n53 k12? k57? k27? k55? k70? k13? k57? k06
f29r_L13a	n01 k03 k19? k53 k06 n64 k24? k12? k06 n64 k19? k60 n19 n65 k11? k06 k31
f29r_L13b	k06 k24? k12? n19 n01 k31 k12? k24? k19? k36? k09? n66 k03 k13? k06 k19? k31 k63? k24? k53
f29r_L14a	n67 k60 k03 n68 k63? k31 k36? k13? n53 k31 k11? n69 k15? k24? k12? n19
f29r_L14b	k06 k12? k24? k36? n19 k13? k06 k53 k36? k15? n53 k12? k53 k31 n39 n05 k24? n70
f30r_L01a	k69? n39 k63? n01 k43? n56 k09? k12? n39 k43? n19 k06 k18? k06 n53
f30r_L01b	n39 k63? k36? k43? k18? k03 k12? n39 k06 k36? k03 k31 k06 n39 k43? k12? n01 k36? n53 k54? k06 k63?
f29r_L10a	k12? k06 k63? k24? k31 k53 n19 k60 k06 k31 k36? k41? k03 k24? n01 k60
f29r_L10b	n24 k15? k60 k63? n19 k53 k19? n20 n01 k53 k60 k13? k53 n01 n19 k19? k36? n24 k06 n01
f29r_L11a	n24 k11? k06 k13? k03 k13? k27? k24? k36? k13? n53 k06 k13? n19 k13? k31 k27? k11? k63?
f29r_L11b	k42? k60 k27? n25 k43? k06 k53 k11? k06 n12 k69? k60 k63? k24? k63? k24? k27? k03 k11? k06 k24?
f29r_L12a	n24 k43? k63? k24? k60 k19? k03 k24? k13? k53 k63? k42? k06 k69? k06 k63? k24?
f29r_L12b	n55 k27? k19? k36? k43? k63? n19 k53 k31 k36? k63? k27? k27? k24? k06 k09? k42? k53 k11? k06 k24?
f29r_L07a	k54? k53 k24? k27? k03 k60 k03 k19? k24? n19 k09? n01 k27? k31 n17 k06 k31 n19
f29r_L07b	k36? n62 n72 k06 k31 k36? k03 k06 k63? k27? n19 k53 n01 k06 k31 k15? k06 k13? n24 k13? k06 n39
f29r_L08a	n56 k03 ^two-dots k31 k60 k53 n01 k31 k15? k60 k31 n17 k54? k06 n01 k60 ^two-dots k70?
f29r_L08b	k36? k15? n01 k13? n53 k53 k13? k19? k03 k13? k60 ^two-dots k15? k11? k27? k31 k53 k13? k06 k53 k13? k06 n12
f29r_L09a	k36? k54? k53 k24? k27? k03 n24 k11? k06 k13? k19? k36? k54? k15? k24? k27? k06
f29r_L09b	k09? k13? k11? k06 k31 k53 k36? k09? k13? k13? k13? k31 k36? k06 k24? k03 k31 k70? k36? n19 k13? k27?
f29r_L04a	k60 k41? n53 k06 k54? k41? k03 k13? k06 k31 n24 k09? k41? k06 k19? k36? k19? k03
f29r_L04b	k31 ^two-dots k36? k41? k15? k60 k27? n19 k06 k13? n19 n01 k13? n19 k36? k31 k53 k19? k36? k53 k13? k15? n01 k19?
f29r_L05a	k15? k11? k27? k70? k06 k15? k36? n12 k53 k13? k41? k60 ^two-dots n19 k36? k15? n01 k41? k70?
f29r_L05b	k53 k36? k60 k06 k19? k15? n01 k27? k15? k31 k27? n24 k27? k11? k05? k31 k53 k13? n24 k31 n01 k41? n19
f29r_L06a	k70? k53 k27? n24 k13? k06 k13? k60 k15? n01 k41? k70? k53 k13? k13? n01
f29r_L06b	k70? k36? n24 n01 k27? k31 k53 n01 k27? n19 k36? k36? k06 n19 k13? k31 n17 n24 k09? k06 k19? n24
f29r_L01a	n01 k36? n24 k22? k06 n01 k31 n17 n39 n53 k36? k57? n19 k06 . n24 k13? k09? k53 k06 k70?
f29r_L01b	k06 k54? k03 k27? n19 k60 k13? k53 k31 n17 k70? k19? k36? n39 n39 k43? k31 k06 k36? n01 n24 k15? n01 k24?
f29r_L02a	k60 . n24 n01 k13? k53 ^two-dots k13? k57? ^two-dots k15? k60 k31 n17 k70? k53 k19? n01 k36? k54? k41? k42?
f29r_L02b	k06 k70? k24? k36? k36? k42? k06 k24? n01 k03 k13? k06 k31 k54? k55? n01 k06 k27? k41? k62? k06 k70? k36? k31 k13? n12
f29r_L03a	n01 k06 k09? k13? n24 k63? k31 k41? k19? k36? k22? n01 k70? k53 n24 k13? k27? n12 k36? k06 k09? k54?
f29r_L03b	k06 k19? n01 k13? k31 n17 n12 k36? n24 k06 k27? k43? k03 k54? k06 n24 k22? k06 k03 k13? k06 k24?
# n01 = cursive x with descending curl tail, first seen f30v_L18a
# n02 = cursive r-like hook with trailing dot, first seen f30v_L18a
# n03 = single numeral-4 shape with small loop tail (not the doubled k14/k21 ligature), first seen f30v_L18a
# n04 = small loop-alpha shape, first seen f30v_L18b
# n05 = m with x-like tail ligature, first seen f30v_L19a
# n06 = hook shape resembling inverted bracket with tail, first seen f30v_L20a
# n07 = backward-2/E hybrid loop shape, first seen f30v_L20a
# n08 = boxed shape with internal loop, first seen f30v_L20b
# n09 = long-s with crossbar, ft-like ligature, first seen f30v_L15a
# n10 = tall twin-stroke ladder shape, first seen f30v_L16a
# n11 = c with cross-tick ligature, first seen f30v_L16b
# n12 = cursive r-like hook (plain, no dot), first seen f30v_L16b
# n13 = stacked circle-over-triangle shape, first seen f30v_L12b
