cipher_line	idx	raw	kind	value	repair	plain_chunk	status
07205_p2_L06	0	Duplicata	clear				clear
07205_p2_L06	1	16	num	16		q	single
07205_p2_L06	2	janvier	clear				clear
07205_p2_L06	3	1574	doubtful				doubtful
07205_p2_L06	4	affaires	clear				clear
07205_p2_L06	5	de	clear				clear
07205_p2_L06	6	mes	clear				clear
07205_p2_L06	7	freres	clear				clear
07205_p2_L06	8	dernieres	clear				clear
07205_p2_L06	9	sont	clear				clear
07205_p2_L06	10	expedie	clear				clear
07205_p2_L06	11	du	clear				clear
07205_p2_L06	12	Roy	clear				clear
07205_p2_L06	13	pour	clear				clear
07205_p2_L06	14	du	clear				clear
07205_p2_L06	15	mois	clear				clear
07205_p2_L06	16	quelques	clear				clear
07205_p2_L06	17	jours	clear				clear
07205_p2_L06	18	ou	clear				clear
07205_p2_L06	19	quatre	clear				clear
07205_p2_L06	20	jours	clear				clear
07205_p2_L06	21	apres	clear				clear
07205_p2_L06	22	ma	clear				clear
07205_p2_L06	23	lettre	clear				clear
07205_p2_L06	24	sont	clear				clear
07205_p2_L06	25	parvenues	clear				clear
07205_p2_L06	26	les	clear				clear
07205_p2_L06	27	trois	clear				clear
07205_p2_L06	28	escript	clear				clear
07205_p2_L06	29	a	clear				clear
07205_p2_L06	30	Harlem	clear				clear
07205_p2_L06	31	le	clear				clear
07205_p2_L06	32	du	clear				clear
07205_p2_L06	33	passe	clear				clear
07205_p2_L06	34	lesquelles	clear				clear
07205_p2_L06	35	m'ont	clear				clear
07205_p2_L06	36	merveilleusement	clear				clear
07205_p2_L06	37	contente	clear				clear
07205_p2_L06	38	par	clear				clear
07205_p2_L06	39	le	clear				clear
07205_p2_L06	40	discours	clear				clear
07205_p2_L06	41	de	clear				clear
07205_p2_L06	42	faict	clear				clear
07205_p2_L06	43	peu	clear				clear
07205_p2_L06	44	partir	clear				clear
07205_p2_L06	45	lieu	clear				clear
07205_p2_L06	46	par	clear				clear
07205_p2_L06	47	mes	clear				clear
07205_p2_L06	48	affaires	clear				clear
07205_p2_L06	49	de	clear				clear
07205_p2_L06	50	ce	clear				clear
07205_p2_L06	51	qui	clear				clear
