cipher_line	idx	raw	kind	value	repair	plain_chunk	status
07206_p3_L04a	0	142	num	142		mesdernieres	single-segment
07206_p3_L04a	1	139	num	139		vousdepuis	conflict:anterie
07206_p3_L04a	2	138	num	138		cesteescripte	single-segment
07206_p3_L04a	3	127	num	127		mesontvenuz	conflict:e
07206_p3_L04a	4	130	num	130		deuxlettres	single-segment
07206_p3_L04a	5	81	num	81		e	agrees
07206_p3_L04a	6	31	num	31		t	agrees
07206_p3_L04a	7	61	num	61		a	agrees
07206_p3_L04a	8	36	num	36		u	agrees
07206_p3_L04a	9	26	num	26		s	agrees
07206_p3_L04a	10	27	num	27		s	agrees
07206_p3_L04a	11	51	num	51			null-or-unaligned
07206_p3_L04a	12	121	num	121		i	single
07206_p3_L04a	13	21	num	21		r	agrees
07206_p3_L04a	14	82	num	82		e	agrees
07206_p3_L04a	15	111	num	111		t	conflict:l
07206_p3_L04a	16	83	num	83		e	agrees
07206_p3_L04a	17	37	num	37		u	agrees
07206_p3_L04a	18	84	num	84			null-or-unaligned
07206_p3_L04a	19	91	num	91		g	agrees
07206_p3_L04a	20	22	num	22		r	agrees
07206_p3_L04a	21	62	num	62		a	agrees
07206_p3_L04a	22	1	num	1		n	agrees
07206_p3_L04a	23	76	num	76		d	agrees
07206_p3_L04a	24	85	num	85		e	agrees
07206_p3_L04a	25	12	num	12		p	agrees
07206_p3_L04a	26	11	num	11			null-or-unaligned
07206_p3_L04a	27	63	num	63		a	agrees
07206_p3_L04a	28	23	num	23		r	agrees
07206_p3_L04a	29	32	num	32		t	agrees
07206_p3_L04a	30	101	num	101		i	agrees
07206_p3_L04a	31	82	num	82		e	agrees
07206_p3_L04a	32	6	num	6		o	agrees
07206_p3_L04a	33	36	num	36		u	agrees
07206_p3_L04a	34	102	num	102		j	conflict:i
07206_p3_L04a	35	37	num	37		u	agrees
07206_p3_L04a	36	26	num	26		s	agrees
07206_p3_L04a	37	16	num	16		q	single
07206_p3_L04a	38	38	num	38		u	agrees
07206_p3_L04a	39	84	num	84		e	agrees
07206_p3_L04a	40	27	num	27		s	agrees
07206_p3_L04a	41	62	num	62		a	agrees
07206_p3_L04a	42	127	num	127			null-or-unaligned
07206_p3_L04a	43	12	num	12		p	agrees
07206_p3_L04a	44	23	num	23		r	agrees
07206_p3_L04a	45	81	num	81		e	agrees
07206_p3_L04a	46	29	num	29		s	agrees
07206_p3_L04a	47	85	num	85		e	agrees
07206_p3_L04a	48	3	num	3		n	agrees
07206_p3_L04a	49	33	num	33		t	agrees
07206_p3_L04a	50	30	num	30		s	agrees
07206_p3_L04a	51	39	num	39		u	agrees
07206_p3_L04a	52	103	num	103		i	agrees
07206_p3_L04a	53	27	num	27		s	agrees
07206_p3_L04a	54	84	num	84		e	agrees
07206_p3_L04a	55	28	num	28		s	agrees
07206_p3_L04a	56	32	num	32		t	agrees
07206_p3_L04a	57	81	num	81		e	agrees
07206_p3_L04a	58	130	num	130			null-or-unaligned
07206_p3_L04a	59	Esperant	clear			esperant	clear
07206_p3_L04a	60	que	clear			que	clear
07206_p3_L04a	61	le	clear			les	clear
07206_p3_L04a	62	Sr	clear			ur	clear
07206_p3_L04a	63	Dieu	clear			dieu	clear
07206_p3_L04a	64	donnera	clear			donnera	clear
07206_p3_L04a	65	sa	clear			sa	clear
