cipher_line	idx	raw	kind	value	repair	plain_chunk	status
05801_p1_L02	0	Messieurs	clear			messieurs	clear
05801_p1_L02	1	mes	clear			me	clear
05801_p1_L02	2	freres	clear			sfrres	clear
05801_p1_L02	3	Jay	clear			jay	clear
05801_p1_L02	4	recue	clear			receu	clear
05801_p1_L02	5	vos	clear			vos	clear
05801_p1_L02	6	trois	clear			lett	clear
05801_p1_L02	7	derniers	clear			resdates	clear
05801_p1_L02	8	l'une	clear			lune	clear
05801_p1_L02	9	de	clear			de	clear
05801_p1_L02	10	Dillenberg	clear			dillenberg	clear
05801_p1_L02	11	le	clear			le	clear
05801_p1_L02	12	xvi	clear				clear
05801_p1_L02	13	e	clear			et	clear
05801_p1_L02	14	l'autre	clear			lautre	clear
05801_p1_L02	15	de	clear			de	clear
05801_p1_L02	16	le	clear			bed	clear
05801_p1_L02	17	xx	clear			bur	clear
05801_p1_L02	18	du	clear			led	clear
05801_p1_L02	19	present	clear			uprsent	clear
05801_p1_L02	20	Pour	clear			pour	clear
05801_p1_L02	21	vous	clear			vous	clear
05801_p1_L02	22	respondre	clear			respondre	clear
05801_p1_L02	23	sur	clear			surl	clear
05801_p1_L02	24	ycelles	clear			squells	clear
05801_p1_L02	25	par	clear			par	clear
05801_p1_L02	26	ensemble	clear			ensemble	clear
05801_p1_L02	27	126	num	126		n	conflict:e
05801_p1_L02	28	132	num	132		e	agrees
05801_p1_L02	29	140	num	140		s	agrees
05801_p1_L02	30	52	num	52		a	conflict:d
05801_p1_L02	31	71	num	71		u	conflict:a
05801_p1_L02	32	37	num	37		r	conflict:s
05801_p1_L02	33	49	num	49		o	conflict:e
05801_p1_L02	34	56	num	56		y	conflict:u
05801_p1_L02	35	82	num	82		e	agrees
05801_p1_L02	36	139	num	139		a	conflict:t
05801_p1_L02	37	125	num	125		s	conflict:e
05801_p1_L02	38	62	num	62		s	conflict:e
05801_p1_L02	39	26	num	26		e	conflict:t
05801_p1_L02	40	28	num	28		z	conflict:e
05801_p1_L02	41	82	num	82		v	conflict:e
05801_p1_L02	42	59	num	59		o	conflict:e
05801_p1_L02	43	84	num	84		u	conflict:o
05801_p1_L02	44	37	num	37		s	agrees
05801_p1_L02	45	28	num	28		r	conflict:e
05801_p1_L02	46	67	num	67		e	agrees
05801_p1_L02	47	97	num	97		m	conflict:e
05801_p1_L02	48	29	num	29		e	conflict:r
05801_p1_L02	49	8	num	8		r	conflict:s
05801_p1_L02	50	82	num	82		c	conflict:e
05801_p1_L02	51	26	num	26		i	conflict:t
05801_p1_L02	52	15	num	15		e	agrees
05801_p1_L02	53	9	num	9		r	conflict:e
05801_p1_L02	54	2	num	2		d	conflict:a
05801_p1_L02	55	140	num	140		u	conflict:s
05801_p1_L02	56	126	num	126		b	conflict:e
05801_p1_L02	57	126	num	126		o	conflict:e
05801_p1_L02	58	142	num	142		n	conflict:e
05801_p1_L02	59	62	num	62		d	conflict:e
05801_p1_L02	60	16	num	16		e	conflict:n
05801_p1_L02	61	103	num	103		b	conflict:e
05801_p1_L02	62	77	num	77		v	conflict:e
05801_p1_L02	63	27	num	27		o	conflict:e
05801_p1_L02	64	132	num	132		i	conflict:e
05801_p1_L02	65	195	num	195		r	conflict:a
05801_p1_L02	66	59	num	59		q	conflict:e
05801_p1_L02	67	39	num	39		u	agrees
05801_p1_L02	68	25	num	25		e	agrees
05801_p1_L02	69	139	num	139		f	conflict:t
05801_p1_L02	70	190	num	190		a	conflict:e
05801_p1_L02	71	126	num	126		i	conflict:e
05801_p1_L02	72	1	num	1		t	conflict:r
05801_p1_L02	73	6	num	6		e	agrees
05801_p1_L02	74	76	num	76		s	conflict:e
05801_p1_L02	75	27	num	27		p	conflict:e
05801_p1_L02	76	125	num	125		o	conflict:e
05801_p1_L02	77	132	num	132		u	conflict:e
05801_p1_L02	78	140	num	140		r	conflict:s
05801_p1_L02	79	61	num	61		n	conflict:e
05801_p1_L02	80	27	num	27		o	conflict:e
05801_p1_L02	81	30	num	30		u	conflict:e
05801_p1_L02	82	102	num	102		s	conflict:t
05801_p1_L02	83	28	num	28		a	conflict:e
05801_p1_L02	84	31	num	31		s	conflict:i
05801_p1_L02	85	21	num	21		s	agrees
05801_p1_L02	86	121	num	121		i	conflict:l
05801_p1_L02	87	140	num	140		s	agrees
05801_p1_L02	88	82	num	82		t	conflict:e
05801_p1_L02	89	32	num	32		e	agrees
05801_p1_L02	90	126	num	126		r	conflict:e
05801_p1_L02	91	132	num	132		e	agrees
05801_p1_L02	92	72	num	72		t	conflict:e
05801_p1_L02	93	71	num	71		s	conflict:a
05801_p1_L02	94	7	num	7		e	conflict:u
05801_p1_L02	95	901	num	901		c	single
05801_p1_L02	96	68	num	68		o	conflict:e
05801_p1_L02	97	22	num	22		u	conflict:r
05801_p1_L02	98	145	num	145		r	conflict:a
05801_p1_L02	99	126	num	126		i	conflict:e
05801_p1_L02	100	131	num	131		r	conflict:e
05801_p1_L02	101	133	num	133		la	conflict:l
05801_p1_L02	102	126	num	126		p	conflict:e
05801_p1_L02	103	59	num	59		o	conflict:e
05801_p1_L02	104	39	num	39		v	agrees
05801_p1_L02	105	22	num	22		r	agrees
05801_p1_L02	106	89	num	89		e	agrees
05801_p1_L06	0	84	num	84		c	conflict:o
05801_p1_L06	1	312	num	312		a	single
05801_p1_L06	2	12	num	12		r	conflict:e
05801_p1_L06	3	223	num	223		o	conflict:a
05801_p1_L06	4	129	num	129		n	conflict:e
05801_p1_L06	5	132	num	132		c	conflict:e
05801_p1_L06	6	150	num	150		q	conflict:best
05801_p1_L06	7	121	num	121		u	conflict:l
05801_p1_L06	8	6	num	6		e	agrees
05801_p1_L06	9	21	num	21		s	agrees
05801_p1_L06	10	77	num	77		j	conflict:e
05801_p1_L06	11	27	num	27		e	agrees
05801_p1_L06	12	129	num	129		n	conflict:e
05801_p1_L06	13	7	num	7		a	conflict:u
05801_p1_L06	14	2	num	2		t	conflict:a
05801_p1_L06	15	72	num	72		e	agrees
